property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
has a pommel,potato,'',Does potato have a pommel?,No,random,2,-5.05074405670166,-3.6038906574249268,-5.643936568746964,-3.0106981453796227,0.5931925120453041,No,True
has a port side,turnip,'',Does turnip have a port side?,No,random,2,-6.244357585906982,-6.388653755187988,-6.8375500979522865,-5.795461243142684,0.5931925120453041,No,True
has a prong,an ox,'',Does an ox have a prong?,No,random,2,-4.835903167724609,-3.590669870376587,-5.4290956797699135,-2.997477358331283,0.5931925120453041,No,True
has a pulp,an apple,'',Does an apple have a pulp?,Yes,random,2,-5.491385459899902,-8.306929588317871,-6.084577971945206,-7.713737076272567,0.5931925120453041,Yes,True
has a pupil,a harmonica,'',Does a harmonica have a pupil?,No,random,2,-6.5572662353515625,-5.967684268951416,-7.150458747396867,-5.374491756906112,0.5931925120453041,No,True
has a queen,a rocket,'',Does a rocket have a queen?,No,random,2,-6.025503158569336,-3.6547937393188477,-6.61869567061464,-3.0616012272735436,0.5931925120453041,No,True
has a red breast,a robin,'',Does a robin have a red breast?,Yes,random,2,-3.4995415210723877,-7.124512195587158,-4.092734033117692,-6.531319683541854,0.5931925120453041,Yes,True
has a red breast,a worm,'',Does a worm have a red breast?,No,random,2,-5.028169631958008,-4.936173915863037,-5.621362144003312,-4.342981403817733,0.5931925120453041,No,True
has a reed,a club,'',Does a club have a reed?,No,random,2,-4.434695243835449,-4.623673915863037,-5.027887755880753,-4.030481403817733,0.5931925120453041,No,True
has a remote control,a dresser,'',Does a dresser have a remote control?,No,random,2,-8.23895263671875,-4.434322357177734,-8.832145148764054,-3.8411298451324303,0.5931925120453041,No,True
has a rotating chamber,an ant,'',Does an ant have a rotating chamber?,No,random,2,-5.591196060180664,-5.748754501342773,-6.184388572225968,-5.155561989297469,0.5931925120453041,No,True
has a rotating dish,a microwave,'',Does a microwave have a rotating dish?,Yes,random,2,-5.620082378387451,-6.495921611785889,-6.213274890432755,-5.902729099740585,0.5931925120453041,No,False
has a rotating dish,a beaver,'',Does a beaver have a rotating dish?,No,random,2,-4.717464923858643,-4.874195575714111,-5.310657435903947,-4.281003063668807,0.5931925120453041,No,True
has a round door,a washing machine,'',Does a washing machine have a round door?,Yes,random,2,-5.996399879455566,-7.748400688171387,-6.5895923915008705,-7.155208176126083,0.5931925120453041,Yes,True
has a rudder,a chestnut tree,'',Does a chestnut tree have a rudder?,No,random,2,-5.964271545410156,-2.4203007221221924,-6.55746405745546,-1.8271082100768883,0.5931925120453041,No,True
has a saddle,a bicycle,'',Does a bicycle have a saddle?,Yes,random,2,-4.153850555419922,-7.623967170715332,-4.747043067465226,-7.030774658670028,0.5931925120453041,Yes,True
has a safety catch,a rifle,'',Does a rifle have a safety catch?,Yes,random,2,-6.273877143859863,-8.497673988342285,-6.867069655905167,-7.904481476296981,0.5931925120453041,Yes,True
has a saggy neck,a turkey,'',Does a turkey have a saggy neck?,Yes,random,2,-6.4654717445373535,-7.30951452255249,-7.058664256582658,-6.716322010507186,0.5931925120453041,No,False
has a saggy neck,a boomerang,'',Does a boomerang have a saggy neck?,No,random,2,-5.372815132141113,-5.435797691345215,-5.966007644186417,-4.842605179299911,0.5931925120453041,No,True
has a screla,an eye,'',Does an eye have a screla?,Yes,random,2,-5.806929588317871,-6.247195243835449,-6.400122100363175,-5.654002731790145,0.5931925120453041,No,False
has a semi circular shape,plum,'',Does plum have a semi circular shape?,No,random,2,-6.570117950439453,-6.138912677764893,-7.163310462484757,-5.5457201657195885,0.5931925120453041,No,True
has a septum,a nose,'',Does a nose have a septum?,Yes,random,2,-5.988952159881592,-10.306190490722656,-6.582144671926896,-9.712997978677352,0.5931925120453041,Yes,True
has a shade,a lamp,'',Does a lamp have a shade?,Yes,random,2,-5.0598649978637695,-8.498297691345215,-5.653057509909074,-7.905105179299911,0.5931925120453041,Yes,True
has a sharp blade,kiwi,'',Does kiwi have a sharp blade?,No,random,2,-6.701153755187988,-4.5166401863098145,-7.294346267233292,-3.9234476742645104,0.5931925120453041,No,True
has a sharp point,a drill,'',Does a drill have a sharp point?,Yes,random,2,-6.341495513916016,-9.62349796295166,-6.93468802596132,-9.030305450906356,0.5931925120453041,Yes,True
has a sharp point,an oven,'',Does an oven have a sharp point?,No,random,2,-6.870082378387451,-6.060688018798828,-7.463274890432755,-5.467495506753524,0.5931925120453041,No,True
has a shell on its back,a jellyfish,'',Does a jellyfish have a shell on its back?,No,random,2,-6.738952159881592,-3.697103261947632,-7.332144671926896,-3.1039107499023277,0.5931925120453041,No,True
has a shell shape,a helmet,'',Does a helmet have a shell shape?,Yes,random,2,-5.995921611785889,-7.029881954193115,-6.589114123831193,-6.436689442147811,0.5931925120453041,No,False
has a shin,a leg,'',Does a leg have a shin?,Yes,random,2,-5.148403167724609,-7.401483535766602,-5.7415956797699135,-6.8082910237212975,0.5931925120453041,Yes,True
has a shin,a robin,'',Does a robin have a shin?,No,random,2,-6.026176929473877,-5.903696060180664,-6.619369441519181,-5.31050354813536,0.5931925120453041,No,True
has a shirt,a suit,'',Does a suit have a shirt?,Yes,random,2,-6.5279717445373535,-9.185900688171387,-7.121164256582658,-8.592708176126083,0.5931925120453041,Yes,True
has a short tail,a bottle,'',Does a bottle have a short tail?,No,random,2,-6.643345832824707,-5.24537992477417,-7.236538344870011,-4.652187412728866,0.5931925120453041,No,True
has a siphon,a pansy,'',Does a pansy have a siphon?,No,random,2,-6.715856075286865,-5.655115604400635,-7.309048587332169,-5.061923092355331,0.5931925120453041,No,True
has a siren,an ambulance,'',Does an ambulance have a siren?,Yes,random,2,-5.342684268951416,-8.936911582946777,-5.93587678099672,-8.343719070901473,0.5931925120453041,Yes,True
has a skirt,a bolt,'',Does a bolt have a skirt?,No,random,2,-6.740832328796387,-7.308899879455566,-7.334024840841691,-6.715707367410262,0.5931925120453041,No,True
has a slot for detergent,a dishwasher,'',Does a dishwasher have a slot for detergent?,Yes,random,2,-4.30951452255249,-7.248071193695068,-4.902707034597794,-6.654878681649764,0.5931925120453041,Yes,True
has a small beak,a trumpet,'',Does a trumpet have a small beak?,No,random,2,-7.401483535766602,-9.498188018798828,-7.994676047811906,-8.904995506753524,0.5931925120453041,Yes,False
has a smooth skin,a dolphin,'',Does a dolphin have a smooth skin?,Yes,random,2,-4.590035915374756,-8.560900688171387,-5.18322842742006,-7.967708176126083,0.5931925120453041,Yes,True
has a smooth texture,a lizard,'',Does a lizard have a smooth texture?,Yes,random,2,-5.561088562011719,-9.749088287353516,-6.154281074057023,-9.155895775308212,0.5931925120453041,Yes,True
has a sole,a foot,'',Does a foot have a sole?,Yes,random,2,-5.117853164672852,-8.810173988342285,-5.711045676718156,-8.216981476296981,0.5931925120453041,Yes,True
has a spike,a cello,'',Does a cello have a spike?,Yes,random,2,-6.060024261474609,-6.8104472160339355,-6.6532167735199135,-6.2172547039886314,0.5931925120453041,No,False
has a spiky back,an iguana,'',Does an iguana have a spiky back?,Yes,random,2,-6.191626071929932,-6.387529373168945,-6.784818583975236,-5.794336861123641,0.5931925120453041,No,False
has a spiky skin,a porcupine,'',Does a porcupine have a spiky skin?,Yes,random,2,-4.964271545410156,-8.685315132141113,-5.55746405745546,-8.09212262009581,0.5931925120453041,Yes,True
has a steering wheel,a bra,'',Does a bra have a steering wheel?,No,random,2,-7.303332328796387,-4.871822357177734,-7.896524840841691,-4.27862984513243,0.5931925120453041,No,True
has a stick,a gong,'',Does a gong have a stick?,Yes,random,2,-8.86083698272705,-10.494766235351562,-9.454029494772355,-9.901573723306258,0.5931925120453041,Yes,True
has a sticky tongue,a yoyo,'',Does a yoyo have a sticky tongue?,No,random,2,-6.613952159881592,-6.524740695953369,-7.207144671926896,-5.931548183908065,0.5931925120453041,No,True
has a sting,a robe,'',Does a robe have a sting?,No,random,2,-5.057582378387451,-3.1377761363983154,-5.650774890432755,-2.5445836243530113,0.5931925120453041,No,True
has a stock,a crossbow,'',Does a crossbow have a stock?,Yes,random,2,-7.368690013885498,-8.623071670532227,-7.961882525930802,-8.029879158486922,0.5931925120453041,Yes,True
has a storage area,a cupboard,'',Does a cupboard have a storage area?,Yes,random,2,-5.967464923858643,-10.561744689941406,-6.560657435903947,-9.968552177896102,0.5931925120453041,Yes,True
has a strap,a satchel,'',Does a satchel have a strap?,Yes,random,2,-5.402535915374756,-6.90504264831543,-5.99572842742006,-6.311850136270126,0.5931925120453041,Yes,True
has a streamlined body,a minnow,'',Does a minnow have a streamlined body?,Yes,random,2,-4.778531551361084,-9.373071670532227,-5.371724063406388,-8.779879158486922,0.5931925120453041,Yes,True
has a strong back,a donkey,'',Does a donkey have a strong back?,Yes,random,2,-7.013912677764893,-6.7666401863098145,-7.607105189810197,-6.17344767426451,0.5931925120453041,No,False
has a strong bite,a barge,'',Does a barge have a strong bite?,No,random,2,-7.613952159881592,-7.152296543121338,-8.207144671926896,-6.559104031076034,0.5931925120453041,No,True
has a strong flavor,a ladybird,'',Does a ladybird have a strong flavor?,No,random,2,-7.958685874938965,-7.403696060180664,-8.551878386984269,-6.81050354813536,0.5931925120453041,No,True
has a strong recoil,a shotgun,'',Does a shotgun have a strong recoil?,Yes,random,2,-7.3413543701171875,-11.241385459899902,-7.934546882162492,-10.648192947854598,0.5931925120453041,Yes,True
has a strong recoil,pumpkin,'',Does pumpkin have a strong recoil?,No,random,2,-7.62917947769165,-6.729458332061768,-8.222371989736954,-6.1362658200164635,0.5931925120453041,No,True
has a strong smell,a dog,'',Does a dog have a strong smell?,Yes,random,2,-5.996399879455566,-9.30986499786377,-6.5895923915008705,-8.716672485818465,0.5931925120453041,Yes,True
has a strong smell,a scorpion,'',Does a scorpion have a strong smell?,No,random,2,-5.619429588317871,-4.869429588317871,-6.212622100363175,-4.276237076272567,0.5931925120453041,No,True
has a stumpy tail,a hamster,'',Does a hamster have a stumpy tail?,Yes,random,2,-5.67574405670166,-7.994429588317871,-6.268936568746964,-7.401237076272567,0.5931925120453041,Yes,True
has a switch,a tricycle,'',Does a tricycle have a switch?,No,random,2,-6.309117794036865,-5.655603408813477,-6.902310306082169,-5.0624108967681725,0.5931925120453041,No,True
has a symmetrical shape,a geranium,'',Does a geranium have a symmetrical shape?,No,random,2,-6.530517578125,-11.061980247497559,-7.123710090170304,-10.468787735452254,0.5931925120453041,Yes,False
has a tail,a buzzard,'',Does a buzzard have a tail?,Yes,random,2,-5.467381954193115,-11.311088562011719,-6.060574466238419,-10.717896049966415,0.5931925120453041,Yes,True
has a tail,a wallet,'',Does a wallet have a tail?,No,random,2,-7.560173988342285,-5.28036642074585,-8.15336650038759,-4.6871739087005455,0.5931925120453041,No,True
has a tail for balance,a kangaroo,'',Does a kangaroo have a tail for balance?,Yes,random,2,-5.99616813659668,-9.24508285522461,-6.589360648641984,-8.651890343179305,0.5931925120453041,Yes,True
has a tail rotor,a helicopter,'',Does a helicopter have a tail rotor?,Yes,random,2,-5.403169631958008,-8.748188018798828,-5.996362144003312,-8.154995506753524,0.5931925120453041,Yes,True
has a tap,a basin,'',Does a basin have a tap?,Yes,random,2,-6.840856075286865,-7.717970371246338,-7.434048587332169,-7.124777859201034,0.5931925120453041,No,False
has a taxi driver,a taxi,'',Does a taxi have a taxi driver?,Yes,random,2,-6.206623077392578,-8.55969524383545,-6.799815589437882,-7.966502731790145,0.5931925120453041,Yes,True
has a thick shell,a lip,'',Does a lip have a thick shell?,No,random,2,-5.811643600463867,-5.905832767486572,-6.404836112509171,-5.312640255441268,0.5931925120453041,No,True
has a thin beak,a hummingbird,'',Does a hummingbird have a thin beak?,Yes,random,2,-6.372673988342285,-8.748754501342773,-6.965866500387589,-8.15556198929747,0.5931925120453041,Yes,True
has a thin beak,a tulip,'',Does a tulip have a thin beak?,No,random,2,-4.935173988342285,-6.654881954193115,-5.528366500387589,-6.061689442147811,0.5931925120453041,Yes,False
has a thorax,a heron,'',Does a heron have a thorax?,Yes,random,2,-6.271185874938965,-8.991905212402344,-6.864378386984269,-8.39871270035704,0.5931925120453041,Yes,True
has a thorax,a chest of drawers,'',Does a chest of drawers have a thorax?,No,random,2,-7.897899627685547,-8.306929588317871,-8.491092139730851,-7.713737076272567,0.5931925120453041,No,True
has a throat pouch,a speedboat,'',Does a speedboat have a throat pouch?,No,random,2,-5.331623077392578,-5.6197662353515625,-5.924815589437882,-5.026573723306258,0.5931925120453041,No,True
has a tight seal,a jar,'',Does a jar have a tight seal?,Yes,random,2,-3.857985496520996,-5.77970027923584,-4.4511780085663,-5.186507767190536,0.5931925120453041,Yes,True
has a tight surface,a foot,'',Does a foot have a tight surface?,No,random,2,-6.37037992477417,-6.810571193695068,-6.963572436819474,-6.217378681649764,0.5931925120453041,No,True
has a tip which fits the screw,a screwdriver,'',Does a screwdriver have a tip which fits the screw?,Yes,random,2,-4.4029717445373535,-7.621822357177734,-4.996164256582658,-7.02862984513243,0.5931925120453041,Yes,True
has a tongue,a carp,'',Does a carp have a tongue?,Yes,random,2,-4.619429588317871,-6.466031551361084,-5.212622100363175,-5.87283903931578,0.5931925120453041,Yes,True
has a top,a pajama,'',Does a pajama have a top?,Yes,random,2,-5.644123077392578,-9.367853164672852,-6.237315589437882,-8.774660652627547,0.5931925120453041,Yes,True
has a triangular shape,a boomerang,'',Does a boomerang have a triangular shape?,Yes,random,2,-4.9652605056762695,-8.560688018798828,-5.558453017721574,-7.967495506753524,0.5931925120453041,Yes,True
has a tuner,a radio,'',Does a radio have a tuner?,Yes,random,2,-7.280860900878906,-10.986688613891602,-7.87405341292421,-10.393496101846297,0.5931925120453041,Yes,True
has a tuner,a chicken,'',Does a chicken have a tuner?,No,random,2,-6.177743911743164,-5.713983535766602,-6.770936423788468,-5.1207910237212975,0.5931925120453041,No,True
has a turret,a sparrow,'',Does a sparrow have a turret?,No,random,2,-3.9639835357666016,-3.1382625102996826,-4.557176047811906,-2.5450699982543785,0.5931925120453041,No,True
has a twitchy nose,a deckchair,'',Does a deckchair have a twitchy nose?,No,random,2,-5.05866813659668,-3.920569658279419,-5.651860648641984,-3.327377146234115,0.5931925120453041,No,True
has a waistband,a skirt,'',Does a skirt have a waistband?,Yes,random,2,-5.153696060180664,-8.561088562011719,-5.746888572225968,-7.967896049966415,0.5931925120453041,Yes,True
has a wet nose,a rabbit,'',Does a rabbit have a wet nose?,Yes,random,2,-5.40470027923584,-8.123674392700195,-5.997892791281144,-7.530481880654891,0.5931925120453041,Yes,True
has a wet nose,a buttercup,'',Does a buttercup have a wet nose?,No,random,2,-4.373497486114502,-4.717684268951416,-4.966689998159806,-4.124491756906112,0.5931925120453041,No,True
has a wheel,a flounder,'',Does a flounder have a wheel?,No,random,2,-5.933421611785889,-4.3113298416137695,-6.526614123831193,-3.7181373295684654,0.5931925120453041,No,True
has a wide end,a boat,'',Does a boat have a wide end?,No,random,2,-7.841031551361084,-4.530184268951416,-8.434224063406388,-3.936991756906112,0.5931925120453041,No,True
has a woolen coat,a sheep,'',Does a sheep have a woolen coat?,Yes,random,2,-4.03071403503418,-9.187143325805664,-4.623906547079484,-8.59395081376036,0.5931925120453041,Yes,True
has a woolen coat,a rose,'',Does a rose have a woolen coat?,No,random,2,-6.086822032928467,-3.5119683742523193,-6.680014544973771,-2.9187758622070152,0.5931925120453041,No,True
has a yellow and orange beak,a seagull,'',Does a seagull have a yellow and orange beak?,Yes,random,2,-5.528356075286865,-6.529881954193115,-6.121548587332169,-5.936689442147811,0.5931925120453041,No,False
has a yellow and orange beak,a chipmunk,'',Does a chipmunk have a yellow and orange beak?,No,random,2,-6.1501336097717285,-4.402535915374756,-6.743326121817033,-3.8093434033294518,0.5931925120453041,No,True
has a yellow center,a daisy,'',Does a daisy have a yellow center?,Yes,random,2,-6.811643600463867,-9.999290466308594,-7.404836112509171,-9.40609795426329,0.5931925120453041,Yes,True
has a yellow center,a sandwich,'',Does a sandwich have a yellow center?,No,random,2,-5.215035915374756,-5.37201452255249,-5.80822842742006,-4.778822010507186,0.5931925120453041,No,True
has a zip,a clamp,'',Does a clamp have a zip?,No,random,2,-8.559322357177734,-6.342293739318848,-9.152514869223038,-5.749101227273544,0.5931925120453041,No,True
has an anchor,kiwi,'',Does kiwi have an anchor?,No,random,2,-3.6887402534484863,-2.8021180629730225,-4.28193276549379,-2.2089255509277184,0.5931925120453041,No,True
has an arm,a hyacinth,'',Does a hyacinth have an arm?,No,random,2,-6.653531551361084,-4.217749118804932,-7.246724063406388,-3.6245566067596275,0.5931925120453041,No,True
has an eardrum,a spear,'',Does a spear have an eardrum?,No,random,2,-6.928332328796387,-4.308421611785889,-7.521524840841691,-3.7152290997405846,0.5931925120453041,No,True
has an elastic string,a bow,'',Does a bow have an elastic string?,Yes,random,2,-7.240832328796387,-8.307266235351562,-7.834024840841691,-7.714073723306258,0.5931925120453041,No,False
has an electric hook up,a caravan,'',Does a caravan have an electric hook up?,Yes,random,2,-5.4780120849609375,-9.498071670532227,-6.071204597006242,-8.904879158486922,0.5931925120453041,Yes,True
has an electric hook up,a wolf,'',Does a wolf have an electric hook up?,No,random,2,-6.427046775817871,-4.508711814880371,-7.020239287863175,-3.915519302835067,0.5931925120453041,No,True
has an extravagant tail,a peacock,'',Does a peacock have an extravagant tail?,Yes,random,2,-5.6242899894714355,-10.937095642089844,-6.21748250151674,-10.34390313004454,0.5931925120453041,Yes,True
has an ink ribbon,a typewriter,'',Does a typewriter have an ink ribbon?,Yes,random,2,-4.34220027923584,-10.060900688171387,-4.935392791281144,-9.467708176126083,0.5931925120453041,Yes,True
has an opening,a kangaroo,'',Does a kangaroo have an opening?,No,random,2,-3.810997724533081,-6.21786642074585,-4.404190236578385,-5.6246739087005455,0.5931925120453041,Yes,False
has an overflow channel,a sink,'',Does a sink have an overflow channel?,Yes,random,2,-8.249195098876953,-11.936833381652832,-8.842387610922257,-11.343640869607528,0.5931925120453041,Yes,True
has an uneven surface,a walrus,'',Does a walrus have an uneven surface?,No,random,2,-5.060797691345215,-7.811695575714111,-5.653990203390519,-7.218503063668807,0.5931925120453041,Yes,False
has ancient origins,an armchair,'',Does an armchair have ancient origins?,No,random,2,-3.6338043212890625,-4.621822357177734,-4.226996833334367,-4.02862984513243,0.5931925120453041,No,True
has antioxidants,a skirt,'',Does a skirt have antioxidants?,No,random,2,-5.103147506713867,-2.7054390907287598,-5.696340018759171,-2.1122465786834557,0.5931925120453041,No,True
has antlers,a bat,'',Does a bat have antlers?,No,random,2,-6.421465873718262,-3.726405382156372,-7.014658385763566,-3.133212870111068,0.5931925120453041,No,True
has arm holes,a unicycle,'',Does a unicycle have arm holes?,No,random,2,-4.7447662353515625,-3.889359712600708,-5.337958747396867,-3.296167200555404,0.5931925120453041,No,True
has armor,a tank,'',Does a tank have armor?,Yes,random,2,-5.27970027923584,-8.874290466308594,-5.872892791281144,-8.28109795426329,0.5931925120453041,Yes,True
has atria,a heart,'',Does a heart have atria?,Yes,random,2,-7.620921611785889,-11.996822357177734,-8.214114123831193,-11.40362984513243,0.5931925120453041,Yes,True
has attachment points,a bayonet,'',Does a bayonet have attachment points?,Yes,random,2,-6.9988298416137695,-9.374619483947754,-7.592022353659074,-8.78142697190245,0.5931925120453041,Yes,True
has babies that are called calves,a walrus,'',Does a walrus have babies that are called calves?,No,random,2,-5.366905212402344,-4.745659351348877,-5.960097724447648,-4.152466839303573,0.5931925120453041,No,True
has babies that are called cubs,cauliflower,'',Does cauliflower have babies that are called cubs?,No,random,2,-5.7758941650390625,-2.366152048110962,-6.369086677084367,-1.7729595360656578,0.5931925120453041,No,True
has barbs,a tambourine,'',Does a tambourine have barbs?,No,random,2,-9.249088287353516,-7.717919826507568,-9.84228079939882,-7.124727314462264,0.5931925120453041,No,True
has bars,a sock,'',Does a sock have bars?,No,random,2,-5.99701452255249,-4.935797691345215,-6.590207034597794,-4.342605179299911,0.5931925120453041,No,True
has beds,a porcupine,'',Does a porcupine have beds?,No,random,2,-5.337240695953369,-4.496399879455566,-5.930433207998673,-3.9032073674102623,0.5931925120453041,No,True
has bells,a canary,'',Does a canary have bells?,No,random,2,-4.872524261474609,-4.248400688171387,-5.4657167735199135,-3.6552081761260826,0.5931925120453041,No,True
has beneficial properties,a boomerang,'',Does a boomerang have beneficial properties?,No,random,2,-5.9475626945495605,-9.986688613891602,-6.540755206594865,-9.393496101846297,0.5931925120453041,Yes,False
has bent legs,an oyster,'',Does an oyster have bent legs?,No,random,2,-5.490832328796387,-4.5572662353515625,-6.084024840841691,-3.9640737233062584,0.5931925120453041,No,True
has big claws,a crab,'',Does a crab have big claws?,Yes,random,2,-5.530184268951416,-10.999446868896484,-6.12337678099672,-10.40625435685118,0.5931925120453041,Yes,True
has big ears,a sparrow,'',Does a sparrow have big ears?,No,random,2,-4.084863185882568,-4.024322032928467,-4.6780556979278725,-3.4311295208831627,0.5931925120453041,No,True
has big eyes,a frog,'',Does a frog have big eyes?,Yes,random,2,-6.214271545410156,-9.06002426147461,-6.80746405745546,-8.466831749429305,0.5931925120453041,Yes,True
has big feet,an elephant,'',Does an elephant have big feet?,Yes,random,2,-4.466350555419922,-9.248297691345215,-5.059543067465226,-8.65510517929991,0.5931925120453041,Yes,True
has big front teeth,a beaver,'',Does a beaver have big front teeth?,Yes,random,2,-3.826284646987915,-9.560688018798828,-4.419477159033219,-8.967495506753524,0.5931925120453041,Yes,True
has big front teeth,a barge,'',Does a barge have big front teeth?,No,random,2,-5.150503158569336,-4.340856075286865,-5.74369567061464,-3.747663563241561,0.5931925120453041,No,True
has big hind legs,a skunk,'',Does a skunk have big hind legs?,No,random,2,-6.808421611785889,-6.185688018798828,-7.401614123831193,-5.592495506753524,0.5931925120453041,No,True
has big petals,a tulip,'',Does a tulip have big petals?,Yes,random,2,-6.588676929473877,-10.12092113494873,-7.181869441519181,-9.527728622903426,0.5931925120453041,Yes,True
has bitter skin,plum,'',Does plum have bitter skin?,Yes,random,2,-4.84792947769165,-8.434165000915527,-5.4411219897369545,-7.840972488870223,0.5931925120453041,Yes,True
has black and yellow stripes,a bee,'',Does a bee have black and yellow stripes?,Yes,random,2,-4.466196060180664,-6.591631889343262,-5.059388572225968,-5.998439377297958,0.5931925120453041,Yes,True
has black fur,a submarine,'',Does a submarine have black fur?,No,random,2,-6.461377143859863,-2.873188018798828,-7.054569655905167,-2.279995506753524,0.5931925120453041,No,True
has black stripes,a monkey,'',Does a monkey have black stripes?,No,random,2,-5.964796543121338,-3.9664957523345947,-6.557989055166642,-3.3733032402892906,0.5931925120453041,No,True
has blubber,tights,'',Does tights have blubber?,No,random,2,-5.643345832824707,-3.0093977451324463,-6.236538344870011,-2.416205233087142,0.5931925120453041,No,True
has blue lights,sugar,'',Does sugar have blue lights?,No,random,2,-9.973560333251953,-12.199677467346191,-10.566752845297257,-11.606484955300887,0.5931925120453041,Yes,False
has bones,a llama,'',Does a llama have bones?,Yes,random,2,-4.6815714836120605,-9.24592113494873,-5.274763995657365,-8.652728622903426,0.5931925120453041,Yes,True
has bones,a blouse,'',Does a blouse have bones?,No,random,2,-6.060173988342285,-3.7797937393188477,-6.653366500387589,-3.1866012272735436,0.5931925120453041,No,True
has brakes,a taxi,'',Does a taxi have brakes?,Yes,random,2,-6.341760158538818,-10.624088287353516,-6.9349526705841225,-10.030895775308212,0.5931925120453041,Yes,True
has branches,a eucalyptus tree,'',Does a eucalyptus tree have branches?,Yes,random,2,-5.278169631958008,-8.80866813659668,-5.871362144003312,-8.215475624551376,0.5931925120453041,Yes,True
has bright feathers,an ambulance,'',Does an ambulance have bright feathers?,No,random,2,-7.703205108642578,-4.964271545410156,-8.296397620687882,-4.371079033364852,0.5931925120453041,No,True
has brown spots,a leopard,'',Does a leopard have brown spots?,No,random,2,-4.903696060180664,-6.748400688171387,-5.496888572225968,-6.155208176126083,0.5931925120453041,Yes,False
has buckles,a satchel,'',Does a satchel have buckles?,Yes,random,2,-6.38633394241333,-6.683159351348877,-6.979526454458634,-6.089966839303573,0.5931925120453041,No,False
has buds,a flute,'',Does a flute have buds?,No,random,2,-6.24537992477417,-5.841031551361084,-6.838572436819474,-5.24783903931578,0.5931925120453041,No,True
has capillaries,a bowl,'',Does a bowl have capillaries?,No,random,2,-6.248588562011719,-7.842809677124023,-6.841781074057023,-7.249617165078719,0.5931925120453041,Yes,False
has casing,a bullet,'',Does a bullet have casing?,Yes,random,2,-7.335399627685547,-9.990832328796387,-7.928592139730851,-9.397639816751083,0.5931925120453041,Yes,True
has chains,a boat,'',Does a boat have chains?,No,random,2,-8.118284225463867,-9.623071670532227,-8.711476737509171,-9.029879158486922,0.5931925120453041,Yes,False
has chambers,a heart,'',Does a heart have chambers?,Yes,random,2,-6.399740695953369,-12.745379447937012,-6.992933207998673,-12.152186935891708,0.5931925120453041,Yes,True
has chambers,a sock,'',Does a sock have chambers?,No,random,2,-6.496822357177734,-6.77970027923584,-7.0900148692230385,-6.186507767190536,0.5931925120453041,No,True
has channels,a radio,'',Does a radio have channels?,Yes,random,2,-6.2447662353515625,-8.310173988342285,-6.837958747396867,-7.716981476296981,0.5931925120453041,Yes,True
has claws,a taxi,'',Does a taxi have claws?,No,random,2,-8.619429588317871,-6.623673915863037,-9.212622100363175,-6.030481403817733,0.5931925120453041,No,True
has clothes,a donkey,'',Does a donkey have clothes?,No,random,2,-5.838003158569336,-3.0134055614471436,-6.43119567061464,-2.4202130494018395,0.5931925120453041,No,True
has compartments,a refrigerator,'',Does a refrigerator have compartments?,Yes,random,2,-5.34286642074585,-9.749290466308594,-5.936058932791154,-9.15609795426329,0.5931925120453041,Yes,True
has compartments,a partridge,'',Does a partridge have compartments?,No,random,2,-4.30951452255249,-5.653356075286865,-4.902707034597794,-5.060163563241561,0.5931925120453041,Yes,False
has cream,bacon,'',Does bacon have cream?,No,random,2,-4.613952159881592,-9.118284225463867,-5.207144671926896,-8.525091713418563,0.5931925120453041,Yes,False
has curved legs,rice,'',Does rice have curved legs?,No,random,2,-4.5166401863098145,-2.249340295791626,-5.1098326983551186,-1.6561477837463219,0.5931925120453041,No,True
has cushions,a microwave,'',Does a microwave have cushions?,No,random,2,-7.155860900878906,-3.10188627243042,-7.74905341292421,-2.508693760385116,0.5931925120453041,No,True
has depth,a bowl,'',Does a bowl have depth?,Yes,random,2,-6.062069416046143,-11.937143325805664,-6.655261928091447,-11.34395081376036,0.5931925120453041,Yes,True
has dials,a violin,'',Does a violin have dials?,No,random,2,-7.556929588317871,-7.716760158538818,-8.150122100363175,-7.123567646493514,0.5931925120453041,No,True
has dog food,a dog,'',Does a dog have dog food?,Yes,random,2,-3.919280767440796,-4.873754501342773,-4.5124732794861,-4.280561989297469,0.5931925120453041,No,False
has doors,a houseboat,'',Does a houseboat have doors?,Yes,random,2,-7.305784702301025,-10.99849796295166,-7.8989772143463295,-10.405305450906356,0.5931925120453041,Yes,True
has dots,a dice,'',Does a dice have dots?,Yes,random,2,-6.810797691345215,-9.873674392700195,-7.403990203390519,-9.280481880654891,0.5931925120453041,Yes,True
has dots,a cupboard,'',Does a cupboard have dots?,No,random,2,-5.685024261474609,-6.436254501342773,-6.2782167735199135,-5.843061989297469,0.5931925120453041,No,True
has drawers,mushroom,'',Does mushroom have drawers?,No,random,2,-4.5630693435668945,-3.670440435409546,-5.156261855612199,-3.077247923364242,0.5931925120453041,No,True
has edible seeds,cucumber,'',Does cucumber have edible seeds?,Yes,random,2,-3.1916260719299316,-7.483965873718262,-3.7848185839752357,-6.890773361672958,0.5931925120453041,Yes,True
has eight eyes,a spider,'',Does a spider have eight eyes?,Yes,random,2,-5.652296543121338,-6.497673988342285,-6.245489055166642,-5.904481476296981,0.5931925120453041,No,False
