property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
has a flat surface,a mirror,'',Does a mirror have a flat surface?,Yes,random,-3.638742446899414,-3.654003858566284,-8.30986499786377,-6.029493808746338,4.6711225509643555,2.3754899501800537,Yes,True
has a flat surface,a violin,'',Does a violin have a flat surface?,No,random,-4.070117950439453,-4.207000732421875,-8.30986499786377,-6.029493808746338,4.239747047424316,1.822493076324463,Yes,False
has a flat tail,a moth,'',Does a moth have a flat tail?,No,random,-3.7185873985290527,-3.2247695922851562,-8.30986499786377,-6.029493808746338,4.591277599334717,2.8047242164611816,Yes,False
has a flat top,an alligator,'',Does an alligator have a flat top?,No,random,-3.8232080936431885,-3.5756001472473145,-8.30986499786377,-6.029493808746338,4.486656904220581,2.4538936614990234,Yes,False
has a floor,a hutch,'',Does a hutch have a floor?,Yes,random,-3.8877084255218506,-4.376499652862549,-8.30986499786377,-6.029493808746338,4.422156572341919,1.652994155883789,Yes,True
has a fluffy tail,a beetle,'',Does a beetle have a fluffy tail?,No,random,-3.58124041557312,-2.711143970489502,-8.30986499786377,-6.029493808746338,4.728624582290649,3.318349838256836,Yes,False
has a forked tongue,a rattlesnake,'',Does a rattlesnake have a forked tongue?,Yes,random,-3.2631001472473145,-3.14374041557312,-8.30986499786377,-6.029493808746338,5.046764850616455,2.8857533931732178,Yes,True
has a freezer,a refrigerator,'',Does a refrigerator have a freezer?,Yes,random,-2.8264126777648926,-3.457000970840454,-8.30986499786377,-6.029493808746338,5.483452320098877,2.572492837905884,Yes,True
has a fretboard,a banjo,'',Does a banjo have a fretboard?,Yes,random,-3.499023199081421,-3.895977258682251,-8.30986499786377,-6.029493808746338,4.810841798782349,2.133516550064087,Yes,True
has a furry texture,a bra,'',Does a bra have a furry texture?,No,random,-3.8613290786743164,-4.129949569702148,-8.30986499786377,-6.029493808746338,4.448535919189453,1.8995442390441895,Yes,False
has a glass door,an oven,'',Does an oven have a glass door?,Yes,random,-3.673339366912842,-4.326412677764893,-8.30986499786377,-6.029493808746338,4.636525630950928,1.7030811309814453,Yes,True
has a glossy surface,a clarinet,'',Does a clarinet have a glossy surface?,Yes,random,-4.344282150268555,-4.601367950439453,-8.30986499786377,-6.029493808746338,3.965582847595215,1.4281258583068848,Yes,True
has a grip,a cockroach,'',Does a cockroach have a grip?,No,random,-3.5997695922851562,-3.7285380363464355,-8.30986499786377,-6.029493808746338,4.710095405578613,2.3009557723999023,Yes,False
has a handle,a football,'',Does a football have a handle?,No,random,-3.6669580936431885,-3.42499041557312,-8.30986499786377,-6.029493808746338,4.642906904220581,2.6045033931732178,Yes,False
has a hard core,pineapple,'',Does pineapple have a hard core?,Yes,random,-3.535778522491455,-4.313999652862549,-8.30986499786377,-6.029493808746338,4.7740864753723145,1.715494155883789,Yes,True
has a hard exoskeleton,a typewriter,'',Does a typewriter have a hard exoskeleton?,No,random,-3.9404196739196777,-3.195399522781372,-8.30986499786377,-6.029493808746338,4.369445323944092,2.834094285964966,Yes,False
has a hard seed,an eye,'',Does an eye have a hard seed?,No,random,-4.363952159881592,-3.6035380363464355,-8.30986499786377,-6.029493808746338,3.9459128379821777,2.4259557723999023,Yes,False
has a hard shell,a chestnut tree,'',Does a chestnut tree have a hard shell?,No,random,-3.6924498081207275,-3.0777158737182617,-8.30986499786377,-6.029493808746338,4.617415189743042,2.951777935028076,Yes,False
has a harsh sound,a french horn,'',Does a french horn have a harsh sound?,Yes,random,-3.8050637245178223,-4.320117950439453,-8.30986499786377,-6.029493808746338,4.504801273345947,1.7093758583068848,Yes,True
has a hatch for entering,a submarine,'',Does a submarine have a hatch for entering?,Yes,random,-3.1969125270843506,-3.8454296588897705,-8.30986499786377,-6.029493808746338,5.112952470779419,2.1840641498565674,Yes,True
has a heart shaped center,a fork,'',Does a fork have a heart shaped center?,No,random,-3.628213405609131,-3.6377084255218506,-8.30986499786377,-6.029493808746338,4.681651592254639,2.3917853832244873,Yes,False
has a helmet,an armor,'',Does an armor have a helmet?,Yes,random,-3.9038543701171875,-4.164254665374756,-8.30986499786377,-6.029493808746338,4.406010627746582,1.865239143371582,Yes,True
has a high pitch,a gong,'',Does a gong have a high pitch?,Yes,random,-3.569023609161377,-3.5756001472473145,-8.30986499786377,-6.029493808746338,4.740841388702393,2.4538936614990234,Yes,True
has a hole in its center,a cymbal,'',Does a cymbal have a hole in its center?,Yes,random,-3.154003858566284,-2.7872695922851562,-8.30986499786377,-6.029493808746338,5.155861139297485,3.2422242164611816,Yes,True
has a hole to blow in air,a hatchet,'',Does a hatchet have a hole to blow in air?,No,random,-4.416958332061768,-3.29999041557312,-8.30986499786377,-6.029493808746338,3.892906665802002,2.7295033931732178,Yes,False
has a hook,a jug,'',Does a jug have a hook?,No,random,-3.958040237426758,-3.7113771438598633,-8.30986499786377,-6.029493808746338,4.351824760437012,2.3181166648864746,Yes,False
has a horn on its nose,a rhino,'',Does a rhino have a horn on its nose?,Yes,random,-3.4233365058898926,-2.429893970489502,-8.30986499786377,-6.029493808746338,4.886528491973877,3.599599838256836,Yes,True
has a hundred legs,a centipede,'',Does a centipede have a hundred legs?,Yes,random,-3.6788854598999023,-2.5572662353515625,-8.30986499786377,-6.029493808746338,4.630979537963867,3.4722275733947754,Yes,True
has a jacket,a suit,'',Does a suit have a jacket?,Yes,random,-3.390718936920166,-3.895977258682251,-8.30986499786377,-6.029493808746338,4.9191460609436035,2.133516550064087,Yes,True
has a jelly like texture,a dressing gown,'',Does a dressing gown have a jelly like texture?,No,random,-4.332000732421875,-4.095249652862549,-8.30986499786377,-6.029493808746338,3.9778642654418945,1.934244155883789,Yes,False
has a large gun,a barge,'',Does a barge have a large gun?,No,random,-3.926452159881592,-3.6822662353515625,-8.30986499786377,-6.029493808746338,4.383412837982178,2.3472275733947754,Yes,False
has a large mouth,a crocodile,'',Does a crocodile have a large mouth?,Yes,random,-3.0239858627319336,-3.4060873985290527,-8.30986499786377,-6.029493808746338,5.285879135131836,2.623406410217285,Yes,True
has a large wingspan,a wheelchair,'',Does a wheelchair have a large wingspan?,No,random,-4.251499652862549,-4.254949569702148,-8.30986499786377,-6.029493808746338,4.058365345001221,1.7745442390441895,Yes,False
has a lemony taste,lemonade,'',Does lemonade have a lemony taste?,Yes,random,-3.7476043701171875,-4.008004665374756,-8.30986499786377,-6.029493808746338,4.562260627746582,2.021489143371582,Yes,True
has a lever,a corkscrew,'',Does a corkscrew have a lever?,Yes,random,-3.01874041557312,-3.3973634243011475,-8.30986499786377,-6.029493808746338,5.291124582290649,2.6321303844451904,Yes,True
has a lever,a coat,'',Does a coat have a lever?,No,random,-3.6652634143829346,-2.9173262119293213,-8.30986499786377,-6.029493808746338,4.644601583480835,3.1121675968170166,Yes,False
has a line in the middle,a blender,'',Does a blender have a line in the middle?,No,random,-3.9110605716705322,-4.082000732421875,-8.30986499786377,-6.029493808746338,4.398804426193237,1.947493076324463,Yes,False
has a lobe,an ear,'',Does an ear have a lobe?,Yes,random,-3.7652158737182617,-4.021792888641357,-8.30986499786377,-6.029493808746338,4.544649124145508,2.0077009201049805,Yes,True
has a lobe,a stick insect,'',Does a stick insect have a lobe?,No,random,-3.758004665374756,-3.3902158737182617,-8.30986499786377,-6.029493808746338,4.551860332489014,2.639277935028076,Yes,False
has a long beak,a crane,'',Does a crane have a long beak?,Yes,random,-3.0672476291656494,-3.321716070175171,-8.30986499786377,-6.029493808746338,5.24261736869812,2.707777738571167,Yes,True
has a long blade,a scythe,'',Does a scythe have a long blade?,Yes,random,-3.307262897491455,-3.5654196739196777,-8.30986499786377,-6.029493808746338,5.0026021003723145,2.46407413482666,Yes,True
has a long body,a rhino,'',Does a rhino have a long body?,Yes,random,-2.985413074493408,-3.369762897491455,-8.30986499786377,-6.029493808746338,5.324451923370361,2.659730911254883,Yes,True
has a long face,a pony,'',Does a pony have a long face?,Yes,random,-3.2234976291656494,-3.10188627243042,-8.30986499786377,-6.029493808746338,5.08636736869812,2.927607536315918,Yes,True
has a long face,a crowbar,'',Does a crowbar have a long face?,No,random,-3.588350534439087,-2.9652605056762695,-8.30986499786377,-6.029493808746338,4.721514463424683,3.0642333030700684,Yes,False
has a long handle,a rake,'',Does a rake have a long handle?,Yes,random,-3.8454296588897705,-3.8497695922851562,-8.30986499786377,-6.029493808746338,4.464435338973999,2.1797242164611816,Yes,True
has a long nose,a gun,'',Does a gun have a long nose?,No,random,-3.7588043212890625,-3.384603261947632,-8.30986499786377,-6.029493808746338,4.551060676574707,2.644890546798706,Yes,False
has a long stem,an orchid,'',Does an orchid have a long stem?,Yes,random,-3.4156625270843506,-4.188999652862549,-8.30986499786377,-6.029493808746338,4.894202470779419,1.840494155883789,Yes,True
has a long stem,a rocking chair,'',Does a rocking chair have a long stem?,No,random,-3.8101043701171875,-4.195504665374756,-8.30986499786377,-6.029493808746338,4.499760627746582,1.833989143371582,Yes,False
has a long tail,a bicycle,'',Does a bicycle have a long tail?,No,random,-3.332702159881592,-3.461822271347046,-8.30986499786377,-6.029493808746338,4.977162837982178,2.567671537399292,Yes,False
has a loud cry,a cockerel,'',Does a cockerel have a loud cry?,Yes,random,-3.099466323852539,-3.6031627655029297,-8.30986499786377,-6.029493808746338,5.2103986740112305,2.426331043243408,Yes,True
has a luggage area,a ship,'',Does a ship have a luggage area?,No,random,-3.5792901515960693,-4.787773609161377,-8.30986499786377,-6.029493808746338,4.7305748462677,1.241720199584961,Yes,False
has a mane,a pony,'',Does a pony have a mane?,Yes,random,-3.45624041557312,-3.4598634243011475,-8.30986499786377,-6.029493808746338,4.853624582290649,2.5696303844451904,Yes,True
has a mast,a hatchet,'',Does a hatchet have a mast?,No,random,-4.212240695953369,-2.7312464714050293,-8.30986499786377,-6.029493808746338,4.0976243019104,3.2982473373413086,Yes,False
has a mattress,a bed,'',Does a bed have a mattress?,Yes,random,-3.3486998081207275,-3.976754665374756,-8.30986499786377,-6.029493808746338,4.961165189743042,2.052739143371582,Yes,True
has a memory card,a skirt,'',Does a skirt have a memory card?,No,random,-4.782749652862549,-4.0443501472473145,-8.30986499786377,-6.029493808746338,3.5271153450012207,1.9851436614990234,Yes,False
has a metal frame,a bus,'',Does a bus have a metal frame?,Yes,random,-3.858961582183838,-4.238250732421875,-8.30986499786377,-6.029493808746338,4.450903415679932,1.791243076324463,Yes,True
has a motor,a blender,'',Does a blender have a motor?,Yes,random,-3.399070978164673,-4.4351043701171875,-8.30986499786377,-6.029493808746338,4.910794019699097,1.5943894386291504,Yes,True
has a moving blade,a chainsaw,'',Does a chainsaw have a moving blade?,Yes,random,-3.969282388687134,-3.723278522491455,-8.30986499786377,-6.029493808746338,4.340582609176636,2.306215286254883,Yes,True
has a narrow body,a coffee maker,'',Does a coffee maker have a narrow body?,No,random,-3.201242446899414,-4.0913543701171875,-8.30986499786377,-6.029493808746338,5.1086225509643555,1.9381394386291504,Yes,False
has a nose,a carriage,'',Does a carriage have a nose?,No,random,-3.2603089809417725,-3.3877761363983154,-8.30986499786377,-6.029493808746338,5.049556016921997,2.6417176723480225,Yes,False
has a nozzle,a hose,'',Does a hose have a nozzle?,Yes,random,-4.008004665374756,-3.6266796588897705,-8.30986499786377,-6.029493808746338,4.301860332489014,2.4028141498565674,Yes,True
has a padded ball,a foot,'',Does a foot have a padded ball?,Yes,random,-3.528441905975342,-3.2841696739196777,-8.30986499786377,-6.029493808746338,4.781423091888428,2.74532413482666,Yes,True
has a pilot,ham,'',Does ham have a pilot?,No,random,-4.830019474029541,-4.956623077392578,-8.30986499786377,-6.029493808746338,3.4798455238342285,1.0728707313537598,Yes,False
has a pixelated screen,a daisy,'',Does a daisy have a pixelated screen?,No,random,-4.541958332061768,-2.9079296588897705,-8.30986499786377,-6.029493808746338,3.767906665802002,3.1215641498565674,Yes,False
has a plug,a toaster,'',Does a toaster have a plug?,Yes,random,-3.2420177459716797,-3.497191905975342,-8.30986499786377,-6.029493808746338,5.06784725189209,2.532301902770996,Yes,True
has a pointy end,a knife,'',Does a knife have a pointy end?,Yes,random,-3.086143970489502,-3.5889835357666016,-8.30986499786377,-6.029493808746338,5.223721027374268,2.4405102729797363,Yes,True
has a pommel,potato,'',Does potato have a pommel?,No,random,-4.762529373168945,-4.393345832824707,-8.30986499786377,-6.029493808746338,3.547335624694824,1.6361479759216309,Yes,False
has a port side,turnip,'',Does turnip have a port side?,No,random,-6.488952159881592,-4.743284702301025,-8.30986499786377,-6.029493808746338,1.8209128379821777,1.2862091064453125,Yes,False
has a prong,an ox,'',Does an ox have a prong?,No,random,-3.7902634143829346,-2.916722059249878,-8.30986499786377,-6.029493808746338,4.519601583480835,3.11277174949646,Yes,False
has a pulp,an apple,'',Does an apple have a pulp?,Yes,random,-3.7092928886413574,-3.7113771438598633,-8.30986499786377,-6.029493808746338,4.600572109222412,2.3181166648864746,Yes,True
has a pupil,a harmonica,'',Does a harmonica have a pupil?,No,random,-4.208040237426758,-3.9613771438598633,-8.30986499786377,-6.029493808746338,4.101824760437012,2.0681166648864746,Yes,False
has a queen,a rocket,'',Does a rocket have a queen?,No,random,-4.118284702301025,-3.2619683742523193,-8.30986499786377,-6.029493808746338,4.191580295562744,2.7675254344940186,Yes,False
has a red breast,a robin,'',Does a robin have a red breast?,Yes,random,-2.9224300384521484,-2.9288854598999023,-8.30986499786377,-6.029493808746338,5.387434959411621,3.1006083488464355,Yes,True
has a red breast,a worm,'',Does a worm have a red breast?,No,random,-3.8057847023010254,-2.8088998794555664,-8.30986499786377,-6.029493808746338,4.504080295562744,3.2205939292907715,Yes,False
has a reed,a club,'',Does a club have a reed?,No,random,-3.570504665374756,-3.9506001472473145,-8.30986499786377,-6.029493808746338,4.739360332489014,2.0788936614990234,Yes,False
has a remote control,a dresser,'',Does a dresser have a remote control?,No,random,-3.753213405609131,-4.2476043701171875,-8.30986499786377,-6.029493808746338,4.556651592254639,1.7818894386291504,Yes,False
has a rotating chamber,an ant,'',Does an ant have a rotating chamber?,No,random,-3.8435873985290527,-3.0984976291656494,-8.30986499786377,-6.029493808746338,4.466277599334717,2.9309961795806885,Yes,False
has a rotating dish,a microwave,'',Does a microwave have a rotating dish?,Yes,random,-4.336313724517822,-4.488250732421875,-8.30986499786377,-6.029493808746338,3.9735512733459473,1.541243076324463,Yes,True
has a rotating dish,a beaver,'',Does a beaver have a rotating dish?,No,random,-4.674990653991699,-3.429893970489502,-8.30986499786377,-6.029493808746338,3.6348743438720703,2.599599838256836,Yes,False
has a round door,a washing machine,'',Does a washing machine have a round door?,Yes,random,-3.720249652862549,-3.6068501472473145,-8.30986499786377,-6.029493808746338,4.589615345001221,2.4226436614990234,Yes,True
has a rudder,a chestnut tree,'',Does a chestnut tree have a rudder?,No,random,-4.113952159881592,-3.1182847023010254,-8.30986499786377,-6.029493808746338,4.195912837982178,2.9112091064453125,Yes,False
has a saddle,a bicycle,'',Does a bicycle have a saddle?,Yes,random,-3.3857080936431885,-3.3929390907287598,-8.30986499786377,-6.029493808746338,4.924156904220581,2.636554718017578,Yes,True
has a safety catch,a rifle,'',Does a rifle have a safety catch?,Yes,random,-3.8052358627319336,-3.5623373985290527,-8.30986499786377,-6.029493808746338,4.504629135131836,2.467156410217285,Yes,True
has a saggy neck,a turkey,'',Does a turkey have a saggy neck?,Yes,random,-3.6226043701171875,-3.7607080936431885,-8.30986499786377,-6.029493808746338,4.687260627746582,2.2687857151031494,Yes,True
has a saggy neck,a boomerang,'',Does a boomerang have a saggy neck?,No,random,-4.354458332061768,-3.73749041557312,-8.30986499786377,-6.029493808746338,3.955406665802002,2.2920033931732178,Yes,False
has a screla,an eye,'',Does an eye have a screla?,Yes,random,-3.767519235610962,-3.2728993892669678,-8.30986499786377,-6.029493808746338,4.542345762252808,2.75659441947937,Yes,True
has a semi circular shape,plum,'',Does plum have a semi circular shape?,No,random,-4.163867950439453,-4.317449569702148,-8.30986499786377,-6.029493808746338,4.145997047424316,1.7120442390441895,Yes,False
has a septum,a nose,'',Does a nose have a septum?,Yes,random,-3.732492446899414,-4.379126071929932,-8.30986499786377,-6.029493808746338,4.5773725509643555,1.6503677368164062,Yes,True
has a shade,a lamp,'',Does a lamp have a shade?,Yes,random,-3.1591696739196777,-3.1656627655029297,-8.30986499786377,-6.029493808746338,5.150695323944092,2.863831043243408,Yes,True
has a sharp blade,kiwi,'',Does kiwi have a sharp blade?,No,random,-3.692028522491455,-4.332000732421875,-8.30986499786377,-6.029493808746338,4.6178364753723145,1.697493076324463,Yes,False
has a sharp point,a drill,'',Does a drill have a sharp point?,Yes,random,-3.4079296588897705,-3.4122695922851562,-8.30986499786377,-6.029493808746338,4.901935338973999,2.6172242164611816,Yes,True
has a sharp point,an oven,'',Does an oven have a sharp point?,No,random,-3.9156477451324463,-3.4214658737182617,-8.30986499786377,-6.029493808746338,4.394217252731323,2.608027935028076,Yes,False
has a shell on its back,a jellyfish,'',Does a jellyfish have a shell on its back?,No,random,-3.5175790786743164,-2.9060873985290527,-8.30986499786377,-6.029493808746338,4.792285919189453,3.123406410217285,Yes,False
has a shell shape,a helmet,'',Does a helmet have a shell shape?,Yes,random,-3.421110153198242,-3.957000970840454,-8.30986499786377,-6.029493808746338,4.888754844665527,2.072492837905884,Yes,True
has a shin,a leg,'',Does a leg have a shin?,Yes,random,-3.738952159881592,-3.7432847023010254,-8.30986499786377,-6.029493808746338,4.570912837982178,2.2862091064453125,Yes,True
has a shin,a robin,'',Does a robin have a shin?,No,random,-3.9747695922851562,-3.3548262119293213,-8.30986499786377,-6.029493808746338,4.335095405578613,2.6746675968170166,Yes,False
has a shirt,a suit,'',Does a suit have a shirt?,Yes,random,-3.4506001472473145,-3.4545865058898926,-8.30986499786377,-6.029493808746338,4.859264850616455,2.5749073028564453,Yes,True
has a short tail,a bottle,'',Does a bottle have a short tail?,No,random,-3.740244150161743,-3.743690252304077,-8.30986499786377,-6.029493808746338,4.569620847702026,2.2858035564422607,Yes,False
has a siphon,a pansy,'',Does a pansy have a siphon?,No,random,-4.5904717445373535,-3.3417601585388184,-8.30986499786377,-6.029493808746338,3.719393253326416,2.6877336502075195,Yes,False
has a siren,an ambulance,'',Does an ambulance have a siren?,Yes,random,-3.2675790786743164,-3.7800776958465576,-8.30986499786377,-6.029493808746338,5.042285919189453,2.2494161128997803,Yes,True
has a skirt,a bolt,'',Does a bolt have a skirt?,No,random,-4.013653755187988,-4.388653755187988,-8.30986499786377,-6.029493808746338,4.296211242675781,1.6408400535583496,Yes,False
has a slot for detergent,a dishwasher,'',Does a dishwasher have a slot for detergent?,Yes,random,-3.3315963745117188,-4.357662677764893,-8.30986499786377,-6.029493808746338,4.978268623352051,1.6718311309814453,Yes,True
has a small beak,a trumpet,'',Does a trumpet have a small beak?,No,random,-3.343090295791626,-3.348154306411743,-8.30986499786377,-6.029493808746338,4.9667747020721436,2.6813395023345947,Yes,False
has a smooth skin,a dolphin,'',Does a dolphin have a smooth skin?,Yes,random,-3.482492446899414,-3.4927358627319336,-8.30986499786377,-6.029493808746338,4.8273725509643555,2.5367579460144043,Yes,True
has a smooth texture,a lizard,'',Does a lizard have a smooth texture?,Yes,random,-3.622753858566284,-3.378308057785034,-8.30986499786377,-6.029493808746338,4.687111139297485,2.6511857509613037,Yes,True
has a sole,a foot,'',Does a foot have a sole?,Yes,random,-3.349466323852539,-3.729222059249878,-8.30986499786377,-6.029493808746338,4.9603986740112305,2.30027174949646,Yes,True
has a spike,a cello,'',Does a cello have a spike?,Yes,random,-4.055708408355713,-4.5601043701171875,-8.30986499786377,-6.029493808746338,4.254156589508057,1.4693894386291504,Yes,True
has a spiky back,an iguana,'',Does an iguana have a spiky back?,Yes,random,-3.3101043701171875,-3.445504665374756,-8.30986499786377,-6.029493808746338,4.999760627746582,2.583989143371582,Yes,True
has a spiky skin,a porcupine,'',Does a porcupine have a spiky skin?,Yes,random,-3.244762897491455,-2.8762402534484863,-8.30986499786377,-6.029493808746338,5.0651021003723145,3.1532535552978516,Yes,True
has a steering wheel,a bra,'',Does a bra have a steering wheel?,No,random,-4.289254665374756,-3.4169580936431885,-8.30986499786377,-6.029493808746338,4.020610332489014,2.6125357151031494,Yes,False
has a stick,a gong,'',Does a gong have a stick?,Yes,random,-3.903441905975342,-3.285654306411743,-8.30986499786377,-6.029493808746338,4.406423091888428,2.7438395023345947,Yes,True
has a sticky tongue,a yoyo,'',Does a yoyo have a sticky tongue?,No,random,-4.4976043701171875,-3.883004665374756,-8.30986499786377,-6.029493808746338,3.812260627746582,2.146489143371582,Yes,False
has a sting,a robe,'',Does a robe have a sting?,No,random,-4.523877143859863,-3.524740695953369,-8.30986499786377,-6.029493808746338,3.7859878540039062,2.5047531127929688,Yes,False
has a stock,a crossbow,'',Does a crossbow have a stock?,Yes,random,-4.226367950439453,-4.4976043701171875,-8.30986499786377,-6.029493808746338,4.083497047424316,1.5318894386291504,Yes,True
has a storage area,a cupboard,'',Does a cupboard have a storage area?,Yes,random,-3.0545177459716797,-3.684691905975342,-8.30986499786377,-6.029493808746338,5.25534725189209,2.344801902770996,Yes,True
has a strap,a satchel,'',Does a satchel have a strap?,Yes,random,-3.889190435409546,-4.270540237426758,-8.30986499786377,-6.029493808746338,4.420674562454224,1.75895357131958,Yes,True
has a streamlined body,a minnow,'',Does a minnow have a streamlined body?,Yes,random,-3.6622695922851562,-2.541722059249878,-8.30986499786377,-6.029493808746338,4.647595405578613,3.48777174949646,Yes,True
has a strong back,a donkey,'',Does a donkey have a strong back?,Yes,random,-2.8527634143829346,-3.4803595542907715,-8.30986499786377,-6.029493808746338,5.457101583480835,2.5491342544555664,Yes,True
has a strong bite,a barge,'',Does a barge have a strong bite?,No,random,-3.539254665374756,-4.046465873718262,-8.30986499786377,-6.029493808746338,4.770610332489014,1.9830279350280762,Yes,False
has a strong flavor,a ladybird,'',Does a ladybird have a strong flavor?,No,random,-4.113250732421875,-3.7732677459716797,-8.30986499786377,-6.029493808746338,4.1966142654418945,2.256226062774658,Yes,False
has a strong recoil,a shotgun,'',Does a shotgun have a strong recoil?,Yes,random,-4.10592794418335,-4.754810333251953,-8.30986499786377,-6.029493808746338,4.20393705368042,1.2746834754943848,Yes,True
has a strong recoil,pumpkin,'',Does pumpkin have a strong recoil?,No,random,-3.7269959449768066,-4.711958408355713,-8.30986499786377,-6.029493808746338,4.582869052886963,1.317535400390625,Yes,False
has a strong smell,a dog,'',Does a dog have a strong smell?,Yes,random,-3.582000970840454,-4.8413543701171875,-8.30986499786377,-6.029493808746338,4.727864027023315,1.1881394386291504,Yes,True
has a strong smell,a scorpion,'',Does a scorpion have a strong smell?,No,random,-3.742820978164673,-4.024458408355713,-8.30986499786377,-6.029493808746338,4.567044019699097,2.005035400390625,Yes,False
has a stumpy tail,a hamster,'',Does a hamster have a stumpy tail?,Yes,random,-3.157749652862549,-3.2861998081207275,-8.30986499786377,-6.029493808746338,5.152115345001221,2.7432940006256104,Yes,True
has a switch,a tricycle,'',Does a tricycle have a switch?,No,random,-4.170162677764893,-4.5630693435668945,-8.30986499786377,-6.029493808746338,4.139702320098877,1.4664244651794434,Yes,False
has a symmetrical shape,a geranium,'',Does a geranium have a symmetrical shape?,No,random,-3.3052358627319336,-3.565808057785034,-8.30986499786377,-6.029493808746338,5.004629135131836,2.4636857509613037,Yes,False
has a tail,a buzzard,'',Does a buzzard have a tail?,Yes,random,-3.2529196739196777,-3.006875514984131,-8.30986499786377,-6.029493808746338,5.056945323944092,3.022618293762207,Yes,True
has a tail,a wallet,'',Does a wallet have a tail?,No,random,-3.5341696739196777,-2.9146158695220947,-8.30986499786377,-6.029493808746338,4.775695323944092,3.114877939224243,Yes,False
has a tail for balance,a kangaroo,'',Does a kangaroo have a tail for balance?,Yes,random,-3.5419580936431885,-3.04999041557312,-8.30986499786377,-6.029493808746338,4.767906904220581,2.9795033931732178,Yes,True
has a tail rotor,a helicopter,'',Does a helicopter have a tail rotor?,Yes,random,-3.647402048110962,-4.282749652862549,-8.30986499786377,-6.029493808746338,4.662462949752808,1.746744155883789,Yes,True
has a tap,a basin,'',Does a basin have a tap?,Yes,random,-3.3951661586761475,-4.203205108642578,-8.30986499786377,-6.029493808746338,4.914698839187622,1.8262887001037598,Yes,True
has a taxi driver,a taxi,'',Does a taxi have a taxi driver?,Yes,random,-3.561840295791626,-3.442580461502075,-8.30986499786377,-6.029493808746338,4.7480247020721436,2.5869133472442627,Yes,True
has a thick shell,a lip,'',Does a lip have a thick shell?,No,random,-3.847058057785034,-3.97688627243042,-8.30986499786377,-6.029493808746338,4.462806940078735,2.052607536315918,Yes,False
has a thin beak,a hummingbird,'',Does a hummingbird have a thin beak?,Yes,random,-3.118208646774292,-3.876499652862549,-8.30986499786377,-6.029493808746338,5.1916563510894775,2.152994155883789,Yes,True
has a thin beak,a tulip,'',Does a tulip have a thin beak?,No,random,-3.223154306411743,-2.9775543212890625,-8.30986499786377,-6.029493808746338,5.086710691452026,3.0519394874572754,Yes,False
has a thorax,a heron,'',Does a heron have a thorax?,Yes,random,-3.9307847023010254,-3.932879686355591,-8.30986499786377,-6.029493808746338,4.379080295562744,2.096614122390747,Yes,True
has a thorax,a chest of drawers,'',Does a chest of drawers have a thorax?,No,random,-3.605830669403076,-3.607476234436035,-8.30986499786377,-6.029493808746338,4.704034328460693,2.4220175743103027,Yes,False
has a throat pouch,a speedboat,'',Does a speedboat have a throat pouch?,No,random,-4.553885459899902,-3.7902634143829346,-8.30986499786377,-6.029493808746338,3.755979537963867,2.2392303943634033,Yes,False
has a tight seal,a jar,'',Does a jar have a tight seal?,Yes,random,-4.796465873718262,-5.548336505889893,-8.30986499786377,-6.029493808746338,3.513399124145508,0.4811573028564453,Yes,True
has a tight surface,a foot,'',Does a foot have a tight surface?,No,random,-3.7027158737182617,-3.9598634243011475,-8.30986499786377,-6.029493808746338,4.607149124145508,2.0696303844451904,Yes,False
has a tip which fits the screw,a screwdriver,'',Does a screwdriver have a tip which fits the screw?,Yes,random,-3.633004665374756,-3.0170865058898926,-8.30986499786377,-6.029493808746338,4.676860332489014,3.0124073028564453,Yes,True
has a tongue,a carp,'',Does a carp have a tongue?,Yes,random,-3.8291401863098145,-3.583685874938965,-8.30986499786377,-6.029493808746338,4.480724811553955,2.445807933807373,Yes,True
has a top,a pajama,'',Does a pajama have a top?,Yes,random,-4.286199569702148,-4.421465873718262,-8.30986499786377,-6.029493808746338,4.023665428161621,1.6080279350280762,Yes,True
has a triangular shape,a boomerang,'',Does a boomerang have a triangular shape?,Yes,random,-3.677227258682251,-3.060253858566284,-8.30986499786377,-6.029493808746338,4.6326377391815186,2.9692399501800537,Yes,True
has a tuner,a radio,'',Does a radio have a tuner?,Yes,random,-3.5545177459716797,-3.811840295791626,-8.30986499786377,-6.029493808746338,4.75534725189209,2.217653512954712,Yes,True
has a tuner,a chicken,'',Does a chicken have a tuner?,No,random,-4.514710903167725,-3.253308057785034,-8.30986499786377,-6.029493808746338,3.795154094696045,2.7761857509613037,Yes,False
has a turret,a sparrow,'',Does a sparrow have a turret?,No,random,-4.238952159881592,-2.757899522781372,-8.30986499786377,-6.029493808746338,4.070912837982178,3.271594285964966,Yes,False
has a twitchy nose,a deckchair,'',Does a deckchair have a twitchy nose?,No,random,-4.242393970489502,-2.885932207107544,-8.30986499786377,-6.029493808746338,4.067471027374268,3.143561601638794,Yes,False
has a waistband,a skirt,'',Does a skirt have a waistband?,Yes,random,-3.2652158737182617,-3.770540237426758,-8.30986499786377,-6.029493808746338,5.044649124145508,2.25895357131958,Yes,True
