property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
has hands,an onion,'',Does an onion have hands?,No,random,-5.685997486114502,-1.4527842998504639,No,True
has hard and tough skin,potato,'',Does potato have hard and tough skin?,No,random,-4.536199569702148,-4.805353164672852,Yes,False
has heating plates,a kettle,'',Does a kettle have heating plates?,Yes,random,-5.671465873718262,-4.681190013885498,No,False
has heating plates,a bomb,'',Does a bomb have heating plates?,No,random,-6.150850296020508,-3.4047000408172607,No,True
has helicopter seeds,a wetsuit,'',Does a wetsuit have helicopter seeds?,No,random,-5.431190013885498,-3.795569658279419,No,True
has high amounts of calories,a cello,'',Does a cello have high amounts of calories?,No,random,-6.2943501472473145,-4.058899879455566,No,True
has holes,a spirit level,'',Does a spirit level have holes?,No,random,-5.04918909072876,-4.307582378387451,No,True
has horns,a goat,'',Does a goat have horns?,Yes,random,-3.538393497467041,-2.9822237491607666,No,False
has humps,a camel,'',Does a camel have humps?,Yes,random,-3.6488771438598633,-4.216631889343262,Yes,True
has humps,a flounder,'',Does a flounder have humps?,No,random,-4.993284702301025,-2.2488298416137695,No,True
has information,a lily,'',Does a lily have information?,No,random,-5.060997486114502,-2.812164545059204,No,True
has ivory tusks,a hatchet,'',Does a hatchet have ivory tusks?,No,random,-6.118690013885498,-2.374333143234253,No,True
has joints,a nectarine,'',Does a nectarine have joints?,No,random,-4.520540237426758,-4.653356075286865,Yes,False
has knobs,a cupboard,'',Does a cupboard have knobs?,Yes,random,-4.55866813659668,-2.811744213104248,No,False
has knuckles,a puppet,'',Does a puppet have knuckles?,No,random,-5.091993808746338,-3.2339236736297607,No,True
has laces,a rollerskate,'',Does a rollerskate have laces?,Yes,random,-4.2751336097717285,-2.654493808746338,No,False
has large horns,an ox,'',Does an ox have large horns?,Yes,random,-3.512948513031006,-2.5776875019073486,No,False
has large muscles,a camel,'',Does a camel have large muscles?,Yes,random,-4.425750732421875,-4.206623077392578,No,False
has large teeth,a lion,'',Does a lion have large teeth?,Yes,random,-3.0036849975585938,-4.372673988342285,Yes,True
has layers,a marble,'',Does a marble have layers?,No,random,-3.461958646774292,-4.863952159881592,Yes,False
has leather straps,a rifle,'',Does a rifle have leather straps?,No,random,-6.142519474029541,-3.5132625102996826,No,True
has leathery skin,a nectarine,'',Does a nectarine have leathery skin?,No,random,-5.145540237426758,-1.825835108757019,No,True
has lights,a motorcycle,'',Does a motorcycle have lights?,Yes,random,-3.475893497467041,-4.623297691345215,Yes,True
has little flowers,a jar,'',Does a jar have little flowers?,No,random,-3.995379686355591,-2.5144362449645996,No,True
has long antenna,a lobster,'',Does a lobster have long antenna?,Yes,random,-5.418658256530762,-5.327210903167725,No,False
has long eyelashes,a hippo,'',Does a hippo have long eyelashes?,Yes,random,-4.394853591918945,-2.6694376468658447,No,False
has long eyelashes,tights,'',Does tights have long eyelashes?,No,random,-4.742393970489502,-3.7487542629241943,No,True
has long feathers,a peacock,'',Does a peacock have long feathers?,Yes,random,-2.8855443000793457,-5.648403167724609,Yes,True
has long feathers,a date,'',Does a date have long feathers?,No,random,-5.0279717445373535,-2.5306427478790283,No,True
has long hair,a pony,'',Does a pony have long hair?,Yes,random,-3.809691905975342,-3.3856301307678223,No,False
has long seats,a limousine,'',Does a limousine have long seats?,Yes,random,-4.969282150268555,-7.4841227531433105,Yes,True
has long seats,a ladle,'',Does a ladle have long seats?,No,random,-4.993284702301025,-2.998967170715332,No,True
has low alcohol content,cider,'',Does cider have low alcohol content?,Yes,random,-4.84702730178833,-5.48668909072876,Yes,True
has many petals,an orchid,'',Does an orchid have many petals?,Yes,random,-4.674990653991699,-3.057879686355591,No,False
has many pipes,a satchel,'',Does a satchel have many pipes?,No,random,-5.216350555419922,-2.7184250354766846,No,True
has medicinal properties,a dice,'',Does a dice have medicinal properties?,No,random,-5.241385459899902,-3.6230714321136475,No,True
has metal bands,a barrel,'',Does a barrel have metal bands?,Yes,random,-4.542108535766602,-5.584863185882568,Yes,True
has moist skin,a snail,'',Does a snail have moist skin?,Yes,random,-4.2163543701171875,-4.73668909072876,Yes,True
has multiple parts,a boat,'',Does a boat have multiple parts?,No,random,-3.070155382156372,-4.404964923858643,Yes,False
has nails,a finger,'',Does a finger have nails?,Yes,random,-3.975348949432373,-2.857591152191162,No,False
has numbers from one to 12,a trumpet,'',Does a trumpet have numbers from one to 12?,No,random,-5.334292888641357,-2.8422937393188477,No,True
has oars,a canoe,'',Does a canoe have oars?,Yes,random,-3.980602502822876,-3.7332229614257812,No,False
has oars,a taxi,'',Does a taxi have oars?,No,random,-6.091350555419922,-3.452629327774048,No,True
has one foot,a snail,'',Does a snail have one foot?,Yes,random,-4.50417947769165,-2.6794052124023438,No,False
has one surface,a ball,'',Does a ball have one surface?,Yes,random,-4.495659351348877,-3.873400926589966,No,False
has paper,a typewriter,'',Does a typewriter have paper?,Yes,random,-5.992393970489502,-2.5136661529541016,No,False
has patches on its body,a pajama,'',Does a pajama have patches on its body?,No,random,-4.867393970489502,-2.4985885620117188,No,True
has paws,a spirit level,'',Does a spirit level have paws?,No,random,-5.684322357177734,-2.4525632858276367,No,True
has pedals,a harp,'',Does a harp have pedals?,Yes,random,-4.5572662353515625,-4.685024261474609,Yes,True
has pentagons,a football,'',Does a football have pentagons?,Yes,random,-6.064901828765869,-3.2751338481903076,No,False
has pigments,an eye,'',Does an eye have pigments?,Yes,random,-4.76133394241333,-4.145540237426758,No,False
has pigments,pear,'',Does pear have pigments?,No,random,-4.689901828765869,-5.583040237426758,Yes,False
has pincers,a duck,'',Does a duck have pincers?,No,random,-5.090669631958008,-1.968061923980713,No,True
has pink flesh,a strainer,'',Does a strainer have pink flesh?,No,random,-6.278696060180664,-2.0151875019073486,No,True
has pleats,a clamp,'',Does a clamp have pleats?,No,random,-5.338350296020508,-3.0769362449645996,No,True
has pockets,a satchel,'',Does a satchel have pockets?,Yes,random,-3.903441905975342,-5.150503158569336,Yes,True
has pockets,spinach,'',Does spinach have pockets?,No,random,-5.430784702301025,-3.186467170715332,No,True
has powdery texture,a helicopter,'',Does a helicopter have powdery texture?,No,random,-5.87116813659668,-2.2491438388824463,No,True
has propellers,a ship,'',Does a ship have propellers?,Yes,random,-3.884603261947632,-2.8891913890838623,No,False
has protein,ham,'',Does ham have protein?,Yes,random,-4.928885459899902,-7.6822662353515625,Yes,True
has puppies,a bone,'',Does a bone have puppies?,No,random,-5.213003158569336,-1.8422938585281372,No,True
has racks,a chest of drawers,'',Does a chest of drawers have racks?,Yes,random,-5.036199569702148,-2.8213043212890625,No,False
has radio stations,a raft,'',Does a raft have radio stations?,No,random,-6.841196060180664,-3.0775632858276367,No,True
has red petals,a poppy,'',Does a poppy have red petals?,Yes,random,-3.8121109008789062,-3.0851354598999023,No,False
has red pulp,a rattle,'',Does a rattle have red pulp?,No,random,-4.832353591918945,-4.339542388916016,No,True
has residents,a houseboat,'',Does a houseboat have residents?,Yes,random,-5.174990653991699,-4.4348649978637695,No,False
has residents,an apron,'',Does an apron have residents?,No,random,-4.524322032928467,-2.529493808746338,No,True
has ridges,a chandelier,'',Does a chandelier have ridges?,No,random,-5.339796543121338,-2.7182140350341797,No,True
has rings,a bullet,'',Does a bullet have rings?,No,random,-5.336822032928467,-3.483358144760132,No,True
has rods,an eye,'',Does an eye have rods?,Yes,random,-4.13633394241333,-4.148877143859863,Yes,True
has rods,a tuba,'',Does a tuba have rods?,No,random,-5.519853591918945,-3.1538503170013428,No,True
has roots,an asparagus,'',Does an asparagus have roots?,Yes,random,-3.920440435409546,-4.681929588317871,Yes,True
has rotating blades,a dragonfly,'',Does a dragonfly have rotating blades?,No,random,-6.19167947769165,-4.112490653991699,No,True
has rotating eyes,an iguana,'',Does an iguana have rotating eyes?,Yes,random,-5.44883394241333,-4.839542388916016,No,False
has rough skin,a crocodile,'',Does a crocodile have rough skin?,Yes,random,-3.836570978164673,-4.638653755187988,Yes,True
has rounded ears,a leopard,'',Does a leopard have rounded ears?,Yes,random,-4.955019474029541,-3.2285380363464355,No,False
has rounded ears,a leotard,'',Does a leotard have rounded ears?,No,random,-5.966350555419922,-1.9760223627090454,No,True
has ruffles,a bee,'',Does a bee have ruffles?,No,random,-5.8072662353515625,-2.4365885257720947,No,True
has scissors,a penknife,'',Does a penknife have scissors?,Yes,random,-5.303885459899902,-3.670199155807495,No,False
has seams,ketchup,'',Does ketchup have seams?,No,random,-4.153356075286865,-3.28067946434021,No,True
has seatbelts,a coach,'',Does a coach have seatbelts?,Yes,random,-4.927743911743164,-4.68451452255249,No,False
has seeds,pear,'',Does pear have seeds?,Yes,random,-4.274322032928467,-4.0279717445373535,No,False
has seeds,a shrimp,'',Does a shrimp have seeds?,No,random,-5.116905212402344,-2.998188018798828,No,True
has sensitive bones,an ear,'',Does an ear have sensitive bones?,Yes,random,-5.05787992477417,-3.3114006519317627,No,False
has several eyes,a hammer,'',Does a hammer have several eyes?,No,random,-6.214271545410156,-1.2260223627090454,No,True
has sharp claws,a bear,'',Does a bear have sharp claws?,No,random,-2.8545336723327637,-4.467100143432617,Yes,False
has sharp edges,a hummingbird,'',Does a hummingbird have sharp edges?,No,random,-5.433159351348877,-2.6866438388824463,No,True
has sharp spines,a porcupine,'',Does a porcupine have sharp spines?,Yes,random,-3.6155142784118652,-5.3690714836120605,Yes,True
has sharp talons,an eagle,'',Does an eagle have sharp talons?,Yes,random,-2.601754665374756,-4.806190013885498,Yes,True
has sharp teeth,a wren,'',Does a wren have sharp teeth?,No,random,-5.1822662353515625,-2.1863298416137695,No,True
has sheets,a bed,'',Does a bed have sheets?,Yes,random,-3.78938627243042,-3.170485496520996,No,False
has shelves,a dresser,'',Does a dresser have shelves?,Yes,random,-3.909558057785034,-4.0572662353515625,Yes,True
has short front limbs,a soup,'',Does a soup have short front limbs?,No,random,-5.2447662353515625,-2.4988298416137695,No,True
has silent flight,an owl,'',Does an owl have silent flight?,Yes,random,-5.554405212402344,-3.794853925704956,No,False
has six strings,a guitar,'',Does a guitar have six strings?,Yes,random,-3.556929588317871,-3.9355714321136475,Yes,True
has sleeves,a bathtub,'',Does a bathtub have sleeves?,No,random,-5.490243911743164,-3.482699155807495,No,True
has slimy skin,a minnow,'',Does a minnow have slimy skin?,Yes,random,-4.26133394241333,-3.4160380363464355,No,False
has slimy skin,rhubarb,'',Does rhubarb have slimy skin?,No,random,-6.176452159881592,-5.9322662353515625,No,True
has slots for five fingers,sultana,'',Does sultana have slots for five fingers?,No,random,-4.348699569702148,-3.8538906574249268,No,True
has slots for legs,a pajama,'',Does a pajama have slots for legs?,Yes,random,-5.305353164672852,-2.6862542629241943,No,False
has slots for legs,a stove,'',Does a stove have slots for legs?,No,random,-5.521792888641357,-3.7788503170013428,No,True
has small front wheels,a tractor,'',Does a tractor have small front wheels?,Yes,random,-4.676452159881592,-3.543330669403076,No,False
has small front wheels,a pelican,'',Does a pelican have small front wheels?,No,random,-4.461377143859863,-2.842100143432617,No,True
has small holes,an oyster,'',Does an oyster have small holes?,No,random,-4.116905212402344,-2.9980714321136475,No,True
has small paws,a finger,'',Does a finger have small paws?,No,random,-5.210399627685547,-1.9752672910690308,No,True
has small petals,a hyacinth,'',Does a hyacinth have small petals?,Yes,random,-4.251499652862549,-3.756875514984131,No,False
has small petals,a camel,'',Does a camel have small petals?,No,random,-5.179405212402344,-3.170569658279419,No,True
has small seeds,kiwi,'',Does kiwi have small seeds?,Yes,random,-5.019500732421875,-5.301452159881592,Yes,True
has small seeds,a cat,'',Does a cat have small seeds?,No,random,-4.961822032928467,-3.4668805599212646,No,True
has soft meat,an organ,'',Does an organ have soft meat?,No,random,-4.837240695953369,-3.841632127761841,No,True
has soft wood,a willow tree,'',Does a willow tree have soft wood?,Yes,random,-4.73668909072876,-5.368690013885498,Yes,True
has soft wool,a llama,'',Does a llama have soft wool?,Yes,random,-4.363952159881592,-3.1353089809417725,No,False
has soft wool,a willow tree,'',Does a willow tree have soft wool?,No,random,-5.146185874938965,-3.0127761363983154,No,True
has spiked feet,a cockerel,'',Does a cockerel have spiked feet?,Yes,random,-5.896792888641357,-4.903850555419922,No,False
has spiked feet,a heron,'',Does a heron have spiked feet?,No,random,-5.129126071929932,-4.274322032928467,No,True
has spirals,a french horn,'',Does a french horn have spirals?,Yes,random,-5.782749652862549,-4.926452159881592,No,False
has stitching,a bullet,'',Does a bullet have stitching?,No,random,-6.431190013885498,-2.811467170715332,No,True
has strong jaws,a crocodile,'',Does a crocodile have strong jaws?,Yes,random,-3.052227258682251,-5.960399627685547,Yes,True
has strong legs,cabbage,'',Does cabbage have strong legs?,No,random,-5.1529717445373535,-3.0146396160125732,No,True
has strong muscles,a swan,'',Does a swan have strong muscles?,No,random,-4.360836505889893,-4.245659351348877,No,True
has strong teeth,a beaver,'',Does a beaver have strong teeth?,Yes,random,-3.4960145950317383,-5.556929588317871,Yes,True
has structure,a slug,'',Does a slug have structure?,No,random,-4.086822032928467,-4.591495513916016,Yes,False
has suckers,an octopus,'',Does an octopus have suckers?,Yes,random,-3.3799498081207275,-4.7751336097717285,Yes,True
has tannins,wine,'',Does wine have tannins?,Yes,random,-2.9109976291656494,-5.1822662353515625,Yes,True
has tastebuds,a cockerel,'',Does a cockerel have tastebuds?,No,random,-7.138653755187988,-7.895540237426758,Yes,False
has technology,a pajama,'',Does a pajama have technology?,No,random,-2.5292601585388184,-3.1557769775390625,Yes,False
has temperature controls,a cymbal,'',Does a cymbal have temperature controls?,No,random,-5.051452159881592,-2.5437464714050293,No,True
has tentacles,a slug,'',Does a slug have tentacles?,Yes,random,-5.772363185882568,-2.2798819541931152,No,False
has thick scales,an alligator,'',Does an alligator have thick scales?,Yes,random,-3.9736998081207275,-4.742393970489502,Yes,True
has thick scales,a bone,'',Does a bone have thick scales?,No,random,-5.713350296020508,-1.897663950920105,No,True
has thin leaves,a parakeet,'',Does a parakeet have thin leaves?,No,random,-5.051452159881592,-4.934322357177734,No,True
has thin petals,a rocket,'',Does a rocket have thin petals?,No,random,-5.026771545410156,-2.7803666591644287,No,True
has thin stems,a kangaroo,'',Does a kangaroo have thin stems?,No,random,-4.370082378387451,-2.4990296363830566,No,True
has three keys,a sparrow,'',Does a sparrow have three keys?,No,random,-5.71720027923584,-1.5935264825820923,No,True
has three major bones,an arm,'',Does an arm have three major bones?,Yes,random,-4.055784702301025,-2.8084216117858887,No,False
has thrusters,a rocket,'',Does a rocket have thrusters?,Yes,random,-4.179893970489502,-3.685997724533081,No,False
has tires,a unicycle,'',Does a unicycle have tires?,Yes,random,-3.966031312942505,-4.592684268951416,Yes,True
has toes,a monkey,'',Does a monkey have toes?,Yes,random,-4.1416401863098145,-4.4027605056762695,Yes,True
has transistors,a radio,'',Does a radio have transistors?,Yes,random,-4.269500732421875,-5.798336505889893,Yes,True
has transistors,a goldfish,'',Does a goldfish have transistors?,No,random,-5.620921611785889,-1.5071403980255127,No,True
has tubes,a car,'',Does a car have tubes?,No,random,-5.493284702301025,-2.998497724533081,No,True
has tusks,an elephant,'',Does an elephant have tusks?,Yes,random,-2.972058057785034,-2.855830669403076,No,False
has twigs,a ladle,'',Does a ladle have twigs?,No,random,-5.184322357177734,-2.952488660812378,No,True
has two arm rests,a rocking chair,'',Does a rocking chair have two arm rests?,Yes,random,-5.109930038452148,-4.3697662353515625,No,False
has two atria,a heart,'',Does a heart have two atria?,Yes,random,-3.706623077392578,-3.963350534439087,Yes,True
has two blades,an axe,'',Does an axe have two blades?,Yes,random,-5.090035915374756,-2.608358144760132,No,False
has two eyes,a bagpipe,'',Does a bagpipe have two eyes?,No,random,-4.653850555419922,-1.6556427478790283,No,True
has two legs,a fir tree,'',Does a fir tree have two legs?,No,random,-4.966196060180664,-1.7027842998504639,No,True
has two lines,a rocking chair,'',Does a rocking chair have two lines?,No,random,-3.838350534439087,-3.2173819541931152,No,True
has two or more slots,a toaster,'',Does a toaster have two or more slots?,Yes,random,-3.703218936920166,-4.928885459899902,Yes,True
has two shells,a scallop,'',Does a scallop have two shells?,Yes,random,-4.42574405670166,-3.5586681365966797,No,False
has two shells,a goat,'',Does a goat have two shells?,No,random,-5.028356075286865,-2.7335829734802246,No,True
has two ventricles,a dolphin,'',Does a dolphin have two ventricles?,No,random,-4.850273609161377,-3.9896180629730225,No,True
has two wheels,a wheelbarrow,'',Does a wheelbarrow have two wheels?,Yes,random,-3.0127084255218506,-5.024740695953369,Yes,True
has underwire,a bra,'',Does a bra have underwire?,Yes,random,-4.048336505889893,-3.918330669403076,No,False
has underwire,a lobster,'',Does a lobster have underwire?,No,random,-4.650850296020508,-2.639904022216797,No,True
has velcro,a wetsuit,'',Does a wetsuit have velcro?,Yes,random,-5.7943501472473145,-5.556929588317871,No,False
has ventricles,a heart,'',Does a heart have ventricles?,Yes,random,-3.209582567214966,-3.5904715061187744,Yes,True
has ventricles,an ox,'',Does an ox have ventricles?,No,random,-5.123900890350342,-3.6403050422668457,No,True
has volume control,a television,'',Does a television have volume control?,Yes,random,-4.218360900878906,-4.616385459899902,Yes,True
has waxy skin,a nail,'',Does a nail have waxy skin?,No,random,-5.336377143859863,-1.8500949144363403,No,True
has weapons,a tank,'',Does a tank have weapons?,Yes,random,-3.4489824771881104,-3.95159912109375,Yes,True
has weapons,a pine tree,'',Does a pine tree have weapons?,No,random,-5.650850296020508,-2.7647552490234375,No,True
has webbed feet,a turtle,'',Does a turtle have webbed feet?,No,random,-4.629126071929932,-2.524940252304077,No,True
has white speckles,a bagpipe,'',Does a bagpipe have white speckles?,No,random,-5.645540237426758,-3.294853925704956,No,True
has white stripes,a satchel,'',Does a satchel have white stripes?,No,random,-5.387529373168945,-2.8875925540924072,No,True
has wind blowing through it,a willow tree,'',Does a willow tree have wind blowing through it?,Yes,random,-4.2041401863098145,-4.091350555419922,No,False
has windows,a leotard,'',Does a leotard have windows?,No,random,-4.966760158538818,-2.21817946434021,No,True
has wings,a seagull,'',Does a seagull have wings?,Yes,random,-3.012948513031006,-4.093103408813477,Yes,True
has wings,a bolt,'',Does a bolt have wings?,No,random,-5.433899879455566,-2.577404022216797,No,True
has wipers,a car,'',Does a car have wipers?,Yes,random,-3.855830669403076,-3.733631134033203,No,False
has wire loops,a dolphin,'',Does a dolphin have wire loops?,No,random,-5.772899627685547,-2.0303666591644287,No,True
has yellow eyes,an alligator,'',Does an alligator have yellow eyes?,Yes,random,-5.084863185882568,-2.9663503170013428,No,False
has yellow eyes,wine,'',Does wine have yellow eyes?,No,random,-4.776771545410156,-2.280470371246338,No,True
has yellow flesh,a taxi,'',Does a taxi have yellow flesh?,No,random,-6.652042388916016,-2.4057140350341797,No,True
hatches from a chrysalis,a shawl,'',Does a shawl hatche from a chrysalis?,No,random,-5.868284702301025,-2.123674154281616,No,True
hears through its legs,a spade,'',Does a spade hear through its legs?,No,random,-5.996822357177734,-2.874373435974121,No,True
holds the body,a bus,'',Does a bus hold the body?,No,random,-4.778995513916016,-4.155603408813477,No,True
hunts gazelles and antelopes,a tiger,'',Does a tiger hunt gazelles and antelopes?,Yes,random,-2.8589658737182617,-2.2463998794555664,No,False
hunts in packs,a wolf,'',Does a wolf hunt in packs?,Yes,random,-2.3215134143829346,-2.5763959884643555,Yes,True
hunts seals,a tray,'',Does a tray hunt seals?,No,random,-6.060797691345215,-1.804428219795227,No,True
is a baby cow,a daffodil,'',Is a daffodil a baby cow?,No,random,-6.18451452255249,-1.3667861223220825,No,True
is a baby sheep,a spirit level,'',Is a spirit level a baby sheep?,No,random,-5.403850555419922,-1.9215009212493896,No,True
is a ball,a ball,'',Is a ball a ball?,Yes,random,-3.232476234436035,-4.6242899894714355,Yes,True
is a big boat,a ship,'',Is a ship a big boat?,Yes,random,-3.2002761363983154,-3.577629327774048,Yes,True
is a big seed,a turtle,'',Is a turtle a big seed?,No,random,-3.9674649238586426,-1.9684630632400513,No,True
is a big spider,a cupboard,'',Is a cupboard a big spider?,No,random,-5.216993808746338,-1.710634469985962,No,True
is a big spoon,a ladle,'',Is a ladle a big spoon?,Yes,random,-3.052744150161743,-4.061088562011719,Yes,True
is a bike,a unicycle,'',Is a unicycle a bike?,Yes,random,-4.184322357177734,-4.873967170715332,Yes,True
is a bike,pineapple,'',Is pineapple a bike?,No,random,-4.841760158538818,-1.6011673212051392,No,True
is a bivalve,a wheelchair,'',Is a wheelchair a bivalve?,No,random,-5.498297691345215,-2.6091480255126953,No,True
is a canal boat,a houseboat,'',Is a houseboat a canal boat?,Yes,random,-5.894123077392578,-5.024322032928467,No,False
is a canal boat,an owl,'',Is an owl a canal boat?,No,random,-5.123071193695068,-1.7341177463531494,No,True
is a cephalopod,an octopus,'',Is an octopus a cephalopod?,Yes,random,-2.469536781311035,-5.05951452255249,Yes,True
is a chair with wheels,a wheelchair,'',Is a wheelchair a chair with wheels?,Yes,random,-3.402535915374756,-3.155561923980713,No,False
is a citrus fruit,peach,'',Is peach a citrus fruit?,No,random,-6.053885459899902,-3.824897289276123,No,True
is a clam,a mussel,'',Is a mussel a clam?,Yes,random,-5.217464923858643,-2.9528424739837646,No,False
is a companion for humans,a dog,'',Is a dog a companion for humans?,Yes,random,-2.9271180629730225,-5.49701452255249,Yes,True
is a condiment,butter,'',Is butter a condiment?,Yes,random,-4.525850296020508,-4.280115604400635,No,False
is a cooking utensil,a spatula,'',Is a spatula a cooking utensil?,Yes,random,-2.8521158695220947,-5.591760158538818,Yes,True
is a cooking utensil,a shovel,'',Is a shovel a cooking utensil?,No,random,-4.808899879455566,-2.561833143234253,No,True
is a delicacy,a lobster,'',Is a lobster a delicacy?,Yes,random,-3.470855712890625,-5.5902605056762695,Yes,True
is a digit,a thumb,'',Is a thumb a digit?,Yes,random,-3.6027634143829346,-4.748400688171387,Yes,True
is a dress,a dress,'',Is a dress a dress?,Yes,random,-3.918935775756836,-4.1863298416137695,Yes,True
is a dress,a sledge,'',Is a sledge a dress?,No,random,-5.404260158538818,-2.780944585800171,No,True
is a dried grape,a horse,'',Is a horse a dried grape?,No,random,-5.091350555419922,-1.8276293277740479,No,True
is a dried plum,an onion,'',Is an onion a dried plum?,No,random,-4.686695575714111,-1.9528424739837646,No,True
is a drink,beer,'',Is beer a drink?,Yes,random,-2.993690252304077,-4.248297691345215,Yes,True
is a fashion accessory,a cap,'',Is a cap a fashion accessory?,Yes,random,-3.208994150161743,-4.341495513916016,Yes,True
is a firework,a toaster,'',Is a toaster a firework?,No,random,-4.588350296020508,-1.5848803520202637,No,True
is a fish,a bear,'',Is a bear a fish?,No,random,-4.936400890350342,-1.3122833967208862,No,True
is a flatfish,a flounder,'',Is a flounder a flatfish?,Yes,random,-2.3929390907287598,-4.278169631958008,Yes,True
is a flatfish,a woodpecker,'',Is a woodpecker a flatfish?,No,random,-5.1848649978637695,-1.8277623653411865,No,True
is a flowering plant,rhubarb,'',Is rhubarb a flowering plant?,No,random,-4.491385459899902,-5.495921611785889,Yes,False
is a flying rodent,a bat,'',Is a bat a flying rodent?,Yes,random,-3.0731301307678223,-3.576859712600708,Yes,True
is a flying rodent,a duck,'',Is a duck a flying rodent?,No,random,-4.713676929473877,-2.7177491188049316,No,True
is a fruit,a bomb,'',Is a bomb a fruit?,No,random,-4.717381954193115,-2.9684040546417236,No,True
is a fungus,mushroom,'',Is mushroom a fungus?,Yes,random,-2.6266796588897705,-5.527296543121338,Yes,True
is a garden tool,a hoe,'',Is a hoe a garden tool?,Yes,random,-3.2746822834014893,-4.840035915374756,Yes,True
is a garnish,parsley,'',Is parsley a garnish?,Yes,random,-4.207353591918945,-4.463676929473877,Yes,True
is a gastropod,a snail,'',Is a snail a gastropod?,Yes,random,-2.6035380363464355,-4.248900890350342,Yes,True
is a glove,a heron,'',Is a heron a glove?,No,random,-5.154131889343262,-1.6559804677963257,No,True
is a grain,a frog,'',Is a frog a grain?,No,random,-5.874029636383057,-0.9959782361984253,No,True
is a grape,sultana,'',Is sultana a grape?,Yes,random,-4.709863185882568,-5.466196060180664,Yes,True
is a herbivore,a lamb,'',Is a lamb a herbivore?,Yes,random,-3.253277063369751,-4.338003158569336,Yes,True
is a herbivore,a lip,'',Is a lip a herbivore?,No,random,-5.051452159881592,-3.3098649978637695,No,True
is a horse,an orchid,'',Is an orchid a horse?,No,random,-4.810900688171387,-1.55447256565094,No,True
is a household item,a whisk,'',Is a whisk a household item?,Yes,random,-4.5277605056762695,-4.530470371246338,Yes,True
is a kitchen utensil,a harmonica,'',Is a harmonica a kitchen utensil?,No,random,-4.308159351348877,-3.79591965675354,No,True
is a large cat,a hyena,'',Is a hyena a large cat?,Yes,random,-4.428332328796387,-2.5605714321136475,No,False
is a large deer,a moose,'',Is a moose a large deer?,Yes,random,-3.0402634143829346,-3.295199155807495,Yes,True
is a large vehicle,a knicker,'',Is a knicker a large vehicle?,No,random,-5.591760158538818,-3.32785964012146,No,True
is a larva,a caterpillar,'',Is a caterpillar a larva?,Yes,random,-2.5565714836120605,-3.1860885620117188,Yes,True
is a larva,a chipmunk,'',Is a chipmunk a larva?,No,random,-7.2440714836120605,-2.2492902278900146,No,True
is a limb,a leg,'',Is a leg a limb?,Yes,random,-3.544853925704956,-4.062119960784912,Yes,True
is a living thing,a buzzard,'',Is a buzzard a living thing?,Yes,random,-3.5913543701171875,-4.494429588317871,Yes,True
is a living thing,a chisel,'',Is a chisel a living thing?,No,random,-5.123297691345215,-2.64035964012146,No,True
is a marine animal,a turtle,'',Is a turtle a marine animal?,Yes,random,-4.330845832824707,-4.1527605056762695,No,False
is a marine animal,lettuce,'',Is lettuce a marine animal?,No,random,-6.54918909072876,-2.248297929763794,No,True
is a marsupial,a heron,'',Is a heron a marsupial?,No,random,-5.806190013885498,-2.4210829734802246,No,True
is a media device,a television,'',Is a television a media device?,Yes,random,-4.382617950439453,-5.112490653991699,Yes,True
is a melon,watermelon,'',Is watermelon a melon?,Yes,random,-2.913125514984131,-5.403696060180664,Yes,True
is a melon,a geranium,'',Is a geranium a melon?,No,random,-4.811173915863037,-1.4295092821121216,No,True
is a member of the carp family,a goldfish,'',Is a goldfish a member of the carp family?,Yes,random,-3.872753858566284,-3.8856301307678223,Yes,True
is a mobile home,a caravan,'',Is a caravan a mobile home?,Yes,random,-4.277535915374756,-4.77970027923584,Yes,True
is a mobile home,a skunk,'',Is a skunk a mobile home?,No,random,-5.746399879455566,-2.249511957168579,No,True
is a mollusc,a slug,'',Is a slug a mollusc?,Yes,random,-3.4928531646728516,-4.4979472160339355,Yes,True
is a mouth organ,a harmonica,'',Is a harmonica a mouth organ?,Yes,random,-3.308159112930298,-5.374195575714111,Yes,True
is a mouth organ,a robe,'',Is a robe a mouth organ?,No,random,-5.435797691345215,-1.7966011762619019,No,True
is a nut,a plate,'',Is a plate a nut?,No,random,-4.747195243835449,-2.124373435974121,No,True
is a pale grape,a buffalo,'',Is a buffalo a pale grape?,No,random,-5.185571193695068,-1.4450322389602661,No,True
is a parrot,peach,'',Is peach a parrot?,No,random,-4.6068501472473145,-2.8709216117858887,No,True
is a part of the body,a geranium,'',Is a geranium a part of the body?,No,random,-5.1822662353515625,-2.1867902278900146,No,True
is a part of the primate body,a nose,'',Is a nose a part of the primate body?,Yes,random,-3.698432207107544,-3.452307939529419,No,False
is a percussion instrument,a kettle,'',Is a kettle a percussion instrument?,No,random,-4.930784702301025,-3.998297929763794,No,True
is a pest,a termite,'',Is a termite a pest?,Yes,random,-3.0889835357666016,-4.965035915374756,Yes,True
is a pipe,lime,'',Is lime a pipe?,No,random,-4.154493808746338,-3.140129327774048,No,True
is a plant,a cage,'',Is a cage a plant?,No,random,-5.403850555419922,-2.046330690383911,No,True
is a power tool,a chainsaw,'',Is a chainsaw a power tool?,Yes,random,-2.564605712890625,-6.371399879455566,Yes,True
