Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
miscellaneous,MPT,mpt-30b,0.6398,0.6347,-0.80%,0.0755,0.0649,-14.09%
moral_disputes,MPT,mpt-30b,0.4682,0.4566,-2.47%,0.0989,0.0660,-33.22%
moral_scenarios,MPT,mpt-30b,0.2425,0.2559,+5.53%,0.4330,0.1390,-67.91%
nutrition,MPT,mpt-30b,0.5458,0.5033,-7.78%,0.1074,0.0701,-34.76%
philosophy,MPT,mpt-30b,0.5177,0.4984,-3.73%,0.2009,0.0958,-52.30%
prehistory,MPT,mpt-30b,0.5123,0.5031,-1.81%,0.0595,0.0269,-54.74%
professional_accounting,MPT,mpt-30b,0.3121,0.2979,-4.55%,0.0998,0.0588,-41.10%
professional_law,MPT,mpt-30b,0.3566,0.3520,-1.28%,0.1672,0.0675,-59.61%
professional_medicine,MPT,mpt-30b,0.3603,0.4522,+25.51%,0.2064,0.0671,-67.50%
professional_psychology,MPT,mpt-30b,0.4395,0.4314,-1.86%,0.1815,0.0961,-47.06%
public_relations,MPT,mpt-30b,0.5636,0.4818,-14.52%,0.1857,0.1041,-43.94%
security_studies,MPT,mpt-30b,0.4776,0.4531,-5.13%,0.1277,0.0935,-26.77%
sociology,MPT,mpt-30b,0.5572,0.5771,+3.57%,0.1446,0.0965,-33.26%
us_foreign_policy,MPT,mpt-30b,0.6600,0.6400,-3.03%,0.1318,0.0839,-36.33%
virology,MPT,mpt-30b,0.4759,0.4518,-5.06%,0.0876,0.0244,-72.11%
world_religions,MPT,mpt-30b,0.6725,0.6491,-3.48%,0.1836,0.0976,-46.86%
abstract_algebra,MPT,mpt-30b-chat,0.3300,0.2400,-27.27%,0.2759,0.0595,-78.44%
anatomy,MPT,mpt-30b-chat,0.4889,0.4889,+0.00%,0.0746,0.0746,+0.00%
astronomy,MPT,mpt-30b-chat,0.4737,0.4605,-2.78%,0.0800,0.0561,-29.84%
business_ethics,MPT,mpt-30b-chat,0.5100,0.4800,-5.88%,0.1609,0.1332,-17.24%
clinical_knowledge,MPT,mpt-30b-chat,0.5321,0.5208,-2.13%,0.0805,0.0741,-7.98%
college_biology,MPT,mpt-30b-chat,0.5208,0.5069,-2.67%,0.0904,0.1078,+19.30%
college_chemistry,MPT,mpt-30b-chat,0.3600,0.3700,+2.78%,0.1117,0.0778,-30.31%
college_computer_science,MPT,mpt-30b-chat,0.4000,0.4100,+2.50%,0.1198,0.0783,-34.65%
college_mathematics,MPT,mpt-30b-chat,0.3200,0.3300,+3.13%,0.0728,0.1901,+160.95%
college_medicine,MPT,mpt-30b-chat,0.4277,0.4393,+2.70%,0.0952,0.1036,+8.78%
college_physics,MPT,mpt-30b-chat,0.2549,0.2941,+15.38%,0.1382,0.1412,+2.18%
computer_security,MPT,mpt-30b-chat,0.5800,0.5800,+0.00%,0.0771,0.0771,+0.00%
conceptual_physics,MPT,mpt-30b-chat,0.3957,0.3957,+0.00%,0.1281,0.0938,-26.80%
econometrics,MPT,mpt-30b-chat,0.3158,0.3246,+2.78%,0.0739,0.0840,+13.56%
electrical_engineering,MPT,mpt-30b-chat,0.5241,0.5172,-1.32%,0.0790,0.0575,-27.18%
elementary_mathematics,MPT,mpt-30b-chat,0.3201,0.3201,+0.00%,0.1198,0.0957,-20.10%
formal_logic,MPT,mpt-30b-chat,0.3016,0.3254,+7.89%,0.1878,0.0345,-81.64%
global_facts,MPT,mpt-30b-chat,0.3100,0.2800,-9.68%,0.1753,0.1229,-29.87%
high_school_biology,MPT,mpt-30b-chat,0.5839,0.5968,+2.21%,0.0474,0.0778,+64.03%
high_school_chemistry,MPT,mpt-30b-chat,0.3448,0.3399,-1.43%,0.0446,0.0510,+14.24%
high_school_computer_science,MPT,mpt-30b-chat,0.6100,0.5700,-6.56%,0.0933,0.0459,-50.83%
high_school_european_history,MPT,mpt-30b-chat,0.6000,0.5818,-3.03%,0.0764,0.0831,+8.85%
high_school_geography,MPT,mpt-30b-chat,0.6667,0.6566,-1.52%,0.0910,0.0241,-73.53%
high_school_government_and_politics,MPT,mpt-30b-chat,0.6373,0.6373,+0.00%,0.1017,0.1279,+25.79%
high_school_macroeconomics,MPT,mpt-30b-chat,0.4615,0.4487,-2.78%,0.0478,0.0562,+17.60%
high_school_mathematics,MPT,mpt-30b-chat,0.2852,0.2667,-6.49%,0.0906,0.0722,-20.34%
high_school_microeconomics,MPT,mpt-30b-chat,0.4412,0.4160,-5.71%,0.0406,0.0534,+31.26%
high_school_physics,MPT,mpt-30b-chat,0.2781,0.3179,+14.29%,0.0230,0.0608,+164.72%
high_school_psychology,MPT,mpt-30b-chat,0.6789,0.6661,-1.89%,0.0610,0.0822,+34.62%
high_school_statistics,MPT,mpt-30b-chat,0.3843,0.3611,-6.02%,0.0508,0.0680,+33.95%
high_school_us_history,MPT,mpt-30b-chat,0.7108,0.6863,-3.45%,0.0333,0.0562,+68.90%
high_school_world_history,MPT,mpt-30b-chat,0.6920,0.7131,+3.05%,0.0540,0.0425,-21.37%
human_aging,MPT,mpt-30b-chat,0.5605,0.5695,+1.60%,0.0803,0.1066,+32.71%
human_sexuality,MPT,mpt-30b-chat,0.5878,0.6107,+3.90%,0.1103,0.0597,-45.87%
international_law,MPT,mpt-30b-chat,0.5702,0.5868,+2.90%,0.2092,0.1883,-9.97%
jurisprudence,MPT,mpt-30b-chat,0.5370,0.5093,-5.17%,0.0141,0.0755,+434.84%
logical_fallacies,MPT,mpt-30b-chat,0.5337,0.5215,-2.30%,0.0840,0.0906,+7.87%
machine_learning,MPT,mpt-30b-chat,0.3036,0.3393,+11.76%,0.2168,0.1070,-50.66%
management,MPT,mpt-30b-chat,0.5534,0.6019,+8.77%,0.0508,0.0665,+30.99%
marketing,MPT,mpt-30b-chat,0.7479,0.7564,+1.14%,0.0493,0.0408,-17.24%
medical_genetics,MPT,mpt-30b-chat,0.5100,0.5300,+3.92%,0.0789,0.0882,+11.79%
miscellaneous,MPT,mpt-30b-chat,0.6960,0.6948,-0.18%,0.0313,0.0258,-17.40%
moral_disputes,MPT,mpt-30b-chat,0.5318,0.5405,+1.63%,0.0430,0.0485,+12.73%
moral_scenarios,MPT,mpt-30b-chat,0.2425,0.2447,+0.92%,0.4330,0.0650,-85.00%
nutrition,MPT,mpt-30b-chat,0.5654,0.5588,-1.16%,0.0350,0.0697,+99.27%
philosophy,MPT,mpt-30b-chat,0.5370,0.5402,+0.60%,0.0685,0.0695,+1.57%
prehistory,MPT,mpt-30b-chat,0.5401,0.5247,-2.86%,0.0471,0.0414,-12.10%
professional_accounting,MPT,mpt-30b-chat,0.3865,0.3652,-5.50%,0.1251,0.1093,-12.62%
professional_law,MPT,mpt-30b-chat,0.3677,0.3657,-0.53%,0.0900,0.0834,-7.26%
professional_medicine,MPT,mpt-30b-chat,0.4632,0.4596,-0.79%,0.1074,0.0602,-43.94%
professional_psychology,MPT,mpt-30b-chat,0.4673,0.4690,+0.35%,0.1065,0.0999,-6.15%
public_relations,MPT,mpt-30b-chat,0.5636,0.5545,-1.61%,0.0695,0.0516,-25.81%
security_studies,MPT,mpt-30b-chat,0.5388,0.5551,+3.03%,0.1379,0.1036,-24.83%
sociology,MPT,mpt-30b-chat,0.6567,0.6617,+0.76%,0.0840,0.0712,-15.21%
us_foreign_policy,MPT,mpt-30b-chat,0.7500,0.7400,-1.33%,0.0557,0.0604,+8.44%
virology,MPT,mpt-30b-chat,0.4880,0.4880,+0.00%,0.0431,0.0431,+0.00%
world_religions,MPT,mpt-30b-chat,0.7251,0.7193,-0.81%,0.0877,0.0790,-9.85%
abstract_algebra,MPT,mpt-7b,0.3300,0.2800,-15.15%,0.1608,0.1910,+18.85%
anatomy,MPT,mpt-7b,0.2667,0.2222,-16.67%,0.2414,0.0440,-81.77%
astronomy,MPT,mpt-7b,0.2368,0.3684,+55.56%,0.1613,0.0343,-78.72%
business_ethics,MPT,mpt-7b,0.2700,0.3200,+18.52%,0.2009,0.1278,-36.39%
clinical_knowledge,MPT,mpt-7b,0.2981,0.3208,+7.59%,0.1875,0.0672,-64.19%
college_biology,MPT,mpt-7b,0.2431,0.2847,+17.14%,0.1385,0.0833,-39.85%
college_chemistry,MPT,mpt-7b,0.2100,0.3600,+71.43%,0.1697,0.1164,-31.38%
college_computer_science,MPT,mpt-7b,0.2100,0.3000,+42.86%,0.1095,0.0940,-14.21%
college_mathematics,MPT,mpt-7b,0.2700,0.3200,+18.52%,0.0968,0.1603,+65.55%
college_medicine,MPT,mpt-7b,0.2486,0.2948,+18.60%,0.1615,0.0725,-55.14%
college_physics,MPT,mpt-7b,0.1961,0.3137,+60.00%,0.2194,0.1674,-23.71%
computer_security,MPT,mpt-7b,0.4000,0.3700,-7.50%,0.2369,0.1697,-28.38%
conceptual_physics,MPT,mpt-7b,0.3362,0.2851,-15.19%,0.2277,0.0786,-65.51%
econometrics,MPT,mpt-7b,0.2456,0.2368,-3.57%,0.2131,0.0802,-62.35%
electrical_engineering,MPT,mpt-7b,0.2828,0.3172,+12.20%,0.1927,0.1079,-43.97%
elementary_mathematics,MPT,mpt-7b,0.2698,0.2778,+2.94%,0.2414,0.1079,-55.30%
formal_logic,MPT,mpt-7b,0.2540,0.3413,+34.38%,0.2621,0.1081,-58.75%
global_facts,MPT,mpt-7b,0.3200,0.3400,+6.25%,0.2448,0.0666,-72.80%
high_school_biology,MPT,mpt-7b,0.2484,0.2677,+7.79%,0.1781,0.1154,-35.24%
high_school_chemistry,MPT,mpt-7b,0.2315,0.2956,+27.66%,0.1978,0.0923,-53.36%
high_school_computer_science,MPT,mpt-7b,0.2700,0.3200,+18.52%,0.2211,0.1153,-47.84%
high_school_european_history,MPT,mpt-7b,0.2848,0.2848,+0.00%,0.3826,0.0961,-74.87%
high_school_geography,MPT,mpt-7b,0.3535,0.3939,+11.43%,0.1492,0.0845,-43.34%
high_school_government_and_politics,MPT,mpt-7b,0.3057,0.3316,+8.47%,0.1918,0.0668,-65.17%
high_school_macroeconomics,MPT,mpt-7b,0.2462,0.2923,+18.75%,0.2387,0.0690,-71.08%
high_school_mathematics,MPT,mpt-7b,0.2444,0.2444,+0.00%,0.1796,0.0224,-87.52%
high_school_microeconomics,MPT,mpt-7b,0.2437,0.3025,+24.14%,0.1859,0.0516,-72.26%
high_school_physics,MPT,mpt-7b,0.2583,0.3311,+28.21%,0.2058,0.1368,-33.50%
high_school_psychology,MPT,mpt-7b,0.2495,0.3009,+20.59%,0.2259,0.0655,-71.00%
high_school_statistics,MPT,mpt-7b,0.1759,0.2963,+68.42%,0.2281,0.1277,-44.01%
high_school_us_history,MPT,mpt-7b,0.2402,0.2892,+20.41%,0.3831,0.0287,-92.51%
high_school_world_history,MPT,mpt-7b,0.2658,0.2785,+4.76%,0.4034,0.0314,-92.22%
human_aging,MPT,mpt-7b,0.3274,0.2422,-26.03%,0.1848,0.0907,-50.95%
human_sexuality,MPT,mpt-7b,0.2672,0.2901,+8.57%,0.2139,0.1873,-12.44%
international_law,MPT,mpt-7b,0.4050,0.4380,+8.16%,0.2357,0.2049,-13.04%
jurisprudence,MPT,mpt-7b,0.3796,0.3796,+0.00%,0.2908,0.0998,-65.67%
logical_fallacies,MPT,mpt-7b,0.2699,0.2454,-9.09%,0.2663,0.0824,-69.04%
machine_learning,MPT,mpt-7b,0.3214,0.2411,-25.00%,0.1621,0.0581,-64.14%
management,MPT,mpt-7b,0.2816,0.2913,+3.45%,0.1041,0.0551,-47.09%
marketing,MPT,mpt-7b,0.2650,0.3376,+27.42%,0.1728,0.0880,-49.07%
medical_genetics,MPT,mpt-7b,0.3600,0.3200,-11.11%,0.2414,0.1554,-35.63%
miscellaneous,MPT,mpt-7b,0.3244,0.3346,+3.15%,0.1854,0.0886,-52.23%
moral_disputes,MPT,mpt-7b,0.2572,0.2572,+0.00%,0.1578,0.0334,-78.83%
moral_scenarios,MPT,mpt-7b,0.2391,0.2536,+6.07%,0.3252,0.1084,-66.65%
nutrition,MPT,mpt-7b,0.2810,0.3137,+11.63%,0.1898,0.1383,-27.13%
philosophy,MPT,mpt-7b,0.2990,0.2830,-5.38%,0.2409,0.1266,-47.46%
prehistory,MPT,mpt-7b,0.2901,0.2994,+3.19%,0.1647,0.0557,-66.20%
professional_accounting,MPT,mpt-7b,0.2766,0.2730,-1.28%,0.2385,0.0890,-62.68%
professional_law,MPT,mpt-7b,0.2660,0.2797,+5.15%,0.3006,0.1751,-41.74%
professional_medicine,MPT,mpt-7b,0.1875,0.2059,+9.80%,0.3375,0.0897,-73.42%
professional_psychology,MPT,mpt-7b,0.2745,0.2435,-11.31%,0.1775,0.0673,-62.09%
public_relations,MPT,mpt-7b,0.3364,0.3000,-10.81%,0.2156,0.1320,-38.79%
security_studies,MPT,mpt-7b,0.2245,0.2735,+21.82%,0.1589,0.1023,-35.62%
sociology,MPT,mpt-7b,0.2488,0.2736,+10.00%,0.1664,0.0438,-73.68%
us_foreign_policy,MPT,mpt-7b,0.3100,0.3600,+16.13%,0.1933,0.1635,-15.41%
virology,MPT,mpt-7b,0.2711,0.2771,+2.22%,0.1345,0.1145,-14.82%
world_religions,MPT,mpt-7b,0.2865,0.3392,+18.37%,0.1750,0.1269,-27.46%
abstract_algebra,MPT,mpt-7b-chat,0.3000,0.2700,-10.00%,0.1978,0.2217,+12.06%
anatomy,MPT,mpt-7b-chat,0.3926,0.4519,+15.09%,0.2004,0.1072,-46.49%
astronomy,MPT,mpt-7b-chat,0.2961,0.3947,+33.33%,0.1945,0.0564,-70.99%
business_ethics,MPT,mpt-7b-chat,0.4100,0.3700,-9.76%,0.3087,0.1345,-56.44%
clinical_knowledge,MPT,mpt-7b-chat,0.3321,0.3925,+18.18%,0.3548,0.1099,-69.03%
college_biology,MPT,mpt-7b-chat,0.4097,0.4306,+5.08%,0.1115,0.0716,-35.77%
college_chemistry,MPT,mpt-7b-chat,0.2300,0.3000,+30.43%,0.0654,0.0630,-3.66%
college_computer_science,MPT,mpt-7b-chat,0.3800,0.3800,+0.00%,0.1093,0.0505,-53.85%
college_mathematics,MPT,mpt-7b-chat,0.3800,0.3500,-7.89%,0.0928,0.1017,+9.61%
college_medicine,MPT,mpt-7b-chat,0.3006,0.3121,+3.85%,0.1742,0.0956,-45.15%
college_physics,MPT,mpt-7b-chat,0.2255,0.2255,+0.00%,0.0278,0.0781,+180.87%
computer_security,MPT,mpt-7b-chat,0.4400,0.4300,-2.27%,0.1485,0.0635,-57.26%
conceptual_physics,MPT,mpt-7b-chat,0.3149,0.3319,+5.41%,0.0904,0.0220,-75.71%
econometrics,MPT,mpt-7b-chat,0.2281,0.2632,+15.38%,0.1235,0.0990,-19.84%
electrical_engineering,MPT,mpt-7b-chat,0.4000,0.4552,+13.79%,0.1305,0.1065,-18.42%
elementary_mathematics,MPT,mpt-7b-chat,0.2857,0.2593,-9.26%,0.1547,0.0946,-38.89%
formal_logic,MPT,mpt-7b-chat,0.3016,0.2857,-5.26%,0.1607,0.1019,-36.61%
global_facts,MPT,mpt-7b-chat,0.3600,0.3100,-13.89%,0.2742,0.1271,-53.65%
high_school_biology,MPT,mpt-7b-chat,0.3871,0.3968,+2.50%,0.1152,0.0567,-50.82%
high_school_chemistry,MPT,mpt-7b-chat,0.2365,0.2906,+22.92%,0.2310,0.0678,-70.67%
high_school_computer_science,MPT,mpt-7b-chat,0.3300,0.3900,+18.18%,0.1504,0.1011,-32.75%
high_school_european_history,MPT,mpt-7b-chat,0.4485,0.4061,-9.46%,0.1608,0.0624,-61.16%
high_school_geography,MPT,mpt-7b-chat,0.4141,0.4747,+14.63%,0.0953,0.0666,-30.16%
high_school_government_and_politics,MPT,mpt-7b-chat,0.3523,0.4560,+29.41%,0.1595,0.0538,-66.25%
high_school_macroeconomics,MPT,mpt-7b-chat,0.3103,0.3872,+24.79%,0.2937,0.0678,-76.92%
high_school_mathematics,MPT,mpt-7b-chat,0.2481,0.2667,+7.46%,0.1605,0.0328,-79.55%
high_school_microeconomics,MPT,mpt-7b-chat,0.2857,0.3655,+27.94%,0.2431,0.0899,-63.01%
high_school_physics,MPT,mpt-7b-chat,0.2517,0.3642,+44.74%,0.1645,0.1499,-8.89%
high_school_psychology,MPT,mpt-7b-chat,0.4440,0.4716,+6.20%,0.1484,0.0594,-59.97%
high_school_statistics,MPT,mpt-7b-chat,0.2222,0.2963,+33.33%,0.1804,0.0301,-83.32%
high_school_us_history,MPT,mpt-7b-chat,0.3627,0.3578,-1.35%,0.0625,0.0682,+9.18%
high_school_world_history,MPT,mpt-7b-chat,0.3671,0.3840,+4.60%,0.1149,0.1227,+6.85%
human_aging,MPT,mpt-7b-chat,0.4305,0.3812,-11.46%,0.1395,0.0448,-67.86%
human_sexuality,MPT,mpt-7b-chat,0.4504,0.4733,+5.08%,0.1955,0.0852,-56.45%
international_law,MPT,mpt-7b-chat,0.3388,0.4463,+31.71%,0.2683,0.0915,-65.89%
jurisprudence,MPT,mpt-7b-chat,0.4259,0.4444,+4.35%,0.2362,0.0657,-72.19%
logical_fallacies,MPT,mpt-7b-chat,0.3067,0.3067,+0.00%,0.2269,0.1021,-55.02%
machine_learning,MPT,mpt-7b-chat,0.3661,0.2857,-21.95%,0.2385,0.1364,-42.80%
management,MPT,mpt-7b-chat,0.4078,0.3786,-7.14%,0.1165,0.0688,-40.95%
marketing,MPT,mpt-7b-chat,0.5256,0.5427,+3.25%,0.1207,0.0084,-93.04%
medical_genetics,MPT,mpt-7b-chat,0.4600,0.4100,-10.87%,0.2362,0.0445,-81.16%
miscellaneous,MPT,mpt-7b-chat,0.4917,0.5045,+2.60%,0.0846,0.0259,-69.36%
moral_disputes,MPT,mpt-7b-chat,0.3613,0.4162,+15.20%,0.1868,0.0530,-71.61%
moral_scenarios,MPT,mpt-7b-chat,0.2492,0.2268,-8.97%,0.2513,0.1185,-52.85%
nutrition,MPT,mpt-7b-chat,0.3758,0.3856,+2.61%,0.1716,0.0383,-77.67%
philosophy,MPT,mpt-7b-chat,0.3473,0.3666,+5.56%,0.2149,0.1033,-51.94%
prehistory,MPT,mpt-7b-chat,0.3364,0.3858,+14.68%,0.2116,0.0622,-70.60%
professional_accounting,MPT,mpt-7b-chat,0.2730,0.2908,+6.49%,0.1777,0.1164,-34.47%
professional_law,MPT,mpt-7b-chat,0.3090,0.3123,+1.05%,0.1208,0.0558,-53.82%
professional_medicine,MPT,mpt-7b-chat,0.3051,0.3125,+2.41%,0.1135,0.0267,-76.46%
professional_psychology,MPT,mpt-7b-chat,0.3333,0.3611,+8.33%,0.1683,0.0681,-59.52%
public_relations,MPT,mpt-7b-chat,0.3727,0.3091,-17.07%,0.1375,0.0634,-53.91%
security_studies,MPT,mpt-7b-chat,0.3551,0.4163,+17.24%,0.2825,0.0579,-79.49%
sociology,MPT,mpt-7b-chat,0.3781,0.4627,+22.37%,0.2470,0.0592,-76.03%
us_foreign_policy,MPT,mpt-7b-chat,0.4600,0.5000,+8.70%,0.2361,0.0909,-61.51%
virology,MPT,mpt-7b-chat,0.4217,0.4096,-2.86%,0.0747,0.0528,-29.36%
world_religions,MPT,mpt-7b-chat,0.4854,0.4503,-7.23%,0.1562,0.0499,-68.06%
abstract_algebra,Qwen,Qwen1.5-32B,0.4900,0.4000,-18.37%,0.2034,0.1648,-18.94%
anatomy,Qwen,Qwen1.5-32B,0.6148,0.6222,+1.20%,0.0904,0.0876,-3.11%
astronomy,Qwen,Qwen1.5-32B,0.7632,0.7632,+0.00%,0.0627,0.0327,-47.86%
business_ethics,Qwen,Qwen1.5-32B,0.7100,0.7300,+2.82%,0.0679,0.0542,-20.09%
clinical_knowledge,Qwen,Qwen1.5-32B,0.7472,0.7472,+0.00%,0.0534,0.0206,-61.47%
college_biology,Qwen,Qwen1.5-32B,0.8125,0.8125,+0.00%,0.0668,0.0727,+8.71%
college_chemistry,Qwen,Qwen1.5-32B,0.5500,0.5200,-5.45%,0.0690,0.0827,+19.93%
college_computer_science,Qwen,Qwen1.5-32B,0.6000,0.5400,-10.00%,0.1151,0.0750,-34.88%
college_mathematics,Qwen,Qwen1.5-32B,0.4800,0.4800,+0.00%,0.1500,0.0433,-71.15%
college_medicine,Qwen,Qwen1.5-32B,0.7052,0.7052,+0.00%,0.0206,0.0108,-47.76%
college_physics,Qwen,Qwen1.5-32B,0.4706,0.4608,-2.08%,0.1053,0.0676,-35.86%
computer_security,Qwen,Qwen1.5-32B,0.7900,0.7700,-2.53%,0.0825,0.0875,+6.01%
conceptual_physics,Qwen,Qwen1.5-32B,0.7277,0.7319,+0.58%,0.0723,0.0247,-65.84%
econometrics,Qwen,Qwen1.5-32B,0.4737,0.4474,-5.56%,0.1049,0.0644,-38.64%
electrical_engineering,Qwen,Qwen1.5-32B,0.6207,0.6069,-2.22%,0.1312,0.1217,-7.25%
elementary_mathematics,Qwen,Qwen1.5-32B,0.6111,0.6164,+0.87%,0.0423,0.0405,-4.30%
formal_logic,Qwen,Qwen1.5-32B,0.4444,0.4524,+1.79%,0.1157,0.1067,-7.75%
global_facts,Qwen,Qwen1.5-32B,0.4700,0.4700,+0.00%,0.1402,0.0230,-83.61%
high_school_biology,Qwen,Qwen1.5-32B,0.8581,0.8677,+1.13%,0.0304,0.0341,+11.93%
high_school_chemistry,Qwen,Qwen1.5-32B,0.6502,0.6601,+1.52%,0.1699,0.1299,-23.58%
high_school_computer_science,Qwen,Qwen1.5-32B,0.8200,0.7900,-3.66%,0.0691,0.0471,-31.91%
high_school_european_history,Qwen,Qwen1.5-32B,0.8424,0.8303,-1.44%,0.0635,0.0647,+1.89%
high_school_geography,Qwen,Qwen1.5-32B,0.8737,0.8434,-3.47%,0.0308,0.0526,+70.81%
high_school_government_and_politics,Qwen,Qwen1.5-32B,0.9223,0.9171,-0.56%,0.0325,0.0303,-6.75%
high_school_macroeconomics,Qwen,Qwen1.5-32B,0.7385,0.7333,-0.69%,0.0525,0.0664,+26.65%
high_school_mathematics,Qwen,Qwen1.5-32B,0.4370,0.4370,+0.00%,0.0790,0.0720,-8.76%
high_school_microeconomics,Qwen,Qwen1.5-32B,0.7689,0.7605,-1.09%,0.0494,0.0631,+27.56%
high_school_physics,Qwen,Qwen1.5-32B,0.5099,0.4901,-3.90%,0.0769,0.0429,-44.24%
high_school_psychology,Qwen,Qwen1.5-32B,0.8807,0.8771,-0.42%,0.0203,0.0225,+11.30%
high_school_statistics,Qwen,Qwen1.5-32B,0.6574,0.6343,-3.52%,0.0756,0.0744,-1.53%
high_school_us_history,Qwen,Qwen1.5-32B,0.8775,0.8922,+1.68%,0.0378,0.0325,-14.19%
high_school_world_history,Qwen,Qwen1.5-32B,0.8608,0.8523,-0.98%,0.0469,0.0429,-8.50%
human_aging,Qwen,Qwen1.5-32B,0.7220,0.7444,+3.11%,0.0395,0.0364,-7.85%
human_sexuality,Qwen,Qwen1.5-32B,0.7939,0.7863,-0.96%,0.0906,0.0487,-46.23%
international_law,Qwen,Qwen1.5-32B,0.7851,0.7934,+1.05%,0.0625,0.0802,+28.32%
jurisprudence,Qwen,Qwen1.5-32B,0.7870,0.7870,+0.00%,0.0277,0.0364,+31.29%
logical_fallacies,Qwen,Qwen1.5-32B,0.7975,0.8037,+0.77%,0.0844,0.0646,-23.40%
machine_learning,Qwen,Qwen1.5-32B,0.4464,0.4464,+0.00%,0.1258,0.0831,-33.97%
management,Qwen,Qwen1.5-32B,0.8544,0.8544,+0.00%,0.0542,0.0335,-38.25%
marketing,Qwen,Qwen1.5-32B,0.9017,0.9017,+0.00%,0.0406,0.0205,-49.54%
medical_genetics,Qwen,Qwen1.5-32B,0.8200,0.7900,-3.66%,0.0876,0.0879,+0.37%
miscellaneous,Qwen,Qwen1.5-32B,0.8748,0.8774,+0.29%,0.0242,0.0113,-53.02%
moral_disputes,Qwen,Qwen1.5-32B,0.7312,0.7370,+0.79%,0.0769,0.0709,-7.82%
moral_scenarios,Qwen,Qwen1.5-32B,0.4145,0.5318,+28.30%,0.3180,0.0828,-73.98%
nutrition,Qwen,Qwen1.5-32B,0.7647,0.7582,-0.85%,0.1099,0.0719,-34.58%
philosophy,Qwen,Qwen1.5-32B,0.7395,0.7460,+0.87%,0.0373,0.0418,+12.04%
prehistory,Qwen,Qwen1.5-32B,0.7315,0.7377,+0.84%,0.0670,0.0556,-16.95%
professional_accounting,Qwen,Qwen1.5-32B,0.5284,0.5177,-2.01%,0.0967,0.0892,-7.76%
professional_law,Qwen,Qwen1.5-32B,0.5228,0.5274,+0.87%,0.0959,0.0916,-4.49%
professional_medicine,Qwen,Qwen1.5-32B,0.7463,0.7500,+0.49%,0.0134,0.0498,+271.63%
professional_psychology,Qwen,Qwen1.5-32B,0.7271,0.7271,+0.00%,0.0114,0.0265,+133.23%
public_relations,Qwen,Qwen1.5-32B,0.6273,0.6182,-1.45%,0.0251,0.0270,+7.90%
security_studies,Qwen,Qwen1.5-32B,0.7061,0.7020,-0.58%,0.1164,0.0732,-37.17%
sociology,Qwen,Qwen1.5-32B,0.8607,0.8507,-1.16%,0.0272,0.0238,-12.47%
us_foreign_policy,Qwen,Qwen1.5-32B,0.9100,0.9000,-1.10%,0.0417,0.0405,-2.77%
virology,Qwen,Qwen1.5-32B,0.5181,0.5301,+2.33%,0.1081,0.0939,-13.13%
world_religions,Qwen,Qwen1.5-32B,0.8596,0.8480,-1.36%,0.0217,0.0269,+24.32%
abstract_algebra,Qwen,Qwen1.5-32B-Chat,0.4800,0.4800,+0.00%,0.2113,0.0651,-69.18%
anatomy,Qwen,Qwen1.5-32B-Chat,0.6444,0.6741,+4.60%,0.1180,0.0521,-55.85%
astronomy,Qwen,Qwen1.5-32B-Chat,0.8026,0.7829,-2.46%,0.0767,0.0619,-19.30%
business_ethics,Qwen,Qwen1.5-32B-Chat,0.7300,0.7500,+2.74%,0.0764,0.0487,-36.22%
clinical_knowledge,Qwen,Qwen1.5-32B-Chat,0.7434,0.7547,+1.52%,0.0895,0.0312,-65.12%
college_biology,Qwen,Qwen1.5-32B-Chat,0.8750,0.8750,+0.00%,0.0658,0.0866,+31.62%
college_chemistry,Qwen,Qwen1.5-32B-Chat,0.5200,0.5300,+1.92%,0.0625,0.0836,+33.68%
college_computer_science,Qwen,Qwen1.5-32B-Chat,0.5800,0.5500,-5.17%,0.1342,0.0929,-30.82%
college_mathematics,Qwen,Qwen1.5-32B-Chat,0.4400,0.4300,-2.27%,0.1144,0.1096,-4.23%
college_medicine,Qwen,Qwen1.5-32B-Chat,0.7630,0.7341,-3.79%,0.0439,0.0122,-72.34%
college_physics,Qwen,Qwen1.5-32B-Chat,0.5392,0.5196,-3.64%,0.1416,0.0682,-51.84%
computer_security,Qwen,Qwen1.5-32B-Chat,0.7900,0.8100,+2.53%,0.0825,0.0573,-30.53%
conceptual_physics,Qwen,Qwen1.5-32B-Chat,0.7149,0.7447,+4.17%,0.0812,0.0448,-44.85%
econometrics,Qwen,Qwen1.5-32B-Chat,0.5175,0.5000,-3.39%,0.0541,0.0221,-59.06%
electrical_engineering,Qwen,Qwen1.5-32B-Chat,0.6345,0.6621,+4.35%,0.1080,0.0843,-21.97%
elementary_mathematics,Qwen,Qwen1.5-32B-Chat,0.6323,0.6349,+0.42%,0.0726,0.0451,-37.94%
formal_logic,Qwen,Qwen1.5-32B-Chat,0.5952,0.5794,-2.67%,0.0972,0.0595,-38.74%
global_facts,Qwen,Qwen1.5-32B-Chat,0.4100,0.4000,-2.44%,0.1903,0.1133,-40.46%
high_school_biology,Qwen,Qwen1.5-32B-Chat,0.8613,0.8645,+0.37%,0.0312,0.0415,+33.24%
high_school_chemistry,Qwen,Qwen1.5-32B-Chat,0.5961,0.5961,+0.00%,0.1119,0.1189,+6.25%
