property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
has a stock,a crossbow,'',Does a crossbow have a stock?,Yes,random,-2.935314893722534,-7.624029636383057,Yes,True
has a storage area,a cupboard,'',Does a cupboard have a storage area?,Yes,random,-2.2774181365966797,-6.715035915374756,Yes,True
has a strap,a satchel,'',Does a satchel have a strap?,Yes,random,-2.4294052124023438,-6.555784702301025,Yes,True
has a streamlined body,a minnow,'',Does a minnow have a streamlined body?,Yes,random,-4.342615604400635,-8.499619483947754,Yes,True
has a strong back,a donkey,'',Does a donkey have a strong back?,Yes,random,-3.6860885620117188,-7.3738298416137695,Yes,True
has a strong bite,a barge,'',Does a barge have a strong bite?,No,random,-4.269123077392578,-3.270540237426758,No,True
has a strong flavor,a ladybird,'',Does a ladybird have a strong flavor?,No,random,-4.937041759490967,-7.124664783477783,Yes,False
has a strong recoil,a shotgun,'',Does a shotgun have a strong recoil?,Yes,random,-3.4463043212890625,-4.769853591918945,Yes,True
has a strong recoil,pumpkin,'',Does pumpkin have a strong recoil?,No,random,-3.6467928886413574,-4.082353591918945,Yes,False
has a strong smell,a dog,'',Does a dog have a strong smell?,Yes,random,-1.968087077140808,-4.843087196350098,Yes,True
has a strong smell,a scorpion,'',Does a scorpion have a strong smell?,No,random,-4.963676929473877,-4.963676929473877,No,True
has a stumpy tail,a hamster,'',Does a hamster have a stumpy tail?,Yes,random,-3.3726742267608643,-6.998297691345215,Yes,True
has a switch,a tricycle,'',Does a tricycle have a switch?,No,random,-3.9652605056762695,-5.529380798339844,Yes,False
has a symmetrical shape,a geranium,'',Does a geranium have a symmetrical shape?,No,random,-4.8404717445373535,-7.153356075286865,Yes,False
has a tail,a buzzard,'',Does a buzzard have a tail?,Yes,random,-1.7544037103652954,-6.060173988342285,Yes,True
has a tail,a wallet,'',Does a wallet have a tail?,No,random,-3.488243818283081,-3.804893970489502,Yes,False
has a tail for balance,a kangaroo,'',Does a kangaroo have a tail for balance?,Yes,random,-1.7975959777832031,-5.931190013885498,Yes,True
has a tail rotor,a helicopter,'',Does a helicopter have a tail rotor?,Yes,random,-1.981850028038025,-5.484930038452148,Yes,True
has a tap,a basin,'',Does a basin have a tap?,Yes,random,-3.1290502548217773,-6.267519474029541,Yes,True
has a taxi driver,a taxi,'',Does a taxi have a taxi driver?,Yes,random,-1.6551513671875,-4.6068501472473145,Yes,True
has a thick shell,a lip,'',Does a lip have a thick shell?,No,random,-4.463003158569336,-6.650850296020508,Yes,False
has a thin beak,a hummingbird,'',Does a hummingbird have a thin beak?,Yes,random,-4.843462944030762,-8.312254905700684,Yes,True
has a thin beak,a tulip,'',Does a tulip have a thin beak?,No,random,-6.311946868896484,-6.874684810638428,Yes,False
has a thorax,a heron,'',Does a heron have a thorax?,Yes,random,-3.7650973796844482,-8.499664306640625,Yes,True
has a thorax,a chest of drawers,'',Does a chest of drawers have a thorax?,No,random,-4.592749118804932,-6.2807464599609375,Yes,False
has a throat pouch,a speedboat,'',Does a speedboat have a throat pouch?,No,random,-5.593305587768555,-5.281096458435059,No,True
has a tight seal,a jar,'',Does a jar have a tight seal?,Yes,random,-4.983965873718262,-5.170440196990967,Yes,True
has a tight surface,a foot,'',Does a foot have a tight surface?,No,random,-6.55951452255249,-6.686088562011719,Yes,False
has a tip which fits the screw,a screwdriver,'',Does a screwdriver have a tip which fits the screw?,Yes,random,-3.179893970489502,-4.867393970489502,Yes,True
has a tongue,a carp,'',Does a carp have a tongue?,Yes,random,-1.5021984577178955,-6.5572662353515625,Yes,True
has a top,a pajama,'',Does a pajama have a top?,Yes,random,-2.716503858566284,-5.790647506713867,Yes,True
has a triangular shape,a boomerang,'',Does a boomerang have a triangular shape?,Yes,random,-4.1242899894714355,-7.937069416046143,Yes,True
has a tuner,a radio,'',Does a radio have a tuner?,Yes,random,-2.2460145950317383,-4.987490653991699,Yes,True
has a tuner,a chicken,'',Does a chicken have a tuner?,No,random,-5.153850555419922,-5.404881954193115,Yes,False
has a turret,a sparrow,'',Does a sparrow have a turret?,No,random,-5.748188018798828,-5.311643600463867,No,True
has a twitchy nose,a deckchair,'',Does a deckchair have a twitchy nose?,No,random,-5.528995513916016,-4.280115604400635,No,True
has a waistband,a skirt,'',Does a skirt have a waistband?,Yes,random,-2.3568501472473145,-5.11168909072876,Yes,True
has a wet nose,a rabbit,'',Does a rabbit have a wet nose?,Yes,random,-1.2608731985092163,-4.931857585906982,Yes,True
has a wet nose,a buttercup,'',Does a buttercup have a wet nose?,No,random,-6.1223649978637695,-6.185997486114502,Yes,False
has a wheel,a flounder,'',Does a flounder have a wheel?,No,random,-6.311643600463867,-5.062203884124756,No,True
has a wide end,a boat,'',Does a boat have a wide end?,No,random,-4.395540237426758,-6.773877143859863,Yes,False
has a woolen coat,a sheep,'',Does a sheep have a woolen coat?,Yes,random,-1.2093702554702759,-5.318248748779297,Yes,True
has a woolen coat,a rose,'',Does a rose have a woolen coat?,No,random,-5.496617794036865,-4.497524261474609,No,True
has a yellow and orange beak,a seagull,'',Does a seagull have a yellow and orange beak?,Yes,random,-3.3897552490234375,-6.687012195587158,Yes,True
has a yellow and orange beak,a chipmunk,'',Does a chipmunk have a yellow and orange beak?,No,random,-5.185688018798828,-4.749373435974121,No,True
has a yellow center,a daisy,'',Does a daisy have a yellow center?,Yes,random,-1.9084484577178955,-7.0904717445373535,Yes,True
has a yellow center,a sandwich,'',Does a sandwich have a yellow center?,No,random,-4.05787992477417,-3.7480714321136475,No,True
has a zip,a clamp,'',Does a clamp have a zip?,No,random,-3.6603002548217773,-3.4099349975585938,No,True
has an anchor,kiwi,'',Does kiwi have an anchor?,No,random,-3.238243818283081,-3.6108365058898926,Yes,False
has an arm,a hyacinth,'',Does a hyacinth have an arm?,No,random,-5.311400890350342,-5.186744213104248,No,True
has an eardrum,a spear,'',Does a spear have an eardrum?,No,random,-5.437012195587158,-6.124684810638428,Yes,False
has an elastic string,a bow,'',Does a bow have an elastic string?,Yes,random,-2.9193501472473145,-5.798336505889893,Yes,True
has an electric hook up,a caravan,'',Does a caravan have an electric hook up?,Yes,random,-3.0339651107788086,-4.9216227531433105,Yes,True
has an electric hook up,a wolf,'',Does a wolf have an electric hook up?,No,random,-3.9600274562835693,-3.7732677459716797,No,True
has an extravagant tail,a peacock,'',Does a peacock have an extravagant tail?,Yes,random,-3.9364006519317627,-8.748900413513184,Yes,True
has an ink ribbon,a typewriter,'',Does a typewriter have an ink ribbon?,Yes,random,-3.511733055114746,-8.372014999389648,Yes,True
has an opening,a kangaroo,'',Does a kangaroo have an opening?,No,random,-4.112490653991699,-7.1681904792785645,Yes,False
has an overflow channel,a sink,'',Does a sink have an overflow channel?,Yes,random,-2.98749041557312,-4.364618301391602,Yes,True
has an uneven surface,a walrus,'',Does a walrus have an uneven surface?,No,random,-6.187041759490967,-8.374664306640625,Yes,False
has ancient origins,an armchair,'',Does an armchair have ancient origins?,No,random,-5.280881404876709,-8.249820709228516,Yes,False
has antioxidants,a skirt,'',Does a skirt have antioxidants?,No,random,-3.4191136360168457,-4.653531551361084,Yes,False
has antlers,a bat,'',Does a bat have antlers?,No,random,-4.935024261474609,-2.1865885257720947,No,True
has arm holes,a unicycle,'',Does a unicycle have arm holes?,No,random,-5.623588562011719,-5.437142848968506,No,True
has armor,a tank,'',Does a tank have armor?,Yes,random,-2.1822662353515625,-4.743690013885498,Yes,True
has atria,a heart,'',Does a heart have atria?,Yes,random,-3.179893970489502,-6.2440714836120605,Yes,True
has attachment points,a bayonet,'',Does a bayonet have attachment points?,Yes,random,-3.7163503170013428,-7.153169631958008,Yes,True
has babies that are called calves,a walrus,'',Does a walrus have babies that are called calves?,No,random,-3.921363592147827,-4.749569416046143,Yes,False
has babies that are called cubs,cauliflower,'',Does cauliflower have babies that are called cubs?,No,random,-5.717684268951416,-3.90567946434021,No,True
has barbs,a tambourine,'',Does a tambourine have barbs?,No,random,-5.4057464599609375,-5.655962944030762,Yes,False
has bars,a sock,'',Does a sock have bars?,No,random,-3.6397109031677246,-3.270202159881592,No,True
has beds,a porcupine,'',Does a porcupine have beds?,No,random,-4.2777605056762695,-4.028995513916016,No,True
has bells,a canary,'',Does a canary have bells?,No,random,-3.7991890907287598,-2.676452159881592,No,True
has beneficial properties,a boomerang,'',Does a boomerang have beneficial properties?,No,random,-3.301452159881592,-5.421465873718262,Yes,False
has bent legs,an oyster,'',Does an oyster have bent legs?,No,random,-5.717615604400635,-4.780805587768555,No,True
has big claws,a crab,'',Does a crab have big claws?,Yes,random,-1.5639995336532593,-5.129126071929932,Yes,True
has big ears,a sparrow,'',Does a sparrow have big ears?,No,random,-2.4866890907287598,-3.670440435409546,Yes,False
has big eyes,a frog,'',Does a frog have big eyes?,Yes,random,-2.4103074073791504,-5.49354362487793,Yes,True
has big feet,an elephant,'',Does an elephant have big feet?,Yes,random,-2.7342660427093506,-5.587087154388428,Yes,True
has big front teeth,a beaver,'',Does a beaver have big front teeth?,Yes,random,-2.637397289276123,-7.185315132141113,Yes,True
has big front teeth,a barge,'',Does a barge have big front teeth?,No,random,-6.121822357177734,-4.373967170715332,No,True
has big hind legs,a skunk,'',Does a skunk have big hind legs?,No,random,-3.0142781734466553,-7.530517578125,Yes,False
has big petals,a tulip,'',Does a tulip have big petals?,Yes,random,-3.4812464714050293,-7.528356075286865,Yes,True
has bitter skin,plum,'',Does plum have bitter skin?,Yes,random,-4.84254264831543,-7.029964923858643,Yes,True
has black and yellow stripes,a bee,'',Does a bee have black and yellow stripes?,Yes,random,-2.043935775756836,-5.122673988342285,Yes,True
has black fur,a submarine,'',Does a submarine have black fur?,No,random,-6.028995513916016,-4.592615604400635,No,True
has black stripes,a monkey,'',Does a monkey have black stripes?,No,random,-3.5198535919189453,-2.51874041557312,No,True
has blubber,tights,'',Does tights have blubber?,No,random,-5.874143600463867,-4.187142848968506,No,True
has blue lights,sugar,'',Does sugar have blue lights?,No,random,-4.714271545410156,-5.215856075286865,Yes,False
has bones,a llama,'',Does a llama have bones?,Yes,random,-2.2944376468658447,-6.905419826507568,Yes,True
has bones,a blouse,'',Does a blouse have bones?,No,random,-2.7896158695220947,-4.149322032928467,Yes,False
has brakes,a taxi,'',Does a taxi have brakes?,Yes,random,-2.440777063369751,-5.702210903167725,Yes,True
has branches,a eucalyptus tree,'',Does a eucalyptus tree have branches?,Yes,random,-4.373754501342773,-7.999029636383057,Yes,True
has bright feathers,an ambulance,'',Does an ambulance have bright feathers?,No,random,-5.748400688171387,-4.7488298416137695,No,True
has brown spots,a leopard,'',Does a leopard have brown spots?,No,random,-2.288125514984131,-5.774322032928467,Yes,False
has buckles,a satchel,'',Does a satchel have buckles?,Yes,random,-2.730830669403076,-5.996822357177734,Yes,True
has buds,a flute,'',Does a flute have buds?,No,random,-4.716631889343262,-5.842809677124023,Yes,False
has capillaries,a bowl,'',Does a bowl have capillaries?,No,random,-4.874029636383057,-4.686873435974121,No,True
has casing,a bullet,'',Does a bullet have casing?,Yes,random,-3.117393970489502,-4.430784702301025,Yes,True
has chains,a boat,'',Does a boat have chains?,No,random,-3.3677358627319336,-4.765705108642578,Yes,False
has chambers,a heart,'',Does a heart have chambers?,Yes,random,-2.73749041557312,-7.116905212402344,Yes,True
has chambers,a sock,'',Does a sock have chambers?,No,random,-4.897363185882568,-4.3376336097717285,No,True
has channels,a radio,'',Does a radio have channels?,Yes,random,-2.2076661586761475,-3.838512897491455,Yes,True
has claws,a taxi,'',Does a taxi have claws?,No,random,-5.644853591918945,-3.403695821762085,No,True
has clothes,a donkey,'',Does a donkey have clothes?,No,random,-3.2991890907287598,-3.5483365058898926,Yes,False
has compartments,a refrigerator,'',Does a refrigerator have compartments?,Yes,random,-3.2199902534484863,-6.143345832824707,Yes,True
has compartments,a partridge,'',Does a partridge have compartments?,No,random,-4.683421611785889,-6.621822357177734,Yes,False
has cream,bacon,'',Does bacon have cream?,No,random,-4.588003158569336,-3.574233055114746,No,True
has curved legs,rice,'',Does rice have curved legs?,No,random,-4.624088764190674,-3.186873435974121,No,True
has cushions,a microwave,'',Does a microwave have cushions?,No,random,-4.810797691345215,-4.499143600463867,No,True
has depth,a bowl,'',Does a bowl have depth?,Yes,random,-3.5238771438598633,-4.960903167724609,Yes,True
has dials,a violin,'',Does a violin have dials?,No,random,-3.357353925704956,-5.967684268951416,Yes,False
has dog food,a dog,'',Does a dog have dog food?,Yes,random,-2.5439584255218506,-3.047913074493408,Yes,True
has doors,a houseboat,'',Does a houseboat have doors?,Yes,random,-3.278169870376587,-7.716495513916016,Yes,True
has dots,a dice,'',Does a dice have dots?,Yes,random,-2.0672476291656494,-5.770540237426758,Yes,True
has dots,a cupboard,'',Does a cupboard have dots?,No,random,-2.9781627655029297,-3.8535380363464355,Yes,False
has drawers,mushroom,'',Does mushroom have drawers?,No,random,-4.273403167724609,-5.399740695953369,Yes,False
has edible seeds,cucumber,'',Does cucumber have edible seeds?,Yes,random,-2.1220145225524902,-6.809695243835449,Yes,True
has eight eyes,a spider,'',Does a spider have eight eyes?,Yes,random,-2.1958658695220947,-2.572467088699341,Yes,True
has eight legs,an octopus,'',Does an octopus have eight legs?,Yes,random,-1.5577054023742676,-3.877105712890625,Yes,True
has eight tentacles,an octopus,'',Does an octopus have eight tentacles?,Yes,random,-2.056190252304077,-3.5553531646728516,Yes,True
has eyelids,a turkey,'',Does a turkey have eyelids?,No,random,-0.8356298208236694,-5.789254665374756,Yes,False
has feet,an arm,'',Does an arm have feet?,No,random,-3.445399522781372,-2.5088043212890625,No,True
has fibrous skin,peach,'',Does peach have fibrous skin?,Yes,random,-5.311695575714111,-5.874088764190674,Yes,True
has fingerholes,scissors,'',Does scissors have fingerholes?,Yes,random,-2.1929032802581787,-3.505716323852539,Yes,True
has fingerholes,a bicycle,'',Does a bicycle have fingerholes?,No,random,-3.706623077392578,-4.276176929473877,Yes,False
has fins,an eel,'',Does an eel have fins?,Yes,random,-2.294280767440796,-5.154600143432617,Yes,True
has flaky skin,a speedboat,'',Does a speedboat have flaky skin?,No,random,-7.155561923980713,-6.593462944030762,No,True
has flavor,cider,'',Does cider have flavor?,Yes,random,-2.536330461502075,-4.709863185882568,Yes,True
has flavor,a coffee maker,'',Does a coffee maker have flavor?,No,random,-2.778441905975342,-4.762529373168945,Yes,False
has folded skin,a jug,'',Does a jug have folded skin?,No,random,-4.713350296020508,-6.152535915374756,Yes,False
has footboard,a frog,'',Does a frog have footboard?,No,random,-3.650850534439087,-4.0904717445373535,Yes,False
has footrests,a wheelchair,'',Does a wheelchair have footrests?,Yes,random,-3.0544052124023438,-6.868690013885498,Yes,True
has four wings,a dresser,'',Does a dresser have four wings?,No,random,-5.652296543121338,-4.8404717445373535,No,True
has friendly bacteria,a fork,'',Does a fork have friendly bacteria?,No,random,-4.429405212402344,-4.805353164672852,Yes,False
has frilly petals,a daisy,'',Does a daisy have frilly petals?,Yes,random,-3.965035915374756,-7.403531551361084,Yes,True
has frilly petals,a drum,'',Does a drum have frilly petals?,No,random,-6.464796543121338,-5.279881954193115,No,True
has fur,whiskey,'',Does whiskey have fur?,No,random,-4.811173915863037,-4.935571193695068,Yes,False
has furry skin,a nectarine,'',Does a nectarine have furry skin?,Yes,random,-4.624373435974121,-5.437184810638428,Yes,True
has gears,a car,'',Does a car have gears?,Yes,random,-2.289254665374756,-4.353147506713867,Yes,True
has gems,a shawl,'',Does a shawl have gems?,No,random,-3.4355714321136475,-4.997673988342285,Yes,False
has geometric patterns,a football,'',Does a football have geometric patterns?,Yes,random,-3.900850534439087,-5.215035915374756,Yes,True
has giant axons,a squid,'',Does a squid have giant axons?,Yes,random,-4.217919826507568,-7.843305587768555,Yes,True
has giant axons,a date,'',Does a date have giant axons?,No,random,-3.9919052124023438,-6.0565714836120605,Yes,False
has gills,blueberry,'',Does blueberry have gills?,No,random,-5.498297691345215,-7.373673915863037,Yes,False
has green flesh,a peacock,'',Does a peacock have green flesh?,No,random,-4.46754264831543,-4.843017578125,Yes,False
has grip tape,a skateboard,'',Does a skateboard have grip tape?,Yes,random,-2.7199902534484863,-5.832353591918945,Yes,True
has grip tape,a sheep,'',Does a sheep have grip tape?,No,random,-5.620082378387451,-4.370921611785889,No,True
has grips,a can opener,'',Does a can opener have grips?,Yes,random,-3.5744683742523193,-6.870921611785889,Yes,True
has grooves,a nail,'',Does a nail have grooves?,Yes,random,-3.021494150161743,-6.585399627685547,Yes,True
has grooves,a sweater,'',Does a sweater have grooves?,No,random,-4.526176929473877,-5.214542388916016,Yes,False
has hairy legs,a tarantula,'',Does a tarantula have hairy legs?,Yes,random,-2.889359712600708,-9.123967170715332,Yes,True
has handlebars,a bicycle,'',Does a bicycle have handlebars?,Yes,random,-1.9814584255218506,-4.22202730178833,Yes,True
has handlebars,cheese,'',Does cheese have handlebars?,No,random,-5.646185874938965,-4.401771545410156,No,True
has hands,an onion,'',Does an onion have hands?,No,random,-4.897899627685547,-2.757655382156372,No,True
has hard and tough skin,potato,'',Does potato have hard and tough skin?,No,random,-4.247524261474609,-6.4348649978637695,Yes,False
has heating plates,a kettle,'',Does a kettle have heating plates?,Yes,random,-2.3897454738616943,-4.382275581359863,Yes,True
has heating plates,a bomb,'',Does a bomb have heating plates?,No,random,-4.133711814880371,-3.0744407176971436,No,True
has helicopter seeds,a wetsuit,'',Does a wetsuit have helicopter seeds?,No,random,-6.843142509460449,-5.780832767486572,No,True
has high amounts of calories,a cello,'',Does a cello have high amounts of calories?,No,random,-7.280805587768555,-5.656096458435059,No,True
has holes,a spirit level,'',Does a spirit level have holes?,No,random,-2.5623373985290527,-4.455019474029541,Yes,False
has horns,a goat,'',Does a goat have horns?,Yes,random,-1.7729034423828125,-5.13633394241333,Yes,True
has humps,a camel,'',Does a camel have humps?,Yes,random,-1.5251652002334595,-5.539254665374756,Yes,True
has humps,a flounder,'',Does a flounder have humps?,No,random,-4.1854472160339355,-5.811254501342773,Yes,False
has information,a lily,'',Does a lily have information?,No,random,-3.2310450077056885,-7.121822357177734,Yes,False
has ivory tusks,a hatchet,'',Does a hatchet have ivory tusks?,No,random,-6.4684247970581055,-4.28115701675415,No,True
has joints,a nectarine,'',Does a nectarine have joints?,No,random,-5.093332767486572,-5.781064987182617,Yes,False
has knobs,a cupboard,'',Does a cupboard have knobs?,Yes,random,-2.497753858566284,-5.88633394241333,Yes,True
has knuckles,a puppet,'',Does a puppet have knuckles?,No,random,-3.6656627655029297,-4.716350555419922,Yes,False
has laces,a rollerskate,'',Does a rollerskate have laces?,Yes,random,-3.7338945865631104,-7.124876499176025,Yes,True
has large horns,an ox,'',Does an ox have large horns?,Yes,random,-2.689605712890625,-5.353147506713867,Yes,True
has large muscles,a camel,'',Does a camel have large muscles?,Yes,random,-2.593090295791626,-7.648877143859863,Yes,True
has large teeth,a lion,'',Does a lion have large teeth?,Yes,random,-1.777280569076538,-6.781350135803223,Yes,True
has layers,a marble,'',Does a marble have layers?,No,random,-3.529003858566284,-3.9060873985290527,Yes,False
has leather straps,a rifle,'',Does a rifle have leather straps?,No,random,-4.716495513916016,-6.904793739318848,Yes,False
has leathery skin,a nectarine,'',Does a nectarine have leathery skin?,No,random,-4.874195575714111,-5.312095642089844,Yes,False
has lights,a motorcycle,'',Does a motorcycle have lights?,Yes,random,-2.203218936920166,-5.662773609161377,Yes,True
has little flowers,a jar,'',Does a jar have little flowers?,No,random,-3.121664524078369,-4.055063724517822,Yes,False
has long antenna,a lobster,'',Does a lobster have long antenna?,Yes,random,-3.2588043212890625,-5.526771545410156,Yes,True
has long eyelashes,a hippo,'',Does a hippo have long eyelashes?,Yes,random,-3.975893497467041,-4.1501336097717285,Yes,True
has long eyelashes,tights,'',Does tights have long eyelashes?,No,random,-4.4652605056762695,-4.778531551361084,Yes,False
has long feathers,a peacock,'',Does a peacock have long feathers?,Yes,random,-1.4319413900375366,-6.444931983947754,Yes,True
has long feathers,a date,'',Does a date have long feathers?,No,random,-4.434117794036865,-5.805784702301025,Yes,False
has long hair,a pony,'',Does a pony have long hair?,Yes,random,-1.7760162353515625,-6.712240695953369,Yes,True
has long seats,a limousine,'',Does a limousine have long seats?,Yes,random,-4.342684268951416,-8.562095642089844,Yes,True
has long seats,a ladle,'',Does a ladle have long seats?,No,random,-4.205845832824707,-4.456623077392578,Yes,False
has low alcohol content,cider,'',Does cider have low alcohol content?,Yes,random,-5.436173915863037,-8.249446868896484,Yes,True
has many petals,an orchid,'',Does an orchid have many petals?,Yes,random,-4.71720027923584,-7.528696060180664,Yes,True
has many pipes,a satchel,'',Does a satchel have many pipes?,No,random,-5.467809677124023,-6.405996799468994,Yes,False
has medicinal properties,a dice,'',Does a dice have medicinal properties?,No,random,-5.24616813659668,-6.497673988342285,Yes,False
has metal bands,a barrel,'',Does a barrel have metal bands?,Yes,random,-2.79999041557312,-5.427118301391602,Yes,True
has moist skin,a snail,'',Does a snail have moist skin?,Yes,random,-4.78004264831543,-7.280679702758789,Yes,True
has multiple parts,a boat,'',Does a boat have multiple parts?,No,random,-3.208994150161743,-7.087240695953369,Yes,False
has nails,a finger,'',Does a finger have nails?,Yes,random,-2.326690435409546,-5.826153755187988,Yes,True
has numbers from one to 12,a trumpet,'',Does a trumpet have numbers from one to 12?,No,random,-4.1190714836120605,-5.18451452255249,Yes,False
has oars,a canoe,'',Does a canoe have oars?,Yes,random,-1.8670177459716797,-5.0443501472473145,Yes,True
has oars,a taxi,'',Does a taxi have oars?,No,random,-6.338003158569336,-4.904964923858643,No,True
has one foot,a snail,'',Does a snail have one foot?,Yes,random,-2.6850242614746094,-3.373400926589966,Yes,True
has one surface,a ball,'',Does a ball have one surface?,Yes,random,-4.98824405670166,-6.179893970489502,Yes,True
has paper,a typewriter,'',Does a typewriter have paper?,Yes,random,-2.5538854598999023,-5.117853164672852,Yes,True
has patches on its body,a pajama,'',Does a pajama have patches on its body?,No,random,-3.528169870376587,-6.840856075286865,Yes,False
has paws,a spirit level,'',Does a spirit level have paws?,No,random,-4.68287992477417,-4.935315132141113,Yes,False
has pedals,a harp,'',Does a harp have pedals?,Yes,random,-2.5483365058898926,-4.118690013885498,Yes,True
has pentagons,a football,'',Does a football have pentagons?,Yes,random,-2.5888326168060303,-4.714796543121338,Yes,True
has pigments,an eye,'',Does an eye have pigments?,Yes,random,-2.9264161586761475,-5.28452730178833,Yes,True
has pigments,pear,'',Does pear have pigments?,No,random,-3.7459216117858887,-8.244766235351562,Yes,False
has pincers,a duck,'',Does a duck have pincers?,No,random,-4.621617794036865,-2.998497724533081,No,True
has pink flesh,a strainer,'',Does a strainer have pink flesh?,No,random,-5.279881954193115,-5.530561923980713,Yes,False
has pleats,a clamp,'',Does a clamp have pleats?,No,random,-3.490244150161743,-3.431190252304077,No,True
has pockets,a satchel,'',Does a satchel have pockets?,Yes,random,-2.661966323852539,-5.835399627685547,Yes,True
has pockets,spinach,'',Does spinach have pockets?,No,random,-5.810797691345215,-4.185571193695068,No,True
has powdery texture,a helicopter,'',Does a helicopter have powdery texture?,No,random,-6.185797691345215,-7.936254501342773,Yes,False
has propellers,a ship,'',Does a ship have propellers?,Yes,random,-2.6599349975585938,-5.583040237426758,Yes,True
has protein,ham,'',Does ham have protein?,Yes,random,-1.7188969850540161,-6.899322032928467,Yes,True
has puppies,a bone,'',Does a bone have puppies?,No,random,-5.05951452255249,-3.389000654220581,No,True
has racks,a chest of drawers,'',Does a chest of drawers have racks?,Yes,random,-3.466632127761841,-3.842684507369995,Yes,True
has radio stations,a raft,'',Does a raft have radio stations?,No,random,-4.6056904792785645,-4.54918909072876,No,True
has red petals,a poppy,'',Does a poppy have red petals?,Yes,random,-2.2470145225524902,-6.810315132141113,Yes,True
has red pulp,a rattle,'',Does a rattle have red pulp?,No,random,-5.624244213104248,-6.124642848968506,Yes,False
has residents,a houseboat,'',Does a houseboat have residents?,Yes,random,-4.93366813659668,-9.55866813659668,Yes,True
has residents,an apron,'',Does an apron have residents?,No,random,-5.841196060180664,-5.716495513916016,No,True
has ridges,a chandelier,'',Does a chandelier have ridges?,No,random,-6.092381954193115,-7.717970371246338,Yes,False
has rings,a bullet,'',Does a bullet have rings?,No,random,-4.146792888641357,-2.822467088699341,No,True
has rods,an eye,'',Does an eye have rods?,Yes,random,-3.076690435409546,-4.639710903167725,Yes,True
has rods,a tuba,'',Does a tuba have rods?,No,random,-3.2588043212890625,-4.902296543121338,Yes,False
has roots,an asparagus,'',Does an asparagus have roots?,Yes,random,-2.794976234436035,-6.3104472160339355,Yes,True
has rotating blades,a dragonfly,'',Does a dragonfly have rotating blades?,No,random,-5.061173915863037,-3.8586761951446533,No,True
has rotating eyes,an iguana,'',Does an iguana have rotating eyes?,Yes,random,-3.028169870376587,-4.9029717445373535,Yes,True
has rough skin,a crocodile,'',Does a crocodile have rough skin?,Yes,random,-3.8100242614746094,-8.496399879455566,Yes,True
has rounded ears,a leopard,'',Does a leopard have rounded ears?,Yes,random,-3.7645084857940674,-7.6863298416137695,Yes,True
has rounded ears,a leotard,'',Does a leotard have rounded ears?,No,random,-5.342381954193115,-4.96821403503418,No,True
has ruffles,a bee,'',Does a bee have ruffles?,No,random,-5.592293739318848,-6.467809677124023,Yes,False
has scissors,a penknife,'',Does a penknife have scissors?,Yes,random,-2.6116890907287598,-4.239618301391602,Yes,True
has seams,ketchup,'',Does ketchup have seams?,No,random,-4.590669631958008,-4.966495513916016,Yes,False
has seatbelts,a coach,'',Does a coach have seatbelts?,Yes,random,-3.5544052124023438,-4.74701452255249,Yes,True
has seeds,pear,'',Does pear have seeds?,Yes,random,-1.4953984022140503,-4.7600626945495605,Yes,True
has seeds,a shrimp,'',Does a shrimp have seeds?,No,random,-6.373967170715332,-4.811832904815674,No,True
has sensitive bones,an ear,'',Does an ear have sensitive bones?,Yes,random,-7.373071193695068,-6.186088562011719,No,False
has several eyes,a hammer,'',Does a hammer have several eyes?,No,random,-5.059322357177734,-4.810688018798828,No,True
has sharp claws,a bear,'',Does a bear have sharp claws?,No,random,-1.8205045461654663,-5.94883394241333,Yes,False
has sharp edges,a hummingbird,'',Does a hummingbird have sharp edges?,No,random,-5.874244213104248,-5.249088764190674,No,True
has sharp spines,a porcupine,'',Does a porcupine have sharp spines?,Yes,random,-1.4575814008712769,-6.339271545410156,Yes,True
has sharp talons,an eagle,'',Does an eagle have sharp talons?,Yes,random,-2.4010162353515625,-7.148877143859863,Yes,True
has sharp teeth,a wren,'',Does a wren have sharp teeth?,No,random,-5.1242899894714355,-6.499373435974121,Yes,False
has sheets,a bed,'',Does a bed have sheets?,Yes,random,-2.6132168769836426,-4.348560333251953,Yes,True
has shelves,a dresser,'',Does a dresser have shelves?,Yes,random,-3.6968977451324463,-3.6994407176971436,Yes,True
has short front limbs,a soup,'',Does a soup have short front limbs?,No,random,-5.623497486114502,-5.561529636383057,No,True
has silent flight,an owl,'',Does an owl have silent flight?,Yes,random,-2.5730443000793457,-5.306857585906982,Yes,True
has six strings,a guitar,'',Does a guitar have six strings?,Yes,random,-1.0036848783493042,-6.174990653991699,Yes,True
has sleeves,a bathtub,'',Does a bathtub have sleeves?,No,random,-5.682582378387451,-5.122195243835449,No,True
has slimy skin,a minnow,'',Does a minnow have slimy skin?,Yes,random,-3.1241438388824463,-7.874541759490967,Yes,True
has slimy skin,rhubarb,'',Does rhubarb have slimy skin?,No,random,-4.591495513916016,-4.591350555419922,No,True
has slots for five fingers,sultana,'',Does sultana have slots for five fingers?,No,random,-4.028696060180664,-6.09254264831543,Yes,False
has slots for legs,a pajama,'',Does a pajama have slots for legs?,Yes,random,-4.310900688171387,-4.811980724334717,Yes,True
has slots for legs,a stove,'',Does a stove have slots for legs?,No,random,-3.1501338481903076,-4.0904717445373535,Yes,False
