Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
miscellaneous,MPT,mpt-30b,0.5530,0.5951,+7.62%,0.2050,0.0682,-66.74%
moral_disputes,MPT,mpt-30b,0.3988,0.4277,+7.25%,0.1982,0.0233,-88.27%
moral_scenarios,MPT,mpt-30b,0.2492,0.2358,-5.38%,0.2165,0.1577,-27.15%
nutrition,MPT,mpt-30b,0.4804,0.4869,+1.36%,0.2336,0.0411,-82.40%
philosophy,MPT,mpt-30b,0.4952,0.4437,-10.39%,0.2160,0.0453,-79.05%
prehistory,MPT,mpt-30b,0.5062,0.4784,-5.49%,0.2106,0.0411,-80.50%
professional_accounting,MPT,mpt-30b,0.3333,0.3475,+4.26%,0.1332,0.0775,-41.81%
professional_law,MPT,mpt-30b,0.3501,0.3325,-5.03%,0.0623,0.0798,+28.14%
professional_medicine,MPT,mpt-30b,0.3676,0.3934,+7.00%,0.2108,0.1212,-42.51%
professional_psychology,MPT,mpt-30b,0.4118,0.3938,-4.37%,0.1855,0.0758,-59.13%
public_relations,MPT,mpt-30b,0.4364,0.3909,-10.42%,0.2655,0.0568,-78.59%
security_studies,MPT,mpt-30b,0.3469,0.4286,+23.53%,0.0975,0.0909,-6.74%
sociology,MPT,mpt-30b,0.4876,0.5522,+13.27%,0.2610,0.0993,-61.97%
us_foreign_policy,MPT,mpt-30b,0.5800,0.6000,+3.45%,0.2455,0.0909,-62.98%
virology,MPT,mpt-30b,0.4036,0.4398,+8.96%,0.2055,0.0397,-80.66%
world_religions,MPT,mpt-30b,0.5497,0.6491,+18.09%,0.2572,0.1410,-45.15%
abstract_algebra,MPT,mpt-30b-chat,0.2900,0.3000,+3.45%,0.2728,0.0626,-77.04%
anatomy,MPT,mpt-30b-chat,0.4593,0.4667,+1.61%,0.0184,0.0827,+349.95%
astronomy,MPT,mpt-30b-chat,0.4737,0.4605,-2.78%,0.0909,0.0673,-25.92%
business_ethics,MPT,mpt-30b-chat,0.4900,0.5000,+2.04%,0.0861,0.0517,-39.95%
clinical_knowledge,MPT,mpt-30b-chat,0.5245,0.5208,-0.72%,0.0951,0.0585,-38.53%
college_biology,MPT,mpt-30b-chat,0.5486,0.5069,-7.59%,0.1028,0.0308,-70.00%
college_chemistry,MPT,mpt-30b-chat,0.3800,0.3800,+0.00%,0.1194,0.0783,-34.40%
college_computer_science,MPT,mpt-30b-chat,0.4100,0.4200,+2.44%,0.1935,0.0847,-56.22%
college_mathematics,MPT,mpt-30b-chat,0.3100,0.3000,-3.23%,0.2330,0.0462,-80.17%
college_medicine,MPT,mpt-30b-chat,0.4277,0.4393,+2.70%,0.1055,0.0673,-36.20%
college_physics,MPT,mpt-30b-chat,0.2353,0.1765,-25.00%,0.1475,0.0699,-52.60%
computer_security,MPT,mpt-30b-chat,0.5400,0.5600,+3.70%,0.0783,0.1128,+44.02%
conceptual_physics,MPT,mpt-30b-chat,0.3957,0.4000,+1.08%,0.1200,0.0649,-45.91%
econometrics,MPT,mpt-30b-chat,0.2719,0.3421,+25.81%,0.1306,0.1123,-14.01%
electrical_engineering,MPT,mpt-30b-chat,0.4966,0.4828,-2.78%,0.1398,0.0812,-41.93%
elementary_mathematics,MPT,mpt-30b-chat,0.3307,0.2910,-12.00%,0.0890,0.0212,-76.16%
formal_logic,MPT,mpt-30b-chat,0.3254,0.2778,-14.63%,0.2130,0.0582,-72.68%
global_facts,MPT,mpt-30b-chat,0.2300,0.2200,-4.35%,0.1483,0.0702,-52.66%
high_school_biology,MPT,mpt-30b-chat,0.5903,0.5516,-6.56%,0.0873,0.0251,-71.29%
high_school_chemistry,MPT,mpt-30b-chat,0.4039,0.3842,-4.88%,0.0853,0.0555,-34.95%
high_school_computer_science,MPT,mpt-30b-chat,0.4500,0.5300,+17.78%,0.1889,0.0549,-70.92%
high_school_european_history,MPT,mpt-30b-chat,0.5333,0.5212,-2.27%,0.1429,0.0755,-47.21%
high_school_geography,MPT,mpt-30b-chat,0.6616,0.6212,-6.11%,0.1380,0.0714,-48.27%
high_school_government_and_politics,MPT,mpt-30b-chat,0.6477,0.6373,-1.60%,0.0473,0.0620,+30.97%
high_school_macroeconomics,MPT,mpt-30b-chat,0.4513,0.4282,-5.11%,0.0998,0.0302,-69.71%
high_school_mathematics,MPT,mpt-30b-chat,0.2667,0.2778,+4.17%,0.1232,0.0393,-68.06%
high_school_microeconomics,MPT,mpt-30b-chat,0.4832,0.4958,+2.61%,0.1311,0.0430,-67.19%
high_school_physics,MPT,mpt-30b-chat,0.3444,0.3642,+5.77%,0.1700,0.0855,-49.68%
high_school_psychology,MPT,mpt-30b-chat,0.6752,0.6606,-2.17%,0.0367,0.0690,+88.07%
high_school_statistics,MPT,mpt-30b-chat,0.3750,0.3426,-8.64%,0.1374,0.0449,-67.33%
high_school_us_history,MPT,mpt-30b-chat,0.6275,0.6275,+0.00%,0.1442,0.0960,-33.43%
high_school_world_history,MPT,mpt-30b-chat,0.6371,0.6835,+7.28%,0.1592,0.0547,-65.67%
human_aging,MPT,mpt-30b-chat,0.5605,0.5695,+1.60%,0.0337,0.0578,+71.36%
human_sexuality,MPT,mpt-30b-chat,0.5725,0.6031,+5.33%,0.1285,0.1134,-11.73%
international_law,MPT,mpt-30b-chat,0.5868,0.5620,-4.23%,0.1982,0.1704,-14.01%
jurisprudence,MPT,mpt-30b-chat,0.4907,0.5833,+18.87%,0.1327,0.0365,-72.50%
logical_fallacies,MPT,mpt-30b-chat,0.5828,0.5828,+0.00%,0.1674,0.0475,-71.63%
machine_learning,MPT,mpt-30b-chat,0.2589,0.2143,-17.24%,0.2122,0.0168,-92.07%
management,MPT,mpt-30b-chat,0.6019,0.6214,+3.23%,0.0830,0.0421,-49.26%
marketing,MPT,mpt-30b-chat,0.7692,0.7821,+1.67%,0.0902,0.0865,-4.08%
medical_genetics,MPT,mpt-30b-chat,0.4700,0.4800,+2.13%,0.1320,0.0457,-65.40%
miscellaneous,MPT,mpt-30b-chat,0.6718,0.6756,+0.57%,0.0599,0.0204,-65.86%
moral_disputes,MPT,mpt-30b-chat,0.4682,0.5376,+14.81%,0.1794,0.1095,-38.98%
moral_scenarios,MPT,mpt-30b-chat,0.2726,0.2358,-13.52%,0.4330,0.0503,-88.38%
nutrition,MPT,mpt-30b-chat,0.5359,0.5359,+0.00%,0.0915,0.0438,-52.11%
philosophy,MPT,mpt-30b-chat,0.5434,0.5338,-1.78%,0.1312,0.0593,-54.83%
prehistory,MPT,mpt-30b-chat,0.5617,0.5617,+0.00%,0.1124,0.0415,-63.11%
professional_accounting,MPT,mpt-30b-chat,0.3404,0.3227,-5.21%,0.0848,0.0830,-2.12%
professional_law,MPT,mpt-30b-chat,0.3781,0.3807,+0.69%,0.1010,0.0147,-85.45%
professional_medicine,MPT,mpt-30b-chat,0.4779,0.4596,-3.85%,0.1374,0.0782,-43.08%
professional_psychology,MPT,mpt-30b-chat,0.4690,0.4641,-1.05%,0.0550,0.0400,-27.26%
public_relations,MPT,mpt-30b-chat,0.5273,0.5273,+0.00%,0.0887,0.0693,-21.94%
security_studies,MPT,mpt-30b-chat,0.4816,0.5061,+5.08%,0.1712,0.0776,-54.66%
sociology,MPT,mpt-30b-chat,0.6418,0.6617,+3.10%,0.0496,0.0524,+5.63%
us_foreign_policy,MPT,mpt-30b-chat,0.7500,0.7200,-4.00%,0.0936,0.0832,-11.10%
virology,MPT,mpt-30b-chat,0.4398,0.4458,+1.37%,0.1364,0.0973,-28.67%
world_religions,MPT,mpt-30b-chat,0.6842,0.6550,-4.27%,0.1051,0.1375,+30.86%
abstract_algebra,MPT,mpt-7b,0.2600,0.3300,+26.92%,0.3882,0.1435,-63.02%
anatomy,MPT,mpt-7b,0.3185,0.2889,-9.30%,0.1515,0.0972,-35.83%
astronomy,MPT,mpt-7b,0.3092,0.3487,+12.77%,0.1593,0.0871,-45.34%
business_ethics,MPT,mpt-7b,0.2500,0.2900,+16.00%,0.2466,0.0934,-62.15%
clinical_knowledge,MPT,mpt-7b,0.3434,0.3057,-10.99%,0.1846,0.1755,-4.94%
college_biology,MPT,mpt-7b,0.3125,0.2986,-4.44%,0.2566,0.0378,-85.28%
college_chemistry,MPT,mpt-7b,0.2900,0.3000,+3.45%,0.2017,0.0767,-61.96%
college_computer_science,MPT,mpt-7b,0.3800,0.2700,-28.95%,0.3234,0.1179,-63.55%
college_mathematics,MPT,mpt-7b,0.3500,0.3000,-14.29%,0.3832,0.0526,-86.26%
college_medicine,MPT,mpt-7b,0.3873,0.3295,-14.93%,0.2253,0.0792,-64.86%
college_physics,MPT,mpt-7b,0.2843,0.3235,+13.79%,0.2392,0.1132,-52.66%
computer_security,MPT,mpt-7b,0.3800,0.3200,-15.79%,0.1178,0.1697,+43.97%
conceptual_physics,MPT,mpt-7b,0.2426,0.2894,+19.30%,0.1962,0.0449,-77.12%
econometrics,MPT,mpt-7b,0.2281,0.2193,-3.85%,0.2343,0.1384,-40.94%
electrical_engineering,MPT,mpt-7b,0.2897,0.3034,+4.76%,0.2038,0.0360,-82.32%
elementary_mathematics,MPT,mpt-7b,0.2513,0.2619,+4.21%,0.2306,0.0802,-65.20%
formal_logic,MPT,mpt-7b,0.3651,0.3175,-13.04%,0.0879,0.0721,-17.93%
global_facts,MPT,mpt-7b,0.2300,0.2200,-4.35%,0.2044,0.0777,-61.99%
high_school_biology,MPT,mpt-7b,0.3032,0.2968,-2.13%,0.1892,0.0875,-53.75%
high_school_chemistry,MPT,mpt-7b,0.3153,0.2562,-18.75%,0.2691,0.1325,-50.78%
high_school_computer_science,MPT,mpt-7b,0.3200,0.2600,-18.75%,0.2050,0.1417,-30.84%
high_school_european_history,MPT,mpt-7b,0.2303,0.3030,+31.58%,0.1792,0.0672,-62.48%
high_school_geography,MPT,mpt-7b,0.4242,0.4343,+2.38%,0.2253,0.0726,-67.76%
high_school_government_and_politics,MPT,mpt-7b,0.3886,0.3057,-21.33%,0.2092,0.0583,-72.15%
high_school_macroeconomics,MPT,mpt-7b,0.3256,0.2897,-11.02%,0.2113,0.1432,-32.24%
high_school_mathematics,MPT,mpt-7b,0.2667,0.2704,+1.39%,0.2718,0.0806,-70.34%
high_school_microeconomics,MPT,mpt-7b,0.3361,0.2857,-15.00%,0.1786,0.1081,-39.48%
high_school_physics,MPT,mpt-7b,0.2980,0.2848,-4.44%,0.2080,0.0868,-58.29%
high_school_psychology,MPT,mpt-7b,0.2936,0.3046,+3.75%,0.1751,0.0299,-82.94%
high_school_statistics,MPT,mpt-7b,0.3287,0.2176,-33.80%,0.2250,0.0723,-67.89%
high_school_us_history,MPT,mpt-7b,0.2598,0.2745,+5.66%,0.1721,0.0896,-47.97%
high_school_world_history,MPT,mpt-7b,0.2532,0.2658,+5.00%,0.2242,0.0843,-62.39%
human_aging,MPT,mpt-7b,0.1928,0.2511,+30.23%,0.1407,0.0424,-69.88%
human_sexuality,MPT,mpt-7b,0.3282,0.2595,-20.93%,0.0988,0.0424,-57.10%
international_law,MPT,mpt-7b,0.3306,0.3636,+10.00%,0.2196,0.0834,-62.00%
jurisprudence,MPT,mpt-7b,0.2407,0.2500,+3.85%,0.1652,0.1022,-38.09%
logical_fallacies,MPT,mpt-7b,0.3006,0.3006,+0.00%,0.2373,0.1933,-18.51%
machine_learning,MPT,mpt-7b,0.2232,0.2946,+32.00%,0.2661,0.1537,-42.24%
management,MPT,mpt-7b,0.3398,0.3010,-11.43%,0.1248,0.0927,-25.73%
marketing,MPT,mpt-7b,0.2778,0.3376,+21.54%,0.2077,0.0375,-81.93%
medical_genetics,MPT,mpt-7b,0.2900,0.3400,+17.24%,0.1985,0.0941,-52.60%
miscellaneous,MPT,mpt-7b,0.3448,0.3308,-4.07%,0.1199,0.0661,-44.88%
moral_disputes,MPT,mpt-7b,0.2572,0.2630,+2.25%,0.1894,0.0577,-69.52%
moral_scenarios,MPT,mpt-7b,0.2503,0.2525,+0.89%,0.2813,0.1075,-61.78%
nutrition,MPT,mpt-7b,0.2680,0.2582,-3.66%,0.1547,0.0561,-63.71%
philosophy,MPT,mpt-7b,0.2701,0.2122,-21.43%,0.1847,0.0986,-46.63%
prehistory,MPT,mpt-7b,0.3241,0.3056,-5.71%,0.1818,0.0912,-49.84%
professional_accounting,MPT,mpt-7b,0.2518,0.2660,+5.63%,0.2266,0.0418,-81.55%
professional_law,MPT,mpt-7b,0.2647,0.2731,+3.20%,0.1934,0.0594,-69.30%
professional_medicine,MPT,mpt-7b,0.2831,0.2721,-3.90%,0.1733,0.0681,-60.69%
professional_psychology,MPT,mpt-7b,0.2761,0.2876,+4.14%,0.1815,0.0698,-61.54%
public_relations,MPT,mpt-7b,0.2727,0.3273,+20.00%,0.2400,0.1726,-28.08%
security_studies,MPT,mpt-7b,0.3224,0.2408,-25.32%,0.1957,0.0387,-80.24%
sociology,MPT,mpt-7b,0.2985,0.2786,-6.67%,0.1714,0.0666,-61.12%
us_foreign_policy,MPT,mpt-7b,0.2700,0.2600,-3.70%,0.1171,0.0512,-56.30%
virology,MPT,mpt-7b,0.2108,0.2470,+17.14%,0.0867,0.0858,-1.08%
world_religions,MPT,mpt-7b,0.3158,0.3333,+5.56%,0.1137,0.0771,-32.18%
abstract_algebra,MPT,mpt-7b-chat,0.2100,0.3200,+52.38%,0.4079,0.1280,-68.63%
anatomy,MPT,mpt-7b-chat,0.2963,0.4148,+40.00%,0.3934,0.0441,-88.80%
astronomy,MPT,mpt-7b-chat,0.3750,0.3618,-3.51%,0.3760,0.0440,-88.30%
business_ethics,MPT,mpt-7b-chat,0.2600,0.3600,+38.46%,0.3580,0.0616,-82.79%
clinical_knowledge,MPT,mpt-7b-chat,0.3434,0.4113,+19.78%,0.3967,0.0771,-80.56%
college_biology,MPT,mpt-7b-chat,0.2917,0.3125,+7.14%,0.3887,0.0522,-86.58%
college_chemistry,MPT,mpt-7b-chat,0.4200,0.4000,-4.76%,0.4256,0.0700,-83.56%
college_computer_science,MPT,mpt-7b-chat,0.3700,0.3500,-5.41%,0.4088,0.1235,-69.78%
college_mathematics,MPT,mpt-7b-chat,0.3100,0.3000,-3.23%,0.4330,0.0571,-86.80%
college_medicine,MPT,mpt-7b-chat,0.3353,0.2948,-12.07%,0.4223,0.0676,-84.00%
college_physics,MPT,mpt-7b-chat,0.3431,0.2549,-25.71%,0.3988,0.0768,-80.74%
computer_security,MPT,mpt-7b-chat,0.2500,0.4400,+76.00%,0.3455,0.0929,-73.10%
conceptual_physics,MPT,mpt-7b-chat,0.2255,0.3234,+43.40%,0.3896,0.0680,-82.54%
econometrics,MPT,mpt-7b-chat,0.2719,0.2368,-12.90%,0.3802,0.0888,-76.65%
electrical_engineering,MPT,mpt-7b-chat,0.2897,0.3931,+35.71%,0.4149,0.0270,-93.50%
elementary_mathematics,MPT,mpt-7b-chat,0.2778,0.2566,-7.62%,0.4107,0.0317,-92.29%
formal_logic,MPT,mpt-7b-chat,0.3254,0.3571,+9.76%,0.3021,0.0758,-74.92%
global_facts,MPT,mpt-7b-chat,0.2000,0.2800,+40.00%,0.3193,0.1024,-67.94%
high_school_biology,MPT,mpt-7b-chat,0.3645,0.3742,+2.65%,0.3779,0.0360,-90.47%
high_school_chemistry,MPT,mpt-7b-chat,0.2956,0.2118,-28.33%,0.4167,0.0958,-77.00%
high_school_computer_science,MPT,mpt-7b-chat,0.2900,0.3600,+24.14%,0.3835,0.0660,-82.79%
high_school_european_history,MPT,mpt-7b-chat,0.2848,0.3455,+21.28%,0.4043,0.0611,-84.89%
high_school_geography,MPT,mpt-7b-chat,0.3990,0.4293,+7.59%,0.3838,0.0802,-79.11%
high_school_government_and_politics,MPT,mpt-7b-chat,0.4249,0.4093,-3.66%,0.3690,0.0627,-83.01%
high_school_macroeconomics,MPT,mpt-7b-chat,0.3615,0.3282,-9.22%,0.3920,0.0409,-89.57%
high_school_mathematics,MPT,mpt-7b-chat,0.2667,0.2148,-19.44%,0.3990,0.0648,-83.75%
high_school_microeconomics,MPT,mpt-7b-chat,0.3445,0.3403,-1.22%,0.4119,0.0663,-83.90%
high_school_physics,MPT,mpt-7b-chat,0.3311,0.3311,+0.00%,0.3976,0.0427,-89.26%
high_school_psychology,MPT,mpt-7b-chat,0.4018,0.4147,+3.20%,0.3655,0.0304,-91.69%
high_school_statistics,MPT,mpt-7b-chat,0.4537,0.2500,-44.90%,0.4017,0.0669,-83.35%
high_school_us_history,MPT,mpt-7b-chat,0.2843,0.3333,+17.24%,0.3975,0.0383,-90.36%
high_school_world_history,MPT,mpt-7b-chat,0.2110,0.4051,+92.00%,0.3729,0.0215,-94.23%
human_aging,MPT,mpt-7b-chat,0.1928,0.3543,+83.72%,0.3989,0.0316,-92.08%
human_sexuality,MPT,mpt-7b-chat,0.3206,0.4504,+40.48%,0.3643,0.0831,-77.18%
international_law,MPT,mpt-7b-chat,0.3636,0.4628,+27.27%,0.3218,0.1156,-64.09%
jurisprudence,MPT,mpt-7b-chat,0.2500,0.3148,+25.93%,0.3463,0.0407,-88.26%
logical_fallacies,MPT,mpt-7b-chat,0.2761,0.3558,+28.89%,0.3979,0.0231,-94.20%
machine_learning,MPT,mpt-7b-chat,0.1875,0.3125,+66.67%,0.3903,0.0894,-77.10%
management,MPT,mpt-7b-chat,0.4369,0.3689,-15.56%,0.3462,0.0786,-77.30%
marketing,MPT,mpt-7b-chat,0.3120,0.5085,+63.01%,0.3840,0.0419,-89.10%
medical_genetics,MPT,mpt-7b-chat,0.2500,0.4000,+60.00%,0.4026,0.0542,-86.54%
miscellaneous,MPT,mpt-7b-chat,0.3257,0.4636,+42.35%,0.3399,0.0268,-92.11%
moral_disputes,MPT,mpt-7b-chat,0.2225,0.3237,+45.45%,0.3860,0.0629,-83.71%
moral_scenarios,MPT,mpt-7b-chat,0.2726,0.2514,-7.79%,0.4330,0.0549,-87.33%
nutrition,MPT,mpt-7b-chat,0.3431,0.3987,+16.19%,0.3752,0.0755,-79.87%
philosophy,MPT,mpt-7b-chat,0.2637,0.3859,+46.34%,0.4006,0.0384,-90.42%
prehistory,MPT,mpt-7b-chat,0.2716,0.3549,+30.68%,0.4117,0.0432,-89.52%
professional_accounting,MPT,mpt-7b-chat,0.2482,0.2553,+2.86%,0.3799,0.0743,-80.45%
professional_law,MPT,mpt-7b-chat,0.2790,0.3103,+11.21%,0.3483,0.0437,-87.44%
professional_medicine,MPT,mpt-7b-chat,0.4265,0.2868,-32.76%,0.3923,0.0403,-89.72%
professional_psychology,MPT,mpt-7b-chat,0.2402,0.3301,+37.41%,0.3407,0.0314,-90.80%
public_relations,MPT,mpt-7b-chat,0.3000,0.3455,+15.15%,0.3196,0.1071,-66.47%
security_studies,MPT,mpt-7b-chat,0.4286,0.3837,-10.48%,0.4166,0.0613,-85.28%
sociology,MPT,mpt-7b-chat,0.3731,0.4129,+10.67%,0.3415,0.0182,-94.69%
us_foreign_policy,MPT,mpt-7b-chat,0.2500,0.4600,+84.00%,0.3302,0.1277,-61.33%
virology,MPT,mpt-7b-chat,0.2229,0.3614,+62.16%,0.3996,0.0784,-80.38%
world_religions,MPT,mpt-7b-chat,0.2515,0.4444,+76.74%,0.3777,0.0321,-91.50%
abstract_algebra,Qwen,Qwen1.5-32B,0.4000,0.3700,-7.50%,0.1533,0.0694,-54.73%
anatomy,Qwen,Qwen1.5-32B,0.6519,0.6815,+4.55%,0.0806,0.0643,-20.24%
astronomy,Qwen,Qwen1.5-32B,0.7632,0.7895,+3.45%,0.1147,0.0952,-16.98%
business_ethics,Qwen,Qwen1.5-32B,0.7400,0.7500,+1.35%,0.0757,0.1090,+44.06%
clinical_knowledge,Qwen,Qwen1.5-32B,0.7132,0.7019,-1.59%,0.0847,0.0732,-13.60%
college_biology,Qwen,Qwen1.5-32B,0.7500,0.7917,+5.56%,0.0899,0.0857,-4.71%
college_chemistry,Qwen,Qwen1.5-32B,0.4600,0.4500,-2.17%,0.2125,0.0743,-65.06%
college_computer_science,Qwen,Qwen1.5-32B,0.4500,0.4500,+0.00%,0.0559,0.0385,-31.14%
college_mathematics,Qwen,Qwen1.5-32B,0.4400,0.4700,+6.82%,0.2169,0.1159,-46.54%
college_medicine,Qwen,Qwen1.5-32B,0.6821,0.6590,-3.39%,0.0743,0.0588,-20.86%
college_physics,Qwen,Qwen1.5-32B,0.3824,0.4706,+23.08%,0.1465,0.0857,-41.49%
computer_security,Qwen,Qwen1.5-32B,0.7600,0.7500,-1.32%,0.0739,0.0795,+7.64%
conceptual_physics,Qwen,Qwen1.5-32B,0.6851,0.6936,+1.24%,0.1007,0.0629,-37.49%
econometrics,Qwen,Qwen1.5-32B,0.4825,0.4474,-7.27%,0.0455,0.0394,-13.40%
electrical_engineering,Qwen,Qwen1.5-32B,0.6483,0.6621,+2.13%,0.1509,0.1574,+4.28%
elementary_mathematics,Qwen,Qwen1.5-32B,0.5926,0.5926,+0.00%,0.0843,0.0503,-40.34%
formal_logic,Qwen,Qwen1.5-32B,0.4365,0.4286,-1.82%,0.1019,0.0944,-7.28%
global_facts,Qwen,Qwen1.5-32B,0.4800,0.4300,-10.42%,0.2167,0.1446,-33.26%
high_school_biology,Qwen,Qwen1.5-32B,0.8226,0.8129,-1.18%,0.0916,0.0762,-16.84%
high_school_chemistry,Qwen,Qwen1.5-32B,0.5764,0.6010,+4.27%,0.1611,0.1408,-12.60%
high_school_computer_science,Qwen,Qwen1.5-32B,0.8100,0.8100,+0.00%,0.0845,0.0845,+0.00%
high_school_european_history,Qwen,Qwen1.5-32B,0.8485,0.8424,-0.71%,0.0719,0.0789,+9.66%
high_school_geography,Qwen,Qwen1.5-32B,0.7828,0.7980,+1.94%,0.0577,0.0444,-22.97%
high_school_government_and_politics,Qwen,Qwen1.5-32B,0.8756,0.8912,+1.78%,0.0830,0.0557,-32.96%
high_school_macroeconomics,Qwen,Qwen1.5-32B,0.7000,0.7103,+1.47%,0.0861,0.0640,-25.65%
high_school_mathematics,Qwen,Qwen1.5-32B,0.3852,0.3889,+0.96%,0.1731,0.1094,-36.77%
high_school_microeconomics,Qwen,Qwen1.5-32B,0.7437,0.7563,+1.69%,0.0873,0.0780,-10.64%
high_school_physics,Qwen,Qwen1.5-32B,0.4570,0.5033,+10.14%,0.1707,0.0464,-72.80%
high_school_psychology,Qwen,Qwen1.5-32B,0.8220,0.8367,+1.79%,0.0725,0.0442,-39.00%
high_school_statistics,Qwen,Qwen1.5-32B,0.5509,0.5972,+8.40%,0.1233,0.1121,-9.06%
high_school_us_history,Qwen,Qwen1.5-32B,0.8480,0.8775,+3.47%,0.0295,0.0506,+71.30%
high_school_world_history,Qwen,Qwen1.5-32B,0.8270,0.8101,-2.04%,0.0199,0.0342,+72.14%
human_aging,Qwen,Qwen1.5-32B,0.7175,0.7040,-1.87%,0.0851,0.0544,-36.05%
human_sexuality,Qwen,Qwen1.5-32B,0.7634,0.7863,+3.00%,0.0858,0.1016,+18.34%
international_law,Qwen,Qwen1.5-32B,0.7521,0.7603,+1.10%,0.1768,0.1218,-31.08%
jurisprudence,Qwen,Qwen1.5-32B,0.7963,0.7593,-4.65%,0.1292,0.0940,-27.24%
logical_fallacies,Qwen,Qwen1.5-32B,0.7853,0.7914,+0.78%,0.0674,0.0714,+5.89%
machine_learning,Qwen,Qwen1.5-32B,0.4643,0.4375,-5.77%,0.0929,0.0872,-6.22%
management,Qwen,Qwen1.5-32B,0.7767,0.7864,+1.25%,0.1148,0.0746,-34.99%
marketing,Qwen,Qwen1.5-32B,0.8932,0.8846,-0.96%,0.0635,0.0579,-8.79%
medical_genetics,Qwen,Qwen1.5-32B,0.7200,0.7200,+0.00%,0.0605,0.1152,+90.39%
miscellaneous,Qwen,Qwen1.5-32B,0.8455,0.8595,+1.66%,0.0426,0.0138,-67.54%
moral_disputes,Qwen,Qwen1.5-32B,0.7486,0.7428,-0.77%,0.0520,0.0685,+31.75%
moral_scenarios,Qwen,Qwen1.5-32B,0.2547,0.4525,+77.63%,0.3900,0.1140,-70.77%
nutrition,Qwen,Qwen1.5-32B,0.7418,0.7418,+0.00%,0.0567,0.0394,-30.45%
philosophy,Qwen,Qwen1.5-32B,0.7042,0.7010,-0.46%,0.0564,0.0746,+32.25%
prehistory,Qwen,Qwen1.5-32B,0.7253,0.7377,+1.70%,0.0199,0.0374,+87.42%
professional_accounting,Qwen,Qwen1.5-32B,0.5213,0.5319,+2.04%,0.1748,0.1128,-35.46%
professional_law,Qwen,Qwen1.5-32B,0.5228,0.5196,-0.62%,0.1167,0.0901,-22.81%
professional_medicine,Qwen,Qwen1.5-32B,0.7316,0.7316,+0.00%,0.0681,0.0616,-9.46%
professional_psychology,Qwen,Qwen1.5-32B,0.6863,0.6993,+1.90%,0.0846,0.0496,-41.45%
public_relations,Qwen,Qwen1.5-32B,0.6455,0.6273,-2.82%,0.1114,0.0641,-42.46%
security_studies,Qwen,Qwen1.5-32B,0.6816,0.6694,-1.80%,0.0714,0.0688,-3.54%
sociology,Qwen,Qwen1.5-32B,0.7910,0.8159,+3.14%,0.0684,0.0655,-4.31%
us_foreign_policy,Qwen,Qwen1.5-32B,0.8700,0.8600,-1.15%,0.0926,0.0939,+1.34%
virology,Qwen,Qwen1.5-32B,0.5000,0.5181,+3.61%,0.0504,0.0783,+55.25%
world_religions,Qwen,Qwen1.5-32B,0.8304,0.8538,+2.82%,0.1087,0.0424,-61.02%
abstract_algebra,Qwen,Qwen1.5-32B-Chat,0.4700,0.5100,+8.51%,0.2003,0.1673,-16.49%
anatomy,Qwen,Qwen1.5-32B-Chat,0.6593,0.6741,+2.25%,0.0908,0.0734,-19.14%
astronomy,Qwen,Qwen1.5-32B-Chat,0.7697,0.7895,+2.56%,0.0784,0.0882,+12.50%
business_ethics,Qwen,Qwen1.5-32B-Chat,0.7000,0.7100,+1.43%,0.0732,0.0735,+0.38%
clinical_knowledge,Qwen,Qwen1.5-32B-Chat,0.7358,0.7321,-0.51%,0.0510,0.0440,-13.75%
college_biology,Qwen,Qwen1.5-32B-Chat,0.8056,0.7986,-0.86%,0.0759,0.0600,-21.00%
college_chemistry,Qwen,Qwen1.5-32B-Chat,0.4800,0.4700,-2.08%,0.1811,0.0850,-53.08%
college_computer_science,Qwen,Qwen1.5-32B-Chat,0.5600,0.5400,-3.57%,0.0808,0.0821,+1.61%
college_mathematics,Qwen,Qwen1.5-32B-Chat,0.4800,0.5000,+4.17%,0.2086,0.1886,-9.57%
college_medicine,Qwen,Qwen1.5-32B-Chat,0.6647,0.6763,+1.74%,0.0536,0.0491,-8.47%
college_physics,Qwen,Qwen1.5-32B-Chat,0.4706,0.4510,-4.17%,0.0883,0.0859,-2.73%
computer_security,Qwen,Qwen1.5-32B-Chat,0.7900,0.7800,-1.27%,0.0699,0.0753,+7.73%
conceptual_physics,Qwen,Qwen1.5-32B-Chat,0.7191,0.7021,-2.37%,0.0639,0.0525,-17.77%
econometrics,Qwen,Qwen1.5-32B-Chat,0.5263,0.5175,-1.67%,0.0230,0.0438,+90.49%
electrical_engineering,Qwen,Qwen1.5-32B-Chat,0.6897,0.7034,+2.00%,0.0931,0.0969,+4.08%
elementary_mathematics,Qwen,Qwen1.5-32B-Chat,0.6138,0.6058,-1.29%,0.1095,0.1007,-8.01%
formal_logic,Qwen,Qwen1.5-32B-Chat,0.4762,0.5159,+8.33%,0.1054,0.0848,-19.52%
global_facts,Qwen,Qwen1.5-32B-Chat,0.3900,0.3900,+0.00%,0.2513,0.2368,-5.76%
high_school_biology,Qwen,Qwen1.5-32B-Chat,0.8355,0.8419,+0.77%,0.0550,0.0451,-17.97%
high_school_chemistry,Qwen,Qwen1.5-32B-Chat,0.5911,0.5961,+0.83%,0.0989,0.1229,+24.23%
