Domain,Family,Model,Plain Acc,KFold Acc,Acc % Change,Plain RSTD,KFold RSTD,RSTD % Change
miscellaneous,MPT,mpt-30b,0.5198,0.5326,+2.46%,0.0474,0.0647,+36.27%
moral_disputes,MPT,mpt-30b,0.3497,0.3497,+0.00%,0.1498,0.0474,-68.35%
moral_scenarios,MPT,mpt-30b,0.2324,0.2570,+10.58%,0.1849,0.0592,-67.99%
nutrition,MPT,mpt-30b,0.4085,0.4281,+4.80%,0.1162,0.0326,-71.97%
philosophy,MPT,mpt-30b,0.3505,0.3505,+0.00%,0.1577,0.0592,-62.44%
prehistory,MPT,mpt-30b,0.4414,0.4414,+0.00%,0.1578,0.0823,-47.86%
professional_accounting,MPT,mpt-30b,0.2837,0.3085,+8.75%,0.2714,0.0513,-81.10%
professional_law,MPT,mpt-30b,0.2634,0.3272,+24.26%,0.3607,0.0377,-89.55%
professional_medicine,MPT,mpt-30b,0.3676,0.3235,-12.00%,0.1092,0.0975,-10.70%
professional_psychology,MPT,mpt-30b,0.3317,0.3497,+5.42%,0.0549,0.0507,-7.77%
public_relations,MPT,mpt-30b,0.3727,0.3727,+0.00%,0.0989,0.0418,-57.74%
security_studies,MPT,mpt-30b,0.3673,0.4245,+15.56%,0.2005,0.0961,-52.05%
sociology,MPT,mpt-30b,0.4328,0.4129,-4.60%,0.0932,0.0821,-11.93%
us_foreign_policy,MPT,mpt-30b,0.5500,0.5500,+0.00%,0.1324,0.0262,-80.17%
virology,MPT,mpt-30b,0.4578,0.4458,-2.63%,0.1397,0.0527,-62.27%
world_religions,MPT,mpt-30b,0.5205,0.6667,+28.09%,0.1822,0.0649,-64.38%
abstract_algebra,MPT,mpt-30b-chat,0.2700,0.2900,+7.41%,0.1597,0.0814,-49.01%
anatomy,MPT,mpt-30b-chat,0.4963,0.4889,-1.49%,0.0257,0.0610,+137.65%
astronomy,MPT,mpt-30b-chat,0.5263,0.5066,-3.75%,0.0740,0.0356,-51.90%
business_ethics,MPT,mpt-30b-chat,0.5100,0.5200,+1.96%,0.1674,0.0352,-78.96%
clinical_knowledge,MPT,mpt-30b-chat,0.5208,0.5208,+0.00%,0.0721,0.0681,-5.48%
college_biology,MPT,mpt-30b-chat,0.5417,0.5208,-3.85%,0.1153,0.0800,-30.62%
college_chemistry,MPT,mpt-30b-chat,0.3900,0.3700,-5.13%,0.0970,0.0743,-23.40%
college_computer_science,MPT,mpt-30b-chat,0.3900,0.3700,-5.13%,0.2264,0.0583,-74.25%
college_mathematics,MPT,mpt-30b-chat,0.3200,0.3000,-6.25%,0.2485,0.0470,-81.09%
college_medicine,MPT,mpt-30b-chat,0.4277,0.4046,-5.41%,0.0796,0.0744,-6.63%
college_physics,MPT,mpt-30b-chat,0.2549,0.2157,-15.38%,0.1401,0.0596,-57.43%
computer_security,MPT,mpt-30b-chat,0.5300,0.5300,+0.00%,0.0854,0.1060,+24.12%
conceptual_physics,MPT,mpt-30b-chat,0.3702,0.3660,-1.15%,0.0894,0.0573,-35.94%
econometrics,MPT,mpt-30b-chat,0.2982,0.3246,+8.82%,0.1811,0.0380,-79.03%
electrical_engineering,MPT,mpt-30b-chat,0.4828,0.5103,+5.71%,0.1402,0.0561,-59.98%
elementary_mathematics,MPT,mpt-30b-chat,0.3545,0.3571,+0.75%,0.1299,0.0381,-70.67%
formal_logic,MPT,mpt-30b-chat,0.3333,0.2937,-11.90%,0.0893,0.0340,-61.98%
global_facts,MPT,mpt-30b-chat,0.2900,0.2600,-10.34%,0.1643,0.0825,-49.75%
high_school_biology,MPT,mpt-30b-chat,0.6032,0.6129,+1.60%,0.0900,0.0605,-32.81%
high_school_chemistry,MPT,mpt-30b-chat,0.4039,0.3842,-4.88%,0.1212,0.0456,-62.35%
high_school_computer_science,MPT,mpt-30b-chat,0.5100,0.5200,+1.96%,0.2012,0.0683,-66.03%
high_school_european_history,MPT,mpt-30b-chat,0.5394,0.5455,+1.12%,0.0843,0.0856,+1.55%
high_school_geography,MPT,mpt-30b-chat,0.6616,0.6566,-0.76%,0.1009,0.0787,-21.98%
high_school_government_and_politics,MPT,mpt-30b-chat,0.6425,0.6839,+6.45%,0.0656,0.0527,-19.63%
high_school_macroeconomics,MPT,mpt-30b-chat,0.4359,0.4308,-1.18%,0.0889,0.0481,-45.90%
high_school_mathematics,MPT,mpt-30b-chat,0.2481,0.2741,+10.45%,0.2099,0.0488,-76.77%
high_school_microeconomics,MPT,mpt-30b-chat,0.4958,0.4832,-2.54%,0.1243,0.0399,-67.89%
high_school_physics,MPT,mpt-30b-chat,0.3311,0.3046,-8.00%,0.1891,0.0793,-58.07%
high_school_psychology,MPT,mpt-30b-chat,0.6789,0.6697,-1.35%,0.0437,0.0427,-2.20%
high_school_statistics,MPT,mpt-30b-chat,0.4120,0.3704,-10.11%,0.1391,0.0981,-29.50%
high_school_us_history,MPT,mpt-30b-chat,0.6324,0.6422,+1.55%,0.1199,0.0888,-25.95%
high_school_world_history,MPT,mpt-30b-chat,0.6203,0.6793,+9.52%,0.1496,0.0226,-84.86%
human_aging,MPT,mpt-30b-chat,0.5112,0.5067,-0.88%,0.0325,0.0660,+102.88%
human_sexuality,MPT,mpt-30b-chat,0.5496,0.5496,+0.00%,0.0983,0.0978,-0.53%
international_law,MPT,mpt-30b-chat,0.5785,0.5537,-4.29%,0.2429,0.1953,-19.58%
jurisprudence,MPT,mpt-30b-chat,0.5370,0.5648,+5.17%,0.0672,0.0043,-93.66%
logical_fallacies,MPT,mpt-30b-chat,0.5276,0.5460,+3.49%,0.1377,0.0585,-57.50%
machine_learning,MPT,mpt-30b-chat,0.2857,0.3036,+6.25%,0.1148,0.0918,-19.99%
management,MPT,mpt-30b-chat,0.6117,0.6117,+0.00%,0.0340,0.0552,+62.34%
marketing,MPT,mpt-30b-chat,0.7650,0.7650,+0.00%,0.0760,0.0580,-23.63%
medical_genetics,MPT,mpt-30b-chat,0.5100,0.4900,-3.92%,0.1312,0.1261,-3.89%
miscellaneous,MPT,mpt-30b-chat,0.6782,0.6909,+1.88%,0.0381,0.0473,+24.02%
moral_disputes,MPT,mpt-30b-chat,0.4480,0.5087,+13.55%,0.1775,0.0797,-55.10%
moral_scenarios,MPT,mpt-30b-chat,0.2715,0.2559,-5.76%,0.4312,0.0627,-85.46%
nutrition,MPT,mpt-30b-chat,0.5294,0.5261,-0.62%,0.1315,0.0711,-45.91%
philosophy,MPT,mpt-30b-chat,0.4984,0.4727,-5.16%,0.1644,0.0450,-72.60%
prehistory,MPT,mpt-30b-chat,0.5216,0.5463,+4.73%,0.0938,0.0414,-55.86%
professional_accounting,MPT,mpt-30b-chat,0.2908,0.3191,+9.76%,0.0994,0.0408,-58.97%
professional_law,MPT,mpt-30b-chat,0.3703,0.3781,+2.11%,0.1121,0.0528,-52.87%
professional_medicine,MPT,mpt-30b-chat,0.4632,0.4779,+3.17%,0.0770,0.0483,-37.33%
professional_psychology,MPT,mpt-30b-chat,0.4444,0.4265,-4.04%,0.0333,0.0469,+40.83%
public_relations,MPT,mpt-30b-chat,0.5091,0.5455,+7.14%,0.0995,0.0577,-42.08%
security_studies,MPT,mpt-30b-chat,0.5306,0.5469,+3.08%,0.1885,0.0779,-58.65%
sociology,MPT,mpt-30b-chat,0.5970,0.6269,+5.00%,0.1383,0.0788,-43.00%
us_foreign_policy,MPT,mpt-30b-chat,0.6800,0.7000,+2.94%,0.1082,0.0861,-20.49%
virology,MPT,mpt-30b-chat,0.4337,0.4398,+1.39%,0.0994,0.0734,-26.18%
world_religions,MPT,mpt-30b-chat,0.7251,0.7427,+2.42%,0.1199,0.0755,-37.03%
abstract_algebra,MPT,mpt-7b,0.2400,0.3100,+29.17%,0.2133,0.1269,-40.49%
anatomy,MPT,mpt-7b,0.3037,0.2815,-7.32%,0.2143,0.0434,-79.76%
astronomy,MPT,mpt-7b,0.2434,0.2303,-5.41%,0.1483,0.0863,-41.76%
business_ethics,MPT,mpt-7b,0.3200,0.3000,-6.25%,0.2191,0.0666,-69.62%
clinical_knowledge,MPT,mpt-7b,0.2415,0.2755,+14.06%,0.2437,0.1063,-56.38%
college_biology,MPT,mpt-7b,0.2778,0.2778,+0.00%,0.1405,0.0555,-60.50%
college_chemistry,MPT,mpt-7b,0.1800,0.3700,+105.56%,0.1411,0.0955,-32.32%
college_computer_science,MPT,mpt-7b,0.2500,0.2800,+12.00%,0.1318,0.1487,+12.83%
college_mathematics,MPT,mpt-7b,0.3600,0.3100,-13.89%,0.2586,0.0589,-77.23%
college_medicine,MPT,mpt-7b,0.2370,0.2428,+2.44%,0.1913,0.0244,-87.23%
college_physics,MPT,mpt-7b,0.2353,0.2745,+16.67%,0.2052,0.0907,-55.82%
computer_security,MPT,mpt-7b,0.2700,0.2800,+3.70%,0.2398,0.0523,-78.20%
conceptual_physics,MPT,mpt-7b,0.2426,0.2340,-3.51%,0.1837,0.0727,-60.42%
econometrics,MPT,mpt-7b,0.2719,0.2456,-9.68%,0.2592,0.1132,-56.31%
electrical_engineering,MPT,mpt-7b,0.2759,0.2483,-10.00%,0.2938,0.0514,-82.51%
elementary_mathematics,MPT,mpt-7b,0.2646,0.2989,+13.00%,0.2517,0.0377,-85.03%
formal_logic,MPT,mpt-7b,0.3254,0.2937,-9.76%,0.2168,0.0784,-63.84%
global_facts,MPT,mpt-7b,0.2800,0.2600,-7.14%,0.2260,0.0868,-61.60%
high_school_biology,MPT,mpt-7b,0.2419,0.2548,+5.33%,0.1531,0.0334,-78.17%
high_school_chemistry,MPT,mpt-7b,0.2562,0.2709,+5.77%,0.2351,0.0318,-86.47%
high_school_computer_science,MPT,mpt-7b,0.3200,0.2200,-31.25%,0.2048,0.0674,-67.09%
high_school_european_history,MPT,mpt-7b,0.2909,0.2303,-20.83%,0.2032,0.0921,-54.68%
high_school_geography,MPT,mpt-7b,0.3434,0.3081,-10.29%,0.1870,0.0606,-67.62%
high_school_government_and_politics,MPT,mpt-7b,0.2487,0.2642,+6.25%,0.1602,0.0661,-58.74%
high_school_macroeconomics,MPT,mpt-7b,0.2590,0.2564,-0.99%,0.2315,0.0685,-70.42%
high_school_mathematics,MPT,mpt-7b,0.2407,0.2296,-4.62%,0.2054,0.0713,-65.26%
high_school_microeconomics,MPT,mpt-7b,0.2899,0.2647,-8.70%,0.3166,0.1007,-68.18%
high_school_physics,MPT,mpt-7b,0.2517,0.3311,+31.58%,0.2928,0.0451,-84.58%
high_school_psychology,MPT,mpt-7b,0.2661,0.2862,+7.59%,0.2118,0.0735,-65.29%
high_school_statistics,MPT,mpt-7b,0.2870,0.2917,+1.61%,0.2508,0.1035,-58.74%
high_school_us_history,MPT,mpt-7b,0.2647,0.2206,-16.67%,0.1698,0.0535,-68.49%
high_school_world_history,MPT,mpt-7b,0.2574,0.2321,-9.84%,0.1882,0.0564,-70.04%
human_aging,MPT,mpt-7b,0.2197,0.2556,+16.33%,0.1580,0.0764,-51.67%
human_sexuality,MPT,mpt-7b,0.2595,0.1985,-23.53%,0.2475,0.1065,-56.95%
international_law,MPT,mpt-7b,0.2397,0.2975,+24.14%,0.2127,0.0849,-60.10%
jurisprudence,MPT,mpt-7b,0.2500,0.3426,+37.04%,0.2289,0.1027,-55.15%
logical_fallacies,MPT,mpt-7b,0.2761,0.2945,+6.67%,0.2742,0.0471,-82.80%
machine_learning,MPT,mpt-7b,0.3036,0.2589,-14.71%,0.1755,0.0412,-76.53%
management,MPT,mpt-7b,0.2427,0.2621,+8.00%,0.1727,0.0737,-57.30%
marketing,MPT,mpt-7b,0.2778,0.2436,-12.31%,0.2554,0.0840,-67.12%
medical_genetics,MPT,mpt-7b,0.2600,0.2300,-11.54%,0.2184,0.0886,-59.41%
miscellaneous,MPT,mpt-7b,0.3065,0.3346,+9.17%,0.1654,0.0496,-70.01%
moral_disputes,MPT,mpt-7b,0.2630,0.2486,-5.49%,0.1952,0.0382,-80.41%
moral_scenarios,MPT,mpt-7b,0.2804,0.2458,-12.35%,0.3111,0.1329,-57.26%
nutrition,MPT,mpt-7b,0.2222,0.2288,+2.94%,0.1489,0.0561,-62.34%
philosophy,MPT,mpt-7b,0.1897,0.2347,+23.73%,0.2022,0.0352,-82.59%
prehistory,MPT,mpt-7b,0.2716,0.2377,-12.50%,0.1797,0.0860,-52.14%
professional_accounting,MPT,mpt-7b,0.2482,0.2376,-4.29%,0.2299,0.1042,-54.66%
professional_law,MPT,mpt-7b,0.2451,0.2660,+8.51%,0.3187,0.0527,-83.48%
professional_medicine,MPT,mpt-7b,0.2500,0.2794,+11.76%,0.0894,0.0464,-48.10%
professional_psychology,MPT,mpt-7b,0.2533,0.2418,-4.52%,0.2497,0.0725,-70.97%
public_relations,MPT,mpt-7b,0.2364,0.2909,+23.08%,0.2050,0.0444,-78.35%
security_studies,MPT,mpt-7b,0.1959,0.2327,+18.75%,0.2555,0.0384,-84.97%
sociology,MPT,mpt-7b,0.2687,0.3085,+14.81%,0.2219,0.0655,-70.48%
us_foreign_policy,MPT,mpt-7b,0.3100,0.2600,-16.13%,0.1963,0.0882,-55.05%
virology,MPT,mpt-7b,0.2229,0.2470,+10.81%,0.2153,0.0343,-84.08%
world_religions,MPT,mpt-7b,0.2398,0.3392,+41.46%,0.1331,0.0762,-42.77%
abstract_algebra,MPT,mpt-7b-chat,0.2000,0.2700,+35.00%,0.4124,0.1530,-62.90%
anatomy,MPT,mpt-7b-chat,0.3037,0.4222,+39.02%,0.3828,0.0533,-86.09%
astronomy,MPT,mpt-7b-chat,0.3618,0.3553,-1.82%,0.3663,0.0198,-94.59%
business_ethics,MPT,mpt-7b-chat,0.2500,0.2900,+16.00%,0.3926,0.0679,-82.72%
clinical_knowledge,MPT,mpt-7b-chat,0.3660,0.3774,+3.09%,0.3869,0.0825,-78.67%
college_biology,MPT,mpt-7b-chat,0.2986,0.4028,+34.88%,0.3590,0.0580,-83.85%
college_chemistry,MPT,mpt-7b-chat,0.4200,0.4100,-2.38%,0.3770,0.0754,-80.01%
college_computer_science,MPT,mpt-7b-chat,0.3700,0.3100,-16.22%,0.4156,0.0769,-81.49%
college_mathematics,MPT,mpt-7b-chat,0.3200,0.3200,+0.00%,0.4063,0.0943,-76.78%
college_medicine,MPT,mpt-7b-chat,0.3584,0.3353,-6.45%,0.3840,0.0875,-77.22%
college_physics,MPT,mpt-7b-chat,0.3725,0.1569,-57.89%,0.3975,0.0464,-88.33%
computer_security,MPT,mpt-7b-chat,0.2200,0.4100,+86.36%,0.3825,0.0826,-78.40%
conceptual_physics,MPT,mpt-7b-chat,0.2298,0.2979,+29.63%,0.3878,0.0381,-90.18%
econometrics,MPT,mpt-7b-chat,0.2368,0.1930,-18.52%,0.3720,0.0985,-73.52%
electrical_engineering,MPT,mpt-7b-chat,0.2690,0.4276,+58.97%,0.4213,0.0712,-83.09%
elementary_mathematics,MPT,mpt-7b-chat,0.2725,0.2884,+5.83%,0.4070,0.0352,-91.34%
formal_logic,MPT,mpt-7b-chat,0.3810,0.3333,-12.50%,0.2386,0.0501,-78.98%
global_facts,MPT,mpt-7b-chat,0.1800,0.2100,+16.67%,0.4330,0.0729,-83.16%
high_school_biology,MPT,mpt-7b-chat,0.3742,0.4000,+6.90%,0.3600,0.0300,-91.66%
high_school_chemistry,MPT,mpt-7b-chat,0.3103,0.3005,-3.17%,0.3986,0.0897,-77.49%
high_school_computer_science,MPT,mpt-7b-chat,0.2400,0.3300,+37.50%,0.3515,0.1355,-61.47%
high_school_european_history,MPT,mpt-7b-chat,0.3091,0.3697,+19.61%,0.3805,0.0831,-78.15%
high_school_geography,MPT,mpt-7b-chat,0.4192,0.4545,+8.43%,0.3885,0.0648,-83.33%
high_school_government_and_politics,MPT,mpt-7b-chat,0.4249,0.3990,-6.10%,0.3769,0.0430,-88.59%
high_school_macroeconomics,MPT,mpt-7b-chat,0.3769,0.3256,-13.61%,0.4107,0.0582,-85.83%
high_school_mathematics,MPT,mpt-7b-chat,0.2667,0.2519,-5.56%,0.4310,0.0917,-78.71%
high_school_microeconomics,MPT,mpt-7b-chat,0.3613,0.3571,-1.16%,0.4085,0.0681,-83.34%
high_school_physics,MPT,mpt-7b-chat,0.3245,0.2914,-10.20%,0.3860,0.0741,-80.81%
high_school_psychology,MPT,mpt-7b-chat,0.4110,0.4606,+12.05%,0.3569,0.0525,-85.30%
high_school_statistics,MPT,mpt-7b-chat,0.4630,0.2731,-41.00%,0.4005,0.0492,-87.71%
high_school_us_history,MPT,mpt-7b-chat,0.2843,0.3431,+20.69%,0.3977,0.0541,-86.40%
high_school_world_history,MPT,mpt-7b-chat,0.2447,0.3713,+51.72%,0.3688,0.0338,-90.84%
human_aging,MPT,mpt-7b-chat,0.1345,0.3049,+126.67%,0.4184,0.0794,-81.03%
human_sexuality,MPT,mpt-7b-chat,0.3282,0.4122,+25.58%,0.3736,0.0172,-95.40%
international_law,MPT,mpt-7b-chat,0.1901,0.4132,+117.39%,0.3806,0.1044,-72.56%
jurisprudence,MPT,mpt-7b-chat,0.2222,0.3426,+54.17%,0.4060,0.0288,-92.90%
logical_fallacies,MPT,mpt-7b-chat,0.2761,0.3558,+28.89%,0.3816,0.0626,-83.59%
machine_learning,MPT,mpt-7b-chat,0.1964,0.3571,+81.82%,0.4143,0.1962,-52.63%
management,MPT,mpt-7b-chat,0.4272,0.3592,-15.91%,0.3629,0.1103,-69.60%
marketing,MPT,mpt-7b-chat,0.2778,0.5256,+89.23%,0.3922,0.0449,-88.55%
medical_genetics,MPT,mpt-7b-chat,0.2800,0.3600,+28.57%,0.3871,0.0954,-75.35%
miscellaneous,MPT,mpt-7b-chat,0.3333,0.5019,+50.57%,0.3552,0.0554,-84.41%
moral_disputes,MPT,mpt-7b-chat,0.2283,0.3439,+50.63%,0.4099,0.0374,-90.88%
moral_scenarios,MPT,mpt-7b-chat,0.2726,0.2581,-5.33%,0.4330,0.0955,-77.95%
nutrition,MPT,mpt-7b-chat,0.3072,0.3627,+18.09%,0.3994,0.0181,-95.48%
philosophy,MPT,mpt-7b-chat,0.2572,0.3408,+32.50%,0.4015,0.0711,-82.30%
prehistory,MPT,mpt-7b-chat,0.2870,0.3765,+31.18%,0.4005,0.0707,-82.34%
professional_accounting,MPT,mpt-7b-chat,0.2340,0.2837,+21.21%,0.3785,0.0455,-87.99%
professional_law,MPT,mpt-7b-chat,0.2595,0.2979,+14.82%,0.3941,0.0594,-84.94%
professional_medicine,MPT,mpt-7b-chat,0.4449,0.2904,-34.71%,0.3559,0.0386,-89.16%
professional_psychology,MPT,mpt-7b-chat,0.2467,0.3186,+29.14%,0.3721,0.0588,-84.18%
public_relations,MPT,mpt-7b-chat,0.2818,0.3909,+38.71%,0.3842,0.0887,-76.90%
security_studies,MPT,mpt-7b-chat,0.4204,0.3796,-9.71%,0.3889,0.1119,-71.22%
sociology,MPT,mpt-7b-chat,0.3383,0.3781,+11.76%,0.3860,0.0166,-95.71%
us_foreign_policy,MPT,mpt-7b-chat,0.2600,0.4500,+73.08%,0.3891,0.0977,-74.88%
virology,MPT,mpt-7b-chat,0.2229,0.3494,+56.76%,0.3832,0.0650,-83.03%
world_religions,MPT,mpt-7b-chat,0.2515,0.4561,+81.40%,0.3993,0.0713,-82.14%
abstract_algebra,Qwen,Qwen1.5-32B,0.3200,0.2600,-18.75%,0.2082,0.0870,-58.19%
anatomy,Qwen,Qwen1.5-32B,0.6148,0.6519,+6.02%,0.1913,0.0891,-53.43%
astronomy,Qwen,Qwen1.5-32B,0.7434,0.7697,+3.54%,0.0639,0.1244,+94.56%
business_ethics,Qwen,Qwen1.5-32B,0.7300,0.7400,+1.37%,0.0524,0.0891,+69.99%
clinical_knowledge,Qwen,Qwen1.5-32B,0.6302,0.6943,+10.18%,0.1797,0.0543,-69.77%
college_biology,Qwen,Qwen1.5-32B,0.6875,0.7708,+12.12%,0.1375,0.0951,-30.82%
college_chemistry,Qwen,Qwen1.5-32B,0.3600,0.4000,+11.11%,0.1277,0.0977,-23.48%
college_computer_science,Qwen,Qwen1.5-32B,0.5200,0.4900,-5.77%,0.1457,0.0561,-61.49%
college_mathematics,Qwen,Qwen1.5-32B,0.4400,0.4600,+4.55%,0.0985,0.1903,+93.24%
college_medicine,Qwen,Qwen1.5-32B,0.6243,0.6358,+1.85%,0.0872,0.0394,-54.79%
college_physics,Qwen,Qwen1.5-32B,0.3627,0.3627,+0.00%,0.2028,0.0996,-50.91%
computer_security,Qwen,Qwen1.5-32B,0.6700,0.7300,+8.96%,0.1765,0.1264,-28.36%
conceptual_physics,Qwen,Qwen1.5-32B,0.6638,0.6468,-2.56%,0.1050,0.1016,-3.27%
econometrics,Qwen,Qwen1.5-32B,0.5175,0.5263,+1.69%,0.1019,0.0895,-12.20%
electrical_engineering,Qwen,Qwen1.5-32B,0.5793,0.6483,+11.90%,0.0575,0.1625,+182.70%
elementary_mathematics,Qwen,Qwen1.5-32B,0.5741,0.5794,+0.92%,0.1237,0.0535,-56.78%
formal_logic,Qwen,Qwen1.5-32B,0.4762,0.4524,-5.00%,0.0942,0.1274,+35.32%
global_facts,Qwen,Qwen1.5-32B,0.4700,0.4600,-2.13%,0.1981,0.0391,-80.25%
high_school_biology,Qwen,Qwen1.5-32B,0.7806,0.8129,+4.13%,0.0893,0.0727,-18.53%
high_school_chemistry,Qwen,Qwen1.5-32B,0.5517,0.5714,+3.57%,0.0373,0.1608,+331.42%
high_school_computer_science,Qwen,Qwen1.5-32B,0.7700,0.8200,+6.49%,0.0417,0.0682,+63.63%
high_school_european_history,Qwen,Qwen1.5-32B,0.7273,0.8364,+15.00%,0.0814,0.0567,-30.28%
high_school_geography,Qwen,Qwen1.5-32B,0.7929,0.8333,+5.10%,0.0305,0.0792,+159.18%
high_school_government_and_politics,Qwen,Qwen1.5-32B,0.8549,0.8394,-1.82%,0.0734,0.1033,+40.63%
high_school_macroeconomics,Qwen,Qwen1.5-32B,0.7077,0.7333,+3.62%,0.0518,0.0692,+33.56%
high_school_mathematics,Qwen,Qwen1.5-32B,0.3074,0.3259,+6.02%,0.1663,0.0986,-40.70%
high_school_microeconomics,Qwen,Qwen1.5-32B,0.7479,0.7563,+1.12%,0.0450,0.1089,+141.85%
high_school_physics,Qwen,Qwen1.5-32B,0.4834,0.5033,+4.11%,0.0993,0.0312,-68.58%
high_school_psychology,Qwen,Qwen1.5-32B,0.8073,0.8349,+3.41%,0.0523,0.0542,+3.48%
high_school_statistics,Qwen,Qwen1.5-32B,0.6157,0.5926,-3.76%,0.0507,0.1135,+123.99%
high_school_us_history,Qwen,Qwen1.5-32B,0.7598,0.8529,+12.26%,0.1416,0.0362,-74.47%
high_school_world_history,Qwen,Qwen1.5-32B,0.7932,0.8312,+4.79%,0.0968,0.0113,-88.31%
human_aging,Qwen,Qwen1.5-32B,0.7265,0.7085,-2.47%,0.1296,0.0321,-75.21%
human_sexuality,Qwen,Qwen1.5-32B,0.7557,0.7481,-1.01%,0.0133,0.1397,+954.23%
international_law,Qwen,Qwen1.5-32B,0.7851,0.8430,+7.37%,0.0906,0.0758,-16.32%
jurisprudence,Qwen,Qwen1.5-32B,0.7963,0.7778,-2.33%,0.0840,0.1296,+54.32%
logical_fallacies,Qwen,Qwen1.5-32B,0.7546,0.7485,-0.81%,0.0894,0.1378,+54.18%
machine_learning,Qwen,Qwen1.5-32B,0.5089,0.5357,+5.26%,0.2083,0.0725,-65.20%
management,Qwen,Qwen1.5-32B,0.7670,0.7767,+1.27%,0.0540,0.1281,+137.30%
marketing,Qwen,Qwen1.5-32B,0.8718,0.8504,-2.45%,0.0384,0.0492,+28.13%
medical_genetics,Qwen,Qwen1.5-32B,0.7200,0.7300,+1.39%,0.1623,0.1288,-20.62%
miscellaneous,Qwen,Qwen1.5-32B,0.8467,0.8301,-1.96%,0.0428,0.0571,+33.53%
moral_disputes,Qwen,Qwen1.5-32B,0.7197,0.7197,+0.00%,0.0409,0.0966,+135.95%
moral_scenarios,Qwen,Qwen1.5-32B,0.3341,0.5911,+76.92%,0.3913,0.1155,-70.48%
nutrition,Qwen,Qwen1.5-32B,0.6830,0.7222,+5.74%,0.1370,0.0788,-42.50%
philosophy,Qwen,Qwen1.5-32B,0.6752,0.6817,+0.95%,0.0456,0.1247,+173.63%
prehistory,Qwen,Qwen1.5-32B,0.7500,0.7500,+0.00%,0.0423,0.0840,+98.70%
professional_accounting,Qwen,Qwen1.5-32B,0.5071,0.5532,+9.09%,0.1263,0.1207,-4.47%
professional_law,Qwen,Qwen1.5-32B,0.5065,0.5169,+2.06%,0.0632,0.0879,+39.13%
professional_medicine,Qwen,Qwen1.5-32B,0.7279,0.7463,+2.53%,0.0983,0.0545,-44.54%
professional_psychology,Qwen,Qwen1.5-32B,0.6650,0.6797,+2.21%,0.1028,0.0515,-49.94%
public_relations,Qwen,Qwen1.5-32B,0.6182,0.6455,+4.41%,0.1009,0.1158,+14.73%
security_studies,Qwen,Qwen1.5-32B,0.6408,0.7020,+9.55%,0.0817,0.1248,+52.83%
sociology,Qwen,Qwen1.5-32B,0.7811,0.8010,+2.55%,0.0588,0.0865,+47.17%
us_foreign_policy,Qwen,Qwen1.5-32B,0.8400,0.8300,-1.19%,0.0641,0.1425,+122.26%
virology,Qwen,Qwen1.5-32B,0.5241,0.5181,-1.15%,0.0917,0.1097,+19.57%
world_religions,Qwen,Qwen1.5-32B,0.8363,0.8012,-4.20%,0.0593,0.1008,+69.89%
abstract_algebra,Qwen,Qwen1.5-32B-Chat,0.4500,0.4400,-2.22%,0.1885,0.2383,+26.44%
anatomy,Qwen,Qwen1.5-32B-Chat,0.6741,0.7037,+4.40%,0.0892,0.0861,-3.46%
astronomy,Qwen,Qwen1.5-32B-Chat,0.7895,0.7829,-0.83%,0.0551,0.0816,+48.00%
business_ethics,Qwen,Qwen1.5-32B-Chat,0.7500,0.7500,+0.00%,0.0679,0.0594,-12.65%
clinical_knowledge,Qwen,Qwen1.5-32B-Chat,0.7170,0.7509,+4.74%,0.0521,0.0423,-18.78%
college_biology,Qwen,Qwen1.5-32B-Chat,0.8264,0.8681,+5.04%,0.0564,0.0494,-12.47%
college_chemistry,Qwen,Qwen1.5-32B-Chat,0.4600,0.4700,+2.17%,0.1653,0.1271,-23.15%
college_computer_science,Qwen,Qwen1.5-32B-Chat,0.5700,0.5700,+0.00%,0.1100,0.0890,-19.06%
college_mathematics,Qwen,Qwen1.5-32B-Chat,0.4900,0.4300,-12.24%,0.1408,0.1536,+9.04%
college_medicine,Qwen,Qwen1.5-32B-Chat,0.6705,0.6821,+1.72%,0.0486,0.0112,-76.91%
college_physics,Qwen,Qwen1.5-32B-Chat,0.5000,0.4804,-3.92%,0.1799,0.1080,-40.00%
computer_security,Qwen,Qwen1.5-32B-Chat,0.7700,0.7700,+0.00%,0.0897,0.0915,+2.05%
conceptual_physics,Qwen,Qwen1.5-32B-Chat,0.6936,0.7149,+3.07%,0.0788,0.0667,-15.29%
econometrics,Qwen,Qwen1.5-32B-Chat,0.5263,0.5614,+6.67%,0.1109,0.0511,-53.90%
electrical_engineering,Qwen,Qwen1.5-32B-Chat,0.5310,0.5655,+6.49%,0.0945,0.1466,+55.25%
elementary_mathematics,Qwen,Qwen1.5-32B-Chat,0.5926,0.5952,+0.45%,0.0781,0.0851,+8.95%
formal_logic,Qwen,Qwen1.5-32B-Chat,0.5476,0.5238,-4.35%,0.1731,0.0478,-72.38%
global_facts,Qwen,Qwen1.5-32B-Chat,0.4800,0.4500,-6.25%,0.2647,0.2010,-24.06%
high_school_biology,Qwen,Qwen1.5-32B-Chat,0.8548,0.8774,+2.64%,0.0420,0.0357,-14.93%
high_school_chemistry,Qwen,Qwen1.5-32B-Chat,0.5714,0.6059,+6.03%,0.1126,0.1593,+41.41%
